unknown	不知名的
autosuggest	通过自我暗示产生
palatalize	使腭音化
electrograph	电雕刻器
gamelin	=gamelan
responsum	释疑解答
druidess	女督伊德
polimetrician	计量政治学者
legs	木头支架
staves	棍
m	发票后一月
fiercely	猛烈地
sychnocarpous	结多次果的
recognition	赞誉
cochlear	耳蜗的
larcenous	盗窃的
hookshop	妓院
eunuchoid	惧内的
fluctuant	变动
isoelastic	等弹性
intercut	使镜头交切
musing	冥想
semibasement	半地下室
uneducational	无深造作用
ocap	开放式线缆应用平台
valediction	告别词
superannuated	过时的
overstrain	使过度紧张
interlingua	拉丁国际语
laticifer	乳汁器
kiribati	基里巴斯
sapphirine	蓝宝石
perfectible	可使完美的
fratch	争论
buy	购买
hoarsely	嘶哑地
viseite	磷方沸石
jollify	快乐
sodalist	慈善团体成员
cartilaginous	软骨的
centroid	质心
woodbind	忍冬属植物
antithyroid	抗甲腺
hurtling	飞奔的
whys	目
stellate	似星
prescientific	科学以前
troopship	运兵舰
otherworldliness	来世
operationalize	实施
excuse	理由
craniopagus	头颅连胎
struma	腺病
enroll	招收
endogenic	内营力的
shopworn	陈旧的
crockford	英国圣公会圣职者名册
soliloquize	独白
once	一次
epicotyledonary	上胚轴的
actinometry	辐射测量学
concessional	让步的
jitterbug	爵士乐迷
weekend	周末的
canalicular	似小管的
unthoughtful	轻率的
unenvious	不吝惜
whirlabout	团团转
microprocessor	微处理器
corporate	社团的
billfold	皮夹
methaemoglobin	正铁血红蛋白
nookery	舒适安稳的地方
lapidarian	碑文的
trouvere	叙事诗人
fun	嬉笑
un	pro
schizophrenogenic	引起精神分裂症的
balzacian	巴尔扎克小说
watchword	口令
demented	发狂的
hotter	热的
sophistic	诡辩的
xanthochroic	金发白种人
wiseacre	自以为万事通的人
idiosyncratic	异质
fornicate	弓形的
exonerative	免罪
improvisatori	即兴
sexipolar	六极
foozle	笨拙的一击
upsala	=Uppsala
disannex	使分开
southerner	居住在南方的人
epochmaking	划时代的
worrying	烦恼的
strut	肿胀
unmirthful	不高兴
bft	Binary
recuperative	有恢复力
vhf	Very
fructicative	能结果实
lampholder	灯架插头
callant	青年
predatorial	=predatory
somatotopical	躯体特定区
handcar	手摇车
leave	委托
waveshape	=waveform
compunication	计算机通信
archaeometry	考古定年学
innerve	刺激神经
cissy	脂粉气质的男人
highland	高
barge	用船运输
mambo	曼博
true	真正的
quicksandy	多流沙
vespertilian	蝙蝠的
whiter	苍白
polak	波兰人
metabiosis	半共生
donee	受赠者
refashion	重制
austere	简朴
adiaphorism	广教主义
tabid	衰弱
aldermanship	高级市政官的职位
wack	怪人
paraprotein	副蛋白
justicial	公平的
daughterhood	女儿时期
damnable	该死
dexter	幸运
fast	禁食
exchangeable	可替交的
cocarcinogen	助致癌原
pulverise	=pulverize
womankind	女性
fatigue	疲乏
face	面临
diabetic	糖尿病
expiree	服满刑期者
serena	塞丽娜
opporunity	机会
glumpy	忧郁的
quadrivial	之一
dcvo	Dame
sylvatic	栖息于森林的
deneb	天津四
rankle	溃烂
formulize	把……作成公式
decorously	高雅地
sameness	一致性
debate	争论
lionlike	狮子般的
wickiup	一种小屋
dullhead	傻瓜
testify	作证
diminutive	小的人
sewage	用污水灌溉
macronutrient	常量营养元素
falsification	弄虚作假
sheltery	遮蔽
forecastleman	在前甲板值勤的水手
silkscreen	丝网印刷品
slickness	光滑的
recognized	公认的
accurately	正确地
elemi	榄香脂
semina	胚种
premium	额外费用
wistfully	希望地
undistorted	未失真的
chufa	荸荠
copiously	充裕
chary	仔细的
mononucleated	单核的
orcinol	苔黑酚
oligocarpous	几乎没有果实的
scout	搜索
koa	其木材
vein	叶脉
airy	空中
delivery	财产等的正式移交
remonstrative	忠告
gemara	中的注释篇
doddery	蹒跚的
dragway	减重短程高速汽车赛车道
nothingness	空白
baldicoot	和尚
depot	航空站
surveillant	监视
hearted	呈……心情
mistrust	猜疑
kerosene	火油
roc	Required
grisliness	严重的
sweptback	向后倾斜
ariot	骚乱地
secretaryship	秘书等之地位
malic	苹果的
rabbitwood	兔子木
niggard	小气的
slot	开槽于
philogynous	爱慕女子
novato	诺瓦托
unstable	不稳定的
dilatory	不慌不忙的
denatant	顺流洄游的
lacertine	有蜥蜴状花饰
thixotropic	摇溶的
resectoscope	前列腺切除器
rebill	再付费给
considerately	体谅
absorbance	吸光率
plumbing	铅工业
session	会议
releasor	放弃权利者
unpleasant	使人不愉快
coition	交媾
rafferty	混乱
signed	有正负之分的
sycophantic	说奉承话
unaptly	不适合
thecodont	槽齿类
gasping	喘气的
synonymic	=synonymous
brachiate	十字对生
butyl	丁基合成橡胶
duplicated	复写书
eaprom	电可改写可编程只读存储器
attractant	引诱剂
counselee	接受劝告者
epithetical	浑名
directorial	指挥者的
flavorous	美味的
hideously	可怕
canaller	运河货船
