advisee	受教授指导选课的学生
rosemaling	花卉画饰
demyelination	髓鞘脱夫
demyelination	脱髓鞘
accessorize	装饰
accessorize	补充
accessorize	穿戴装饰品
gasp	喘息
gasp	气喘
gasp	气吁吁地说
shitwork	侍候人的工作
shitwork	日常工作
shitwork	家务劳动
trigonometric	三角法的
trigonometric	三角法
trigonometric	据三角法的
trigonometric	据三角法
alpinism	登山技术
alpinism	登高山
lobelia	山梗莱属的植物
parthenogeny	=parthenogenesis
interference	冲突
interference	干涉
workingwoman	妇女运动者
workingwoman	女工
harvey	哈维
septarium	龟背石
teutonic	日耳曼人的
teutonic	日耳曼人
teutonic	条顿人的
teutonic	条顿人
teutonic	日尔曼语的
teutonic	日尔曼语
teutonic	日耳曼语
helistop	=heliport
bench	长椅子
luke	=lukewarm
bandyball	老式网球戏所用的球
bandyball	老式网球戏
lycanthropy	变狼狂
sarsenet	=sarcenet
primigravida	初孕妇
phenetidine	氨基苯乙醚
phenetidine	苯乙定
notes	Lotus公司出品的群件系列软件
purposely	故意地
purposely	故意
warworn	疲于战争的
warworn	疲于战争
warworn	饱受战争的
warworn	饱受战争
dromometer	速度计
serial	连续的
serial	连续
ritualise	=ritualize
scattered	分散的
scattered	分散
destructibility	可破坏性
destructibility	易毁坏性
sweat	汗
sweat	出汗
glue	胶
glue	胶水
glue	胶合
glue	粘贴
glue	粘合
indigotine	靛蓝
indigotine	靛青
paviour	铺设工人
paviour	铺设材料
lagena	细颈瓶
isn	internal
isn	statement
isn	number
isn	内码
fuscous	暗褐色的
fuscous	暗褐色
fuscous	深色的
fuscous	深色
bauble	小玩意
acapnia	血液二氧化碳缺乏
css	Cascading
css	Style
css	Sheet
css	层叠式样式表
fluidness	流动性
fluidness	变移性
fluidness	流质
peroxysulphate	过硫酸盐
vilification	污蔑
vilification	中伤
vilification	诽谤
purificatory	净化的
purificatory	净化
purificatory	涤罪的
purificatory	涤罪
purificatory	精炼的
purificatory	精炼
ketonemia	酮血症
subtract	减去
subtract	减
snowscape	雪景
satanism	恶魔崇拜
satanism	恶魔般的行为
discontinuously	不连续地
discontinuously	不连续
discontinuously	间断地
discontinuously	间断
appointee	被任命者
appointee	指定的财产受益人
lombrosian	龙勃罗梭犯罪学说的
lombrosian	龙勃罗梭犯罪学说
lombrosian	龙勃罗梭的追随者
decontaminate	净化
decontaminate	排除污染
deepmouthed	低沉地吠的
deepmouthed	低沉地吠
islamabad	伊斯兰堡
banksman	矿坑口的监工
babelize	使混合或混乱
eschalot	=shallot
propulsion	推进
propulsion	推进力
guienne	吉耶纳
lindane	农业用杀虫剂的一种
lindane	林丹
hectogramme	百克
incorporate	合并的
incorporate	合并
incorporate	结社的
incorporate	结社
incorporate	一体化的
incorporate	一体化
incorporate	合并
incorporate	使组成公司
incorporate	具体表现
incorporate	合并
incorporate	混合
incorporate	组成公司
incorporate	结社
incorporate	使成为法人组织
jicama	豆薯
jicama	凉薯
pulsatory	=pulsant
hyperuricemia	=hyperuricaemia
pledget	纱布
pledget	脱脂棉
pledget	填絮
noe	=Noah
isanomal	等距平
hypermnesis	=hypermnesia
townsfolk	市民
townsfolk	市镇居民
disobliging	不亲切的
disobliging	不亲切
disobliging	薄情的
disobliging	薄情
disobliging	不体贴的
disobliging	不体贴
disgusted	厌恶的
disgusted	厌恶
disgusted	厌烦的
disgusted	厌烦
demountable	可卸下的
demountable	可卸下
annie	安妮
listel	扁带饰
listel	平线脚
semiround	半圆的
semiround	半圆
plainly	平坦地
plainly	平坦
plainly	明白地
plainly	明白
aviatic	航空的
aviatic	航空
aviatic	飞行的
aviatic	飞行
diplomatist	外交能手
diplomatist	有权谋的人
untame	不驯服的
untame	不驯服
untame	野生的
untame	野生
untame	野的
untame	野
untame	不顺从的
untame	不顺从
docility	顺从
docility	温顺
merle	默尔
inexplicability	无法说明
inexplicability	费解
electrization	电气化
glaze	装玻璃
glaze	上釉
glaze	使表面光滑
glaze	釉料
glaze	釉面
glaze	光滑面
glaze	上釉
glaze	上光
mediaman	=mediaperson
firman	昔时土耳其皇帝等的勒令
luoyang	洛阳
canonicals	礼服
canonicals	法衣
evangelise	=evangelize
gand	=Ghent
barquisimeto	巴基西梅托
acetated	用醋酸处理过的
acetated	用醋酸处理过
lazybed	马铃薯
wilhelmshaven	威廉港
motoring	驾车
motoring	驾车兜风
haptic	触觉的
haptic	触觉
shill	雇用骗子
shill	"托"
shill	为……当雇用骗子
islet	小岛
effectivity	有效
effectivity	功效
geriatrician	老年医学专家
geriatrician	老年病学专家
geriatrician	老人学专家
fingerplate	指板
unship	从船上卸
unship	解下
unship	被卸下
temazepam	羟基安定
bushbuck	羚羊
rnwmp	Royal
rnwmp	Northwest
rnwmp	Mounted
rnwmp	Police皇家西北骑警队
seawan	贝壳币
apologetical	辩解的
apologetical	辩解
apologetical	道歉的
apologetical	道歉
pepsi	百事可乐
edulcorate	除去酸味
edulcorate	使甜
edulcorate	使变温和
hurdler	跳栏比赛选手
hurdler	制造竹篱笆者
nuttily	坚果般地
nuttily	坚果般
nuttily	疯狂地
nuttily	疯狂
lilliput	小人国
sower	播种者
sower	播种机
sower	传播者
sower	煽动者
incomputable	不可数的
incomputable	不可数
incomputable	数不清的
incomputable	数不清
cyrus	赛勒斯
boarder	寄膳者
boarder	寄膳宿者
boarder	寄宿生
cobble	圆石
cobble	鹅卵石
cobble	修
cobble	拙劣地修补
periproct	围肛部
saheb	=sahib
confabulate	交谈
timberline	树带界线
possessor	持有人
possessor	所有人
sinogram	窦腔X线照相
clerkly	秘书的
clerkly	秘书
clerkly	书记似的
clerkly	书记似
clerkly	缮写的
clerkly	缮写
romp	蹦跳游戏
romp	顽皮的人
romp	顽皮嬉戏
jeerer	嘲笑者
jeerer	嘲弄者
gnathism	颚部突出
rookling	小秃鼻乌鸦
pyrenin	核仁素
grandparent	祖父或祖母
grandparent	祖父母
preceptor	校长
patchy	补缀的
patchy	补缀
patchy	补丁的
patchy	补丁
patchy	不调和的
patchy	不调和
kyushu	九州
dextropropoxyphene	右旋丙氧芬
dextropropoxyphene	右旋达而丰
intoxication	陶醉
dew	露
dew	露水般的东西
dew	清新
countrywide	全国的
countrywide	全国
nadine	纳丁
trochophore	担轮幼虫
tunney	即Tunney
tunney	Gene
garefowl	大海燕
anthropochory	人为散布
woodpile	木料堆
hydroclimate	水文气候
hydroclimate	水面气候
spaniel	狗的一种
spaniel	拍马屁者
nantua	sauce
nantua	奶油调味汁
adb	Asian
adb	Development
adb	Bank
adb	亚洲开发银行
someday	有一天
discriminable	可分别的
discriminable	可分别
discriminable	可辨别的
discriminable	可辨别
frcs	Fellow
frcs	of
frcs	the
frcs	Royal
frcs	College
frcs	of
frcs	Surgeons
frcs	皇家外科医师学会会员
acops	Automatic
acops	CPU
acops	Overheat
acops	Prevention
acops	System
acops	自动CPU过热保护系统
straucht	=straight
zebralike	似斑马的
zebralike	似斑马
inhabitancy	居住
inhabitancy	住所
jauntiness	高兴
jauntiness	活泼
jauntiness	洋洋得意
commiseratingly	同情地
commiseratingly	同情
commiseratingly	怜悯地
commiseratingly	怜悯
stroboscopic	频闪观测仪的
stroboscopic	频闪观测仪
americanophobia	对美国文化仇视心理
badinage	开玩笑
badinage	揶揄
badinage	打趣
intercomparable	可相互比较的
intercomparable	可相互比较
computery	电脑系统
computery	电脑
silicone	硅树脂
ngu	nongonococcal
ngu	urethritis
ngu	非淋球菌性尿道炎
charbon	炭疽
bloodshed	流血
fell	fall
fell	的过去式
fell	击倒
fell	打倒
fell	致于……死地
fell	致于……死
fell	砍伐
fell	一季所伐的木材
fell	兽皮
fell	羊毛
fell	凶猛的
fell	凶猛
fell	可怕的
fell	可怕
mater	母亲
escarole	做沙拉的一种蔬菜
clasper	扣
clasper	卷须
clasper	尾脚
confiscation	没收
confiscation	充公
confiscation	征用
particular	细节
particular	详细
particular	特殊的
particular	特殊
particular	特别的
particular	特别
particular	独特的
particular	独特
particular	详细的
particular	详细
particular	精确的
particular	精确
particular	挑剔
weighbeam	大杆秤
euthanize	使安乐死
euthanize	对……施无痛致死术
lorryload	一卡车载量
guilloche	扭索状装饰
guilloche	连结环
huguenot	雨格诺教徒
sismograph	=seismograph
nutriology	营养学
rocky	多岩石的
rocky	多岩石
rocky	坚如岩石的
rocky	坚如岩石
rocky	坚固的
rocky	坚固
rocky	摇摇晃晃的
rocky	摇摇晃晃
rocky	头晕目眩的
rocky	头晕目眩
rocky	困难的
rocky	困难
hutterite	哈特派信徒(哈特派为孟诺教派
nat	守护神
nat	精灵
nat	神怪
nat	network
nat	address
nat	translation
nat	网址解析
thicknet	粗电缆网
dak	驿站
dak	驿送
dak	邮件
dak	邮政
trainside	火车旁边的
trainside	火车旁边
trainside	靠近火车的
trainside	靠近火车
trainside	在火车旁边发生的
trainside	在火车旁边发生
cotopaxi	科多帕希火山
mezzotint	金属版印刷法
mezzotint	把……制成金属版
adnate	贴生的
adnate	贴生
adnate	联生的
adnate	联生
adnate	并生的
adnate	并生
endothecium	内层
endothecium	内皮
dermatopathy	皮肤病
turbidly	混浊地
turbidly	混浊
turbidly	浓密地
turbidly	浓密
calcite	方解石
landfast	附着于陆地的
landfast	附着于陆
earthworker	土石艺术家
proctor	代理人
proctor	代书
proctor	代诉人
speckle	小的斑点
speckle	褐斑
speckle	斑点
speckle	弄上斑点
speckle	弄成斑纹
speckle	沾上斑点
brioche	奶油糕点
brioche	奶油蛋卷
dsc	doctor
dsc	of
dsc	science
dsc	理学博士
gasket	束帆索
gasket	垫圈
gasket	衬垫
bencher	坐凳子的人
bencher	法学院的老资格
bencher	英国议员
landfill	垃圾掩埋法
landfill	垃圾
everblooming	四季开花的
everblooming	四季开花
pescadores	澎湖列岛
apiculture	养蜂
milia	milium的复数
largeness	巨大
largeness	宽大
largeness	广博
punctuational	断续性的
punctuational	断续性
courser	猎狗
courser	打猎者
courser	骏马
nattier	blue
nattier	淡蓝色
tidology	潮汐学
contribute	捐助
contribute	捐献
contribute	贡献
contribute	投稿
zeaxanthin	玉米黄质
reascension	再上升
wearer	穿用者
wearer	佩带者
noelle	诺艾尔
rheotropism	向流性
rheotropism	趋流性
lighteness'	NULL)
gastrulae'	NULL)
thanksgiving	感谢
thanksgiving	感恩祈祷
immodest	不谦虚的
immodest	不谦虚
immodest	不庄重的
immodest	不庄重
immodest	下流的
immodest	下流
herbaria	干燥标本集
cornhusking	剥玉米
cornhusking	剥玉米会
imho	In
imho	My
imho	Humble
imho	Opinion
imho	恕我直言
arabdom	阿拉伯世界
cystotomy	膀胱切开术
charterer	租船者
charterer	租船主
transilvania	=Transylvania
sideshow	杂耍
sideshow	穿插表演
sideshow	附属事件
scopes	领域
scopes	范围
lahar	火山泥流
preheat	预先加热
taxiway	滑行道
localise	=localize
superabundant	过多的
superabundant	过多
superabundant	有余的
superabundant	有余
vulviform	突边裂缝状的
vulviform	突边裂缝状
carrollese	具有卡罗尔风格的
carrollese	具有卡罗尔风格
handleability	可操纵性
hellenistic	Hellenist的
hellenistic	Hellenist
hellenistic	希腊风格的
hellenistic	希腊风格
hellenistic	希腊文化的
hellenistic	希腊文化
glottochronology	语言年代学
glottochronology	词源统计分析法
maxicoat	特长大衣
tammany	坦慕尼派
tammany	坦慕尼协会的
tammany	坦慕尼协会
oleaceous	木犀科的
oleaceous	木犀科
draco	德拉古
dasheen	芋
dasheen	芋头
ketohexose	已酮醣
alpage	高山夏牧场
succussive	摇动的
succussive	摇动
succussive	猛摇的
succussive	猛摇
succussive	振荡的
succussive	振荡
mamey	=mammee
epicist	史诗作者
epicist	叙事诗人
serotaxonomy	血清分类学
pickaback	骑在背上
pickaback	肩扛
physiopathology	病理生理学
worst	最坏的
worst	最坏
worst	最差的
worst	最差
worst	最坏
worst	最差
realignment	重新排列
realignment	再结盟
merganser	秋沙鸭
oiltight	不漏油的
oiltight	不漏油
oiltight	油密的
oiltight	油密
biogenesis	生源论
erythrite	赤藻糖醇
spoof	哄骗
exponent	解释者
exponent	说明者
exponent	代表者
exponent	典型
exponent	指数
eobiont	原生物
chrissie	菊花
calycle	副萼
calycle	萼外小托叶
plutology	财富学
plutology	理论经济学
bristol	布里斯托尔
bristol	英国西部的港口
strepyan	斯特雷皮文化
presentation	介绍
presentation	陈述
presentation	赠送
presentation	表达
reeve	城镇
reeve	穿过
uniteable	=unitable
igorrote	伊哥罗特人
cairngorm	烟水晶
hither	这里
cheapen	减价
cheapen	跌价
coinstantaneous	/
coinstantaneous	共同继硁jEs/
coinstantaneous	同时发尚地
coinstantaneous	同时发尚
joybells	喜钟
joybells	庆祝钟
conhydrine	毒芹羟碱
conhydrine	康海君
papistry	天主教
realisation	=realization
middle	中间
middle	当中
middle	中间的
middle	中间
middle	中部的
middle	中部
dentosurgical	牙齿外科的
dentosurgical	牙齿外科
dentosurgical	齿外科学的
dentosurgical	齿外科学
wellaway	呜呼
wellaway	哀哉
subtenancy	转借
pseudocyesis	假妊娠
pseudocyesis	假孕
impatience	急躁
ritualization	仪式化
sovietize	苏维埃化
sovietize	共产
flefdom	=fief
orchestra	管弦乐队
orchestra	乐队演奏处
mutagenize	诱变
mutagenize	以诱变剂诱致……突变
mutagenize	诱变处理
gangland	充斥盗匪的地区
gangland	黑社会
malar	颊的
malar	颊
malar	颧骨
norma	女子名
norma	定规座
soldierly	英勇的
soldierly	英勇
panhead	截锥头
chemosterilant	化学不育剂
ceti	communication
ceti	with
ceti	extraterrestrial
ceti	intelligence
ceti	与外星智能的交流
participant	参与者
participant	共享者
participant	参与的
participant	参与
homosphere	均质层
resentfully	充满愤恨地
resentfully	充满愤恨
overplease	使过分高兴
tritanope	蓝色盲患者
tritanope	第三型色盲患者
seeper	积水
pernickety	爱挑剔的
pernickety	爱挑剔
pernickety	难以取悦的
pernickety	难以取悦
quins	五胞胎
qualificatory	赋予资格的
qualificatory	赋予资格
qualificatory	合格的
qualificatory	合格
qualificatory	限定的
qualificatory	限定
qualificatory	限制的
qualificatory	限制
unflapped	镇静的
unflapped	镇静
unflapped	镇定的
unflapped	镇定
unflapped	沉着的
unflapped	沉着
hlbb	Home
hlbb	Loan
hlbb	Bank
hlbb	Board住房贷款银行委员会
drawback	缺点
drawback	障碍
drawback	退还的关税
drawback	退税
gumboil	齿龈溃疡
diaglyph	=intaglio
aesthophysiology	感觉及感官生理学
royalist	保皇主义者
royalist	保皇党人
royalist	保皇主义者的
royalist	保皇主义者
royalist	保皇党人的
royalist	保皇党人
kinetheodolite	电影经纬仪
kinetheodolite	高精度光学跟踪仪
musmon	=moufflon
silvering	包银
silvering	镀银
femininity	妇女特质
femininity	柔弱性
femininity	温柔
arenulous	=arenose
slug	鼻涕虫
slug	懒汉
slug	子弹
slug	金属小块
slug	偷懒
slug	捕鼻涕虫
slug	插嵌片于
epiphloedal	成长在树皮上的
epiphloedal	成长在树皮上
postmedial	后中的
postmedial	后中
postmedial	后中成分
wallboard	墙板
limeade	用酸橙所调的饮料
limeade	酸橙汽水
inappetent	没胃口的
inappetent	没胃口
inappetent	欲望缺失的
inappetent	欲望缺失
cocoanut	可可
cocoanut	可可豆
beatnik	奇装异服言行乖僻的人
beatnik	垮了的一代
lustreware	陶瓷器皿的一种
lustreware	虹彩陶
gush	涌出
syllabography	=syllabism
siphonate	有虹吸管的
siphonate	有虹吸管
cimelia	宝物
isospin	同位旋
disendowment	剥夺基金
invigorating	精神充沛的
invigorating	精神充沛
invigorating	爽快的
invigorating	爽快
estelle	埃斯特尔
lumpsucker	=lumpfish
gavelock	标枪
gavelock	铁撬
biogeocenosis	=biogeocoenosis
extrinsical	非固有的
extrinsical	非固有
extrinsical	非本质的
extrinsical	非本质
incapacitator	失能毒剂
strumitis	甲状腺肿炎
antifreeze	防冻剂
imprecate	祈求
imprecate	诅咒
hexamethonium	六甲铵
waterish	湿的
waterish	湿
waterish	充满水的
waterish	充满水
mesocranic	=mesocephalic
dismember	肢解
transconformation	构象转移
prothrombin	凝血素
bookbindery	装订商
bookbindery	装钉厂
dermatherm	测量皮肤温度之仪器
cosmorama	世界风俗景物的照片展览
amphiprostyle	前后两排柱而两边无柱的建筑
