karstology	岩溶学
ciscaucasia	内高加索
ciscaucasia	北高加索
gabbro	辉长岩
professionally	专业地
professionally	专业
professionally	内行地
professionally	内行
ophir	俄斐
turmaline	=tourmaline
crossarm	横木
amateurism	业余性
amateurism	非职业的作为
lew	卢
culver	斑鸠
lanac	雷达着陆装置
typographer	印刷工人
typographer	印刷商
aerospace	航空宇宙
inpour	流进
inpour	流入
groceteria	自助食品杂货店
wallasey	沃拉西
historicity	史实性
historicity	确有其事
cycloramic	圆形幻画的
cycloramic	圆形幻画
bedlight	床头灯
semiautomatic	半自动的
semiautomatic	半自动
cytovirin	胞病毒菌素
anhematosis	无血生成
quidsworth	1镑的价值
quidsworth	价值1镑的东西
underweight	重量不足
underweight	不符合要求的重量
underweight	重量不足的
underweight	重量不足
country	国家
country	国土
country	祖国的
country	祖国
country	故乡的
country	故乡
cynthia	月亮女神
cynthia	月亮
cholic	胆汁的
cholic	胆汁
llama	骆驼
hemipteran	半翅类昆虫
hemipteran	半翅类的
hemipteran	半翅类
sassolite	天然硼酸
emulsionize	使乳化
emulsionize	使成乳剂
padded	填补
reorganization	改组
reorganization	改编
reorganization	整编
reorganization	重新组织
horticulture	园艺
irrefragable	不能否定的
irrefragable	不能否定
irrefragable	不可争辩的
irrefragable	不可争辩
irrefragable	不能反驳的
irrefragable	不能反驳
pulsive	推进的
pulsive	推进
reclothe	使再穿着
ube	宇部
delicious	美味的
delicious	美味
tug	用力拖
tug	吃力地搬运
tug	苦干
tug	用拖轮拖
tug	拖拉
tug	拖
tug	苦干
tug	拖船
tug	绳索
transpecific	=transspecific
peepbo	=bopeep
aleatoric	偶然的
aleatoric	偶然
disown	否认
ayuthea	大城府
ocarina	陶制的卵形笛
mio	minimum
mio	identifiable
mio	odor
mio	最小可辨气味
limen	阈限
indoctrination	教导
indoctrination	教化
dilated	加宽的
dilated	加宽
dilated	扩大的
dilated	扩大
consignee	受托者
consignee	收件人
consignee	代销人
cabby	计程车司机
cabby	出租马车的车夫
haematocrit	分血器
haematocrit	血球容积计
psychologize	研究心理学
psychologize	作心理分析
taxable	应征税的
taxable	应征税
salpingolysis	输卵管黏连分离术
torula	圆酵母
chewink	北美产的一种红眼小鸟
nucleate	成核
nucleate	有核的
nucleate	有核
guidon	队旗
guidon	长标旗
guidon	旗手
mome	傻瓜
mome	笨蛋
enjoyably	可享乐地
enjoyably	可享乐
enjoyably	愉快地
enjoyably	愉快
enjoyably	有趣地
enjoyably	有趣
esophagoscopy	食管镜测法
zibelline	黑貂皮
zibelline	黑貂的
zibelline	黑貂
boccie	室外地滚球戏
wrestling	摔跤
superintendent	主管
superintendent	负责人
superintendent	指挥者
superintendent	管理者
cleavability	可裂性
cleavability	可裂解性
ebriety	醉
ebriety	酒醉
detroiter	底特律人
presignify	预示
presignify	预告
mizen	后桅的纵帆
mizen	装于该桅上的最低之方形帆
mizen	装于后后桅上的
mizen	装于后后桅上
fawningly	奉承地
fawningly	奉承
fawningly	讨好地
fawningly	讨好
cns	China
cns	National
cns	Standards
cns	中国国家标准
cns	Community
cns	News
cns	Service
cns	社区新闻服务
motel	汽车旅馆
ostiary	看门人
ecdemic	外地的
ecdemic	外
ecdemic	外来的
ecdemic	外来
bud	芽
bud	蓓蕾
bud	发芽
bud	萌芽
spectacular	引人入胜的
spectacular	引人入胜
spectacular	壮观的
spectacular	壮观
hydroelectric	水力电气的
hydroelectric	水力电气
crux	症结
hypolimnion	下层滞水带
hypolimnion	均温层
homestretch	决胜跑道
reparation	赔偿
reparation	弥补
reparation	恢复
reparation	修理
editorialize	发表社论
editorialize	插入编者意见
wear	穿
wear	戴
wear	穿着
nampula	楠普拉
viscerotonic	内脏强健型的
viscerotonic	内脏强健型
viscerotonic	表示内脏强健型特性的
viscerotonic	表示内脏强健型特性
talofibular	距的
talofibular	距
natrolite	钠沸石
achlamydeous	无花被的
achlamydeous	无花被
infecundity	不结子
infecundity	不妊
vindicable	可辩护的
vindicable	可辩护
vindicable	可证明的
vindicable	可证明
announciator	通告者
announciator	信号器
suffolk	萨克福马
bedtime	就寝时间
reinsert	重新插入
reinsert	再插入
gasser	天然气井
gasser	爱吹牛的人
bushing	套管
peon	日工
peon	雇农
peon	苦工
psych	使……激动
psych	用心战击败
size	大小
size	尺寸
size	尺码
size	依大小排列
size	/
size	大小/移动
dedicative	贡献的
dedicative	贡献
dedicative	献纳的
dedicative	献纳
furcal	开叉的
furcal	开叉
furcal	开叉形状的
furcal	开叉形状
chiseler	凿工
telegony	先父遗传
vcr	VideoCasstte
vcr	Recorder
vcr	录像机
vcr	Variable
vcr	Compression
vcr	Ratio
vcr	可变压缩比
lexicology	词典学
backdate	回溯
boob	笨蛋
boob	蠢材
linchpin	关键
dilapidation	荒废
dilapidation	崩塌
dilapidation	破损
ebullioscopic	沸点测定器的
ebullioscopic	沸点测定器
ebullioscopic	酒精测量器的
ebullioscopic	酒精测量器
klepht	希腊爱国者
klepht	山贼
sclerotesta	硬果皮
elite	精华
elite	精锐
elite	中坚分子
yenisei	叶尼塞河
rosenthal	罗森塔尔制造的
rosenthal	罗森塔尔制造
unsalubrious	无益于健康的
unsalubrious	无益于健康
unsalubrious	不利的
unsalubrious	不利
diggings	发掘物
diggings	矿区
intendant	监督官
intendant	管理者
congratulator	祝贺者
congratulator	庆贺者
nave	中央广场
nave	车轮的中心部
prat	屁股
prat	傻瓜
prat	窝囊废
cesspit	污水坑
summed	总计
summed	总计
guttural	喉咙的
guttural	喉咙
guttural	喉音的
guttural	喉音
guttural	咽喉的
guttural	咽喉
guttural	喉音
guttural	喉音字
wotteth	wit的第三人称单数现在式
trone	大型衡器
gristly	软骨的
gristly	软骨
gristly	似软骨的
gristly	似软骨
emergencies	紧急事件
emergencies	紧急需要
nineholes	九孔戏
nineholes	困境
precocious	早熟的
precocious	早熟
cotinga	伞鸟
auriscopy	耳镜使用法
brotherless	无兄无弟的
brotherless	无兄无弟
praemunire	蔑视王权罪
pintadera	装饰印戳
narcoleptic	病的
narcoleptic	病
cuttage	插木繁殖法
sexpartite	分成六部分的
sexpartite	分成六部分
sexpartite	由六部分组成的
sexpartite	由六部分组成
sexpartite	有六方面参加的
sexpartite	有六方面参加
plyer	从事职业的人
capote	有帽子的斗篷
capote	车篷
knobcone	pine
knobcone	小松树
overcautious	过于谨慎的
overcautious	过于谨慎
monochasial	单歧聚伞花序的
monochasial	单歧聚伞花序
liquidus	液相线
panfry	用炸锅炸
jactance	吹牛
mannar	Gulf
mannar	of
mannar	马纳尔湾
disulfide	二硫化物
goidelic	戈伊德尔族的
goidelic	戈伊德尔族
goidelic	戈伊德尔语的
goidelic	戈伊德尔语
goidelic	戈伊德尔语
pulverator	粉碎器
pulverator	粉碎机
semiarch	半拱
xylary	木的
xylary	木
xylary	木质的
xylary	木质
surveillance	监视
surveillance	监督
subbreed	亚品种
sustention	=sustentation
yttrotantalite	钇铌钽铁矿
kenaf	洋麻
kenaf	洋麻纤维
glycogenic	肝糖的
glycogenic	肝糖
glycogenic	生糖原的
glycogenic	生糖原
comparatively	比较地
comparatively	比较
comparatively	相当地
comparatively	相当
understrapper	仆从
understrapper	下人
understrapper	手下
understrapper	部僚
disdainful	轻蔑的
disdainful	轻蔑
disdainful	倨傲的
disdainful	倨傲
bookshop	书店
pulk	船型雪橇
shatterproof	防碎的
shatterproof	防碎
leaderless	无领袖的
leaderless	无领袖
midcourse	航程中段的
midcourse	航程中段
midcourse	中途的
midcourse	中途
midcourse	航程中段
midcourse	中途
reflexed	下弯的
reflexed	下弯
reflexed	反折的
reflexed	反折
terminer	判决
terminer	终止
rechannel	使改道
conk	鼻
conk	头
conk	真菌生长
conk	直发式
conk	波浪式
conk	突然失灵
conk	发生故障
conk	极度疲劳
conk	昏迷
conk	敲……的头
dap	将饵食轻放水面
dap	轻点水面
dap	跳出
dap	弹跳
dap	乱跳
awoken	唤醒
awoken	叫醒
awoken	唤起
myelogenous	=myelogenic
outrage	暴行
outrage	侮辱
outrage	愤怒
outrage	凌辱
outrage	引起……义愤
outrage	强奸
psychoacoustic	/
psychoacoustic	心理缮У
bibliomaniac	藏书癖的
bibliomaniac	藏书癖
bibliomaniac	藏书狂的
bibliomaniac	藏书狂
bibliomaniac	有藏书癖
homepage	主页
homepage	通过万维网进行信息查询的起始信息页
benadryl	伤风抗素剂的一种
antineoplastic	抗肿瘤的
antineoplastic	抗肿瘤
hylotropic	从一态变另一态不改其构成物原比例的
hylotropic	从一态变另一态不改其构成物原比例
hylotropic	保组变相的
hylotropic	保组变相
yarmulka	圆顶小帽
rehydrate	再水化
rehydrate	再水合
quadrivalence	四价
bioengineering	生物工程学
pentavalent	五价的
pentavalent	五价
pentavalent	五种价的
pentavalent	五种价
strontic	锶的
strontic	锶
tiflis	=Tbilisi
remodification	重新修改
remodification	改造
undoing	解开
undoing	复旧
undoing	毁灭
undoing	取消
redux	回来的
redux	回来
redux	回家的
redux	回家
coalyard	放置或出售煤的地方
pneumatophore	呼吸根
immemorial	古老的
immemorial	古老
immemorial	远古的
immemorial	远古
immemorial	无法追忆的
immemorial	无法追忆
autoerotic	自体性行为的
autoerotic	自体性行为
autoerotic	手淫的
autoerotic	手淫
autoerotic	自我淫荡的
autoerotic	自我淫荡
posterity	子孙
posterity	后裔
evacuator	撤退的人
evacuator	排除用具
aftertax	税捐扣除后的
aftertax	税捐扣除后
lactoglobulin	乳球蛋白
wiresmith	铁丝匠
yardang	风蚀土脊
yardang	白龙堆
tussle	格斗
tussle	斗争
tussle	争斗
tussle	扭打
tussle	打斗
tussle	格斗
fabricative	建造的
fabricative	建造
enjoy	享受……的乐趣
enjoy	欣赏
enjoy	喜爱
enjoy	满意
epiphylline	叶表层附生植物的
epiphylline	叶表层附生植物
haemoglobinopathy	血红蛋白病
shopwalker	巡视员
ambry	橱柜
ambry	教堂的圣器置放所
reception	接待
reception	招待会
reception	接收
scorepad	记分簿
pleasance	快乐
pleasance	游乐园
tullibee	白鲑
tullibee	加拿大白鲑
wickliffe	John
wickliffe	即Wycliffe
wickliffe	John
tollway	收费公路
library	图书馆
library	藏书室
library	库
unau	二趾树懒
hypodynamic	体力不够的
hypodynamic	体力不够
hypodynamic	衰弱的
hypodynamic	衰弱
fras	Fellow
fras	of
fras	the
fras	Royal
fras	Astronomical
fras	Society皇家天文学会会员
chichester	奇切斯特
disarticulation	关节脱落
shortly	立刻
shortly	不久
shortly	简略地
shortly	简略
shortly	简言之
shortly	即刻
longyearbyen	朗伊尔城
freewheeler	可滑行的车辆
freewheeler	挥金如土者
lorica	古罗马胸甲
lorica	兜甲
chiliarchy	千夫长
swizzle	以甜酒为主的鸡尾酒的一种
swizzle	搅和
fireplace	壁炉
axiological	价值论的
axiological	价值论
moniliform	念珠形的
moniliform	念珠形
cholecystokinetic	促胆囊收缩的
cholecystokinetic	促胆囊收缩
flagellin	鞭毛蛋白
skinniness	皮质
skinniness	消瘦
gary	加里
gary	美国城市
misjudge	判断错
portlandite	氢氧钙石
recept	对相似物体之连续感觉而形成感觉
recept	感受
dialectical	方言的
dialectical	方言
dialectical	辩证的
dialectical	辩证
totalizator	总额计算机
totalizator	赛马赌金计算器
brains	智力
brains	脑髓
pyaemia	脓血症
pyaemia	毒血症
billet	兵舍
billet	工作职位
billet	给安排住处
bejewel	饰以珠宝
seismotectonic	地震构造的
seismotectonic	震构造
latchkey	闩锁钥匙
latchkey	弹簧锁钥匙
quinte	击剑中第五种姿势
monday	星期一
monoamine	一元胺
smuggle	走私
smuggle	偷带
smuggle	走私
jailhouse	监狱
sausageburger	夹香肠肉糜的面包
groundnut	落花生
priming	雷管
priming	装填物
priming	起爆药
priming	底漆
contributor	贡献者
contributor	捐助者
contributor	投稿者
dandified	打扮得华丽的
dandified	打扮得华丽
collectible	可收集的
collectible	可收集
collectible	可代收的
collectible	可代收
partridge	山鹑
partridge	鹌鹑
partridge	山鹑色的
partridge	山鹑色
imprison	监禁
imprison	关押
imprison	监禁
diarch	二极型的
diarch	二极型
diarch	二原型的
diarch	二原型
teniafuge	=taeniafuge
anovulatory	无卵性的
anovulatory	无卵性
anovulatory	阻止排卵的
anovulatory	阻止排卵
armorica	阿莫里凯
futures	期货
sickliness	多病
refinish	整修表面
flocculant	凝聚剂
barm	酵母
lenitively	缓和地
lenitively	缓和
lenitively	止痛性地
lenitively	止痛性
metayage	对分佃耕制
metayage	分益农耕法
aware	知道的
aware	知道
aware	明白的
aware	明白
aware	意识到的
aware	意识到
had	have
had	的过去式和过去分词
had	有
dimethyl	二甲基的
dimethyl	二甲基
intermediately	在中间
plod	沉重的脚步
plod	沉重地走
plod	辛勤工作
plod	沉重缓慢地走
concertmeister	首席小提琴手
kikuyu	基库尤人
yearly	每年的
yearly	每年
yearly	每年
studied	有计划的
studied	有计划
studied	故意的
studied	故意
pancreatectomy	胰切除术
holomorphy	全形
counterfeit	赝品
counterfeit	伪造品
counterfeit	伪造的
counterfeit	伪造
counterfeit	假冒的
counterfeit	假冒
counterfeit	伪造
counterfeit	假冒
consecratory	使神圣化的
consecratory	使神圣化
consecratory	奉献的
consecratory	奉献
labilize	使不稳定
rushed	匆忙的
rushed	匆忙
rushed	贸然的
rushed	贸然
sordidly	污秽地
sordidly	污秽
sordidly	不洁地
sordidly	不洁
sordidly	自私的
sordidly	自私
scunner	反感
scunner	厌恶
ectopic	异位的
ectopic	异位
ectopic	异常的
ectopic	异常
saktism	=Shaktism
sambuca	萨姆布卡酒
sambuca	意大利茴香酒
submariner	潜水艇人员
liriodendron	鹅掌楸
coruscate	闪烁
coruscate	焕发
eyesight	视力
eyesight	目力
vishnu	毗瑟挐
funnily	有趣地
funnily	有趣
funnily	可笑地
funnily	可笑
sparseness	稀疏
sparseness	稀少
zephaniah	旧约西番雅书
creamcoloured	乳酪色的
creamcoloured	乳酪色
creamcoloured	淡黄色的
creamcoloured	淡黄色
baggy	袋状的
baggy	袋状
baggy	松垂的
baggy	松垂
zila	=zilla
majorette	鼓手队长
majorette	军乐队队长或指挥
galvanometric	检流计的
galvanometric	检流计
irreligiously	无宗教地
irreligiously	无宗教
irreligiously	反宗教地
irreligiously	反宗教
bummalo	龙头鱼
angelological	天使学的
angelological	天使学
snowstorm	暴风雪
conchita	肯奇塔
bitumen	沥青
kumquat	金橘
kumquat	金钱桔树
septic	腐败的
septic	腐败
septic	败血病的
septic	败血病
septic	脓毒性的
septic	脓毒性
septic	腐烂物
currajong	=kurrajong
alchemical	炼金术的
alchemical	炼金术
alchemical	炼丹术的
alchemical	炼丹术
nutritious	有营养成分的
nutritious	有营养成分
nutritious	营养的
nutritious	营养
heterotransplant	异种移植物
heterotransplant	异种移植
sheepherder	牧羊人
sheepherder	养羊的人
pansified	脂粉气的
pansified	脂粉气
pansified	柔弱如女子的
pansified	柔弱如女子
semiannual	每半年的
semiannual	每半年
semiannual	半年的
semiannual	半年
awed	充满敬畏的
awed	充满敬畏
awed	表示敬畏的
awed	表示敬畏
riverly	=riverine
unmet	未满足的
unmet	未满足
unmet	未相遇的
unmet	未相遇
unmet	未应付的
unmet	未应付
confidingly	信任地
confidingly	信任
pasticcio	=pastiche
mesembryanthemum	松叶菊属
illumination	照明
illumination	阐明
illumination	启发
illumination	灯彩
chagos	Archipelago
chagos	查戈斯群岛
yewk	=yeak
omnificent	创造一切的
omnificent	创造一切
omnificent	有无限创造力的
omnificent	有无限创造力
polysaprobic	污水腐生的
polysaprobic	污水腐生
diversified	多变化的
diversified	多变化
diversified	各种的
diversified	各种
prepuberty	青春期前时期
rationality	合理性
rationality	唯理性
minutely	详细地
minutely	详细
minutely	精密地
minutely	精密
coacervation	凝聚
coacervation	凝聚过程
gynaecium	=gynoecium
rump	尾部
rump	臀部
rump	残余
filiety	为子之道
abundance	丰富
abundance	充裕
abundance	丰富充裕
pickwick	Dickens
pickwick	著
pickwick	Pickwick
pickwick	Papers
pickwick	中的主角
hipe	抱起对方的大腿把他摔倒
hipe	上述的摔法
saqqara	塞加拉
horsemeat	马肉
stew	炖
stew	焖
stew	受闷热
stew	炖肉
stew	闷热
stew	拥挤
stew	鱼塘
stew	人工养蚝场
superpipeline	超流水线
piliated	有毛的
piliated	有毛
anaesthetics	麻醉学
potholder	用以握持热锅的布垫子或厚布
puffin	角嘴海雀
jackstay	支索
jackstay	稳定索
datival	与格的
datival	与格
splasher	溅洒者
splasher	溅洒器
splasher	大手大脚花钱的人
typy	具有品种特点的
