celticist	研究凯尔特文化的人
susceptive	有接受力的
susceptive	有接受力
nubile	适婚的
nubile	适婚
nutate	俯垂
nutate	下垂
algatron	藻类培养装置
obeah	非洲黑人间奉行的巫术
obeah	该巫术所奉的物神
checkout	检验
checkout	校验
everwhich	pro
everwhich	=whichever
henceforth	自此以后
henceforth	今后
motorize	使机动化
motorize	使摩托化
dinner	正餐
dinner	宴会
mutarotase	变旋酶
reap	收割
reap	收获
revivalism	信仰复兴运动
revivalism	复兴倾向
multinest	多重嵌套
gastroderm	=endoderm
reglaze	再上釉
reglaze	重装玻璃
nonenzymic	非酶的
nonenzymic	非酶
nonenzymic	不涉及酶作用的
nonenzymic	不涉及酶作用
doorward	向着房门
candor	坦白
candor	直率
shopper	购物者
aboardage	两船接近于平行时的相撞
feu	永久租借
feu	封地
feu	封
infallibility	绝无错误
infallibility	绝对可靠性
defibrillation	去心脏纤颤
richelieu	黎塞留河
cineprojector	放映机
receptionist	招待员
receptionist	传达员
festa	节日
festa	祭日
festa	祝宴会
nonsteroid	非甾类化合物
synechia	黏连
synechia	虹膜黏连
denationalise	=denationalize
languishing	日趋衰弱的
languishing	日趋衰弱
languishing	苦思的
languishing	苦思
languishing	渴望的
languishing	渴望
nonrecurrent	不再发生的
nonrecurrent	不再发生
nonrecurrent	不反复出现的
nonrecurrent	不反复出现
nonrecurrent	不复发的
nonrecurrent	不复发
mousseux	起泡的
mousseux	起泡
tacnode	互切点
robin	知更鸟
robin	Robin
robin	罗宾
carnassial	食肉的
carnassial	食肉
crushmark	汽车车窗玻璃上的裂痕
rozzer	警察
springtime	春天
springtime	春季
esthetics	美学
dodgery	推托
dodgery	诡计
dramaturgy	戏剧作法
dramaturgy	演出法
prythee	请
prythee	求您
gdi	Graphical
gdi	Devive
gdi	Interface
gdi	图形设备接口
sonovox	口声效果装置
connect	连接
connect	联合
connect	关连
pronate	将手掌转向下
pronate	使伏身
pronate	使俯身
pronate	俯身
pronate	伏身
aweary	疲倦的
aweary	疲倦
photoproduction	光生
photoproduction	光致产生
ichthyotic	鱼鳞癣的
ichthyotic	鱼鳞癣
crepuscle	黄昏
crepuscle	黎明
crepuscle	朦胧
autosum	自动求和
aerography	气象学
judas	犹大
judas	叛徒
tankette	小坦克
isogenesis	同式发育
migration	移民
migration	移植
migration	移往
migration	移动
mccoy	本人
neeze	=sneeze
phototypography	照相排版
adoptionist	信仰耶稣是上帝义子学说的人
kinsman	男性亲戚
kinsman	同族者
trypanosome	锥体虫
beezer	鼻子
meshuga	发疯似的
meshuga	发疯似
meshuga	失常的
meshuga	失常
spent	用尽的
spent	用尽
spent	精疲力尽的
spent	精疲力尽
spent	失去效能的
spent	失去效能
underdiagnosis	未能作出全面性诊断
lastname	姓
othello	奥赛罗
limousine	豪华轿车
chromite	铬铁矿
chromite	亚铬酸盐
proselyte	改信仰者
proselyte	使改宗教信仰
proselyte	改变宗教信仰
larky	爱闹玩的
larky	爱闹玩
hypotonicity	张力减退
hypotonicity	低渗
hypotonicity	低张性
culm	草秆
culm	茎
culm	竹茎
culm	灰煤
sclerotoid	=sclerotioid
syllepsis	一语双叙法
syllepsis	兼用法
syllepsis	轭语法
astringe	使收缩
astringe	使收敛
disbandment	解散
coalescence	合并
coalescence	接合
coalescence	联合
saltern	盐田
saltern	盐厂
thoughtfully	思虑地
thoughtfully	思虑
thoughtfully	仔细地
thoughtfully	仔细
temporal	时间的
temporal	时间
temporal	当时的
temporal	当时
temporal	暂时的
temporal	暂时
temporal	现世的
temporal	现世
temporal	世俗的
temporal	世俗
temporal	颞的
temporal	颞
temporal	世间万物
temporal	教会财产
superphosphate	过磷酸盐
superphosphate	过磷酸石灰
vomerine	犁骨的
vomerine	犁骨
agamospermy	不完全无配生殖
ulsterite	北爱尔兰人
ulsterite	乌尔斯特人
craneman	起重机操作员
daffadilly	水仙
daffadilly	鲜黄色
ribotide	核糖酸
crackling	烤猪肉的脆皮
crackling	猪油渣
ringsider	在近处观看者
ringsider	坐在场缘前座的人
ewer	大口水罐
skyway	航线
i2o	Intelligent
i2o	Input/Output
i2o	智能输入/输出技术
koniscope	尘粒镜
fibrosis	纤维症
fibrosis	纤维化
skyphos	双耳大饮杯
jackaroo	无经验者
jackaroo	实习
jackaroo	新手
jackaroo	当新手
jackaroo	实习
arrow	箭
arrow	箭头记号
frigga	弗丽嘉
grandfather	祖父
grandfather	始祖
gular	咽喉的
gular	咽喉
gular	在咽的
gular	在咽
gular	喉部的
gular	喉部
gular	外咽的
gular	外咽
depart	离开
depart	起程
depart	不按照
depart	逝世
depart	过去的
depart	过去
depart	逝世的
depart	逝世
surrealistic	超现实主义的
surrealistic	超现实主义
unpardoned	未被宽恕的
unpardoned	未被宽恕
unpardoned	不被原谅的
unpardoned	不被原谅
polaron	极化子
driftingly	漂流地
driftingly	漂流
driftingly	飘动地
driftingly	飘动
militia	民兵
chiromegaly	巨手畸形
kvass	克瓦斯
kvass	淡啤酒
pericementum	牙周膜
kofta	肉丸
secularity	世俗主义
secularity	凡俗之心
secularity	烦恼
reconsolidate	重新巩固
reconsolidate	重新合并
erythroleukemia	红白血病
upstand	竖柱
upstand	竖立构件
callisthenics	柔软体操
callisthenics	运动
ludicrously	滑稽地
ludicrously	滑稽
ludicrously	可笑地
ludicrously	可笑
ped	土壤自然结构体
lockable	可封闭的
lockable	可封闭
lockable	可锁定的
lockable	可锁定
benedick	新婚者
benedick	有妻室者
cotyle	髋臼
lewdster	好色之徒
smiley	=smily
archducal	大公爵的
archducal	大公爵
statics	静力学
newsmaker	制造新闻的事件
snow	雪
snow	下雪
dealer	经销商
dealer	商人
crassitude	愚钝
crassitude	粗大
crassitude	粗糙
muscadine	圆叶葡萄
rondel	十四行的短诗
pendent	悬而未决的
pendent	悬而未决
pendent	未定的
pendent	未定
refractory	难控制的
refractory	难控制
refractory	难熔的
refractory	难熔
cristate	有鸡冠状突起的
cristate	有鸡冠状突起
cristate	有冠毛的
cristate	有冠毛
plessor	敲诊槌
plessor	叩诊槌
unweighted	无重负的
unweighted	无重负
unweighted	不被认为重要的
unweighted	不被认为重要
unweighted	未加权的
unweighted	未加权
saudi	沙特阿拉伯国家的
saudi	沙特阿拉伯国家
saudi	沙特阿拉伯人的
saudi	沙特阿拉伯人
consuetudinary	习俗的
consuetudinary	习俗
consuetudinary	惯例上的
consuetudinary	惯例上
maulana	毛拉
shutdown	关门
shutdown	停工
effectual	奏效的
effectual	奏效
effectual	有效的
effectual	有效
servia	Serbia
servia	的旧称
cancerophobia	恐癌症
trimeter	三音步的诗
trimeter	三音步的
trimeter	三音步
haubergeon	中世纪的无袖衣
filmable	可拍成电影的
filmable	可拍成电影
arcadianism	朴素之田园风趣
arcadianism	牧歌般之情调
tent	帐篷
biro	圆珠笔的一种
rhyolite	流纹岩
adgb	Air
adgb	Defence
adgb	of
adgb	Great
adgb	Britain
adgb	英国防空
miocene	中新世的
miocene	中新世
miocene	中新统的
miocene	中新统
karman	cannula
karman	Karman
karman	catheter
karman	卡门导管
stornello	斯托内洛
qwerty	标准的传统键盘
qwerty	与英文打字机键盘一样的
qwerty	与英文打字机键盘一样
drugola	毒品贿
drugola	以毒品形式付给的贿赂
neaten	整理
neaten	整顿
hopei	见Hebei
mavrodaphne	马弗罗达夫尼酒
photofabrication	金属表面光刻法
rocket	火箭
rocket	飞速上升
benzonitrile	氰苯
benzonitrile	苯甲精
nightcap	睡帽
nightcap	睡前饮料
forehold	前舱
tektite	熔融石
tektite	玻陨石
procuration	获得
procuration	获
polemarch	官员
polemarch	文官
crampit	立脚铁板
manuka	麦卢卡树
elasticity	弹力
elasticity	弹性
flashlight	手电筒
flashlight	闪光灯
wee	很少的
wee	很少
wee	微小的
wee	微小
wee	很早的
wee	很早
wee	一点点
wee	一会儿
wee	极小的空间
amice	披肩
phonetically	按照发音地
phonetically	按照发音
phonetically	语音学上
lycopodium	石松属的植物
zoophytic	似植物之动物的
zoophytic	似植物之动物
ihram	伊斯兰教朝圣服
ihram	穿朝圣服时的神圣状态
unreasonableness	无理性
polygyny	一夫多妻
misdeem	错认
misdeem	判断错
clipboard	有纸夹的笔记板
clipboard	剪贴板
ramate	有分枝的
ramate	有分枝
ramate	分枝的
ramate	分枝
co2	carbon
co2	dioxide
co2	二氧化碳
sterling	英国货币
sterling	标准纯银
sterling	英币的
sterling	英币
sterling	纯银制的
sterling	纯银制
sterling	纯正的
sterling	纯正
nestlike	巢状的
nestlike	巢状
nestlike	窝似的
nestlike	窝似
homonymy	同名
homonymy	歧义
septimal	七的
septimal	七
farmerly	像农人般的
farmerly	像农人般
ensorcellment	迷惑
ensorcellment	蛊惑
gelly	=gelignite
outlive	比……长命
outlive	比……耐久
outlive	渡过……而存在
outlive	经受住
unflaggingly	不衰地
unflaggingly	不衰
unflaggingly	不屈不挠地
unflaggingly	不屈不挠
methodist	卫理公会派教徒
methodist	卫理公会教派的
methodist	卫理公会教派
lycia	利西亚
misgive	疑虑
misgive	使怀疑
axisymmetrical	轴对称的
axisymmetrical	轴对称
trihydroxy	三羟的
trihydroxy	三羟
autarchic	独裁的
autarchic	独裁
autarchic	专制国家的
autarchic	专制国家
plus	加上
plus	正的
plus	正
plus	加的
plus	加
allotment	分配
derwent	德文特河
grenadilla	=granadilla
fleecy	以羊毛盖上的
fleecy	以羊毛盖上
fleecy	蓬松的
fleecy	蓬松
fleecy	羊毛似的
fleecy	羊毛似
triplane	三翼飞机
theatrically	戏剧化地
theatrically	戏剧化
notgeld	代用货币
notgeld	应急货币
subsensible	比感觉范围更深的
subsensible	比感觉范围更深
subsensible	难以感觉到的
subsensible	难以感觉到
roupet	=roupy
tenent	=tenet
allelopathy	植化相克
runround	浅甲沟炎
derequisition	解除接管
biometricist	生物统计学家
barathea	巴拉西厄
gamebook	猎获物记录簿
trypanocidal	杀锥虫的
trypanocidal	杀锥虫
absent	不在的
absent	不在
absent	缺席的
absent	缺席
absent	缺少的
absent	缺少
absent	缺席
scantling	一点点
scantling	少量
becharm	使迷醉
becharm	使销魂
horsefly	马蝇
nebuly	=nebule
safeguard	维护
safeguard	保护
safeguard	捍卫
safeguard	安全装置
safeguard	安全措施
boniface	小旅店的老板
boniface	小餐馆老板
distrainer	扣押人
arbalest	劲弩
labroid	咽颌类的鱼
unsheltered	未遮盖的
unsheltered	未遮盖
unsheltered	无居所的
unsheltered	无居所
calcareously	石灰地
calcareously	石灰
calcareously	钙质地
calcareously	钙质
flueric	=fluidic
pooftah	脂粉气的男子
pooftah	搞同性恋的男子
erode	侵蚀
erode	腐蚀
erode	使变化
erode	受腐蚀
erode	逐渐消蚀掉
babu	相当于Mr或Sir的称谓
unattended	没人照顾的
unattended	没人照顾
unattended	未被注意的
unattended	未被注意
unattended	无人出席的
unattended	无人出席
unattended	未敷裹的
unattended	未敷裹
unattended	没有同伴的
unattended	没有同伴
heterotaxy	地层变位
osage	奥色治人
osage	奥色治人的
osage	奥色治人
politicize	搞政治
politicize	使具有政治性
triphyllous	具三叶的
triphyllous	具三叶
caprate	癸酸盐
caprate	癸酸酯
shinleaf	鹿蹄草
shinleaf	椭圆叶鹿蹄草
mortician	殡仪业者
datary	负责审查僧职候选人资格之主教
malthusianism	马尔萨斯人口论
carcinectomy	癌切除术
exsection	切去
exsection	根除
ardently	热心地
ardently	热心
ardently	热烈地
ardently	热烈
conquerable	可征服的
conquerable	可征服
conquerable	可战胜的
conquerable	可战胜
conquerable	可击败的
conquerable	可击败
overroast	把……烤得过度
overroast	把……焙炒过度
maintopsail	中帆
doodlebug	狮蚁
doodlebug	超小型赛车
rarer	更稀罕的
rarer	更稀罕
rarer	更珍贵的
rarer	更珍贵
promiscuity	混乱
promiscuity	杂乱
promiscuity	尤指男女乱交
chemotropism	向药性
endarterectomy	动脉内膜切除术
contrapuntist	对位法作曲家
pantheon	万神殿
pantheon	罗马万神殿
pantheon	伟人祠
vop	o
vop	p
vop	valued
vop	as
vop	in
vop	original
vop	policy
vop	估价如原保险单所载
earring	耳环
earring	耳饰
involute	纷乱的
involute	纷乱
involute	复杂的
involute	复杂
involute	渐开线
involute	恢复原状
involute	消失
kitty	小猫
kitty	Kitty
kitty	基蒂
receptiblity	能接受
looper	作线环的人
looper	作线环的装置
epitaxial	取向附生的
epitaxial	取向附生
epitaxial	外延的
epitaxial	外延
wizard	神汉
wizard	男巫
wizard	术士
wizard	奇才
wizard	男巫的
wizard	男巫
wizard	巫术的
wizard	巫术
wizard	有魔力的
wizard	有魔力
buonaparte	family
buonaparte	波拿巴家族
giurgiu	朱尔朱
monad	单孢体
monad	单细胞生物
scoffingly	带冷笑地
scoffingly	带冷笑
gonogenesis	配体发生
gonogenesis	卵子发生
gonogenesis	精子发生
piercingly	刺透地
piercingly	刺透
piercingly	感动地
piercingly	感动
pit	深坑
pit	深渊
pit	陷阱
pit	正厅后排、正厅后排的观众
pit	窖藏
pit	使凹下
pit	去……之核
pit	使留疤痕
pit	使竞争
pit	起凹点
pit	凹陷
stroy	=destroy
turing	图灵机
maximum	最大量
maximum	最大限度
maximum	极大
maximum	最高的
maximum	最高
maximum	最多的
maximum	最多
maximum	最大极限的
maximum	最大极限
latifundio	大庄园
latifundio	大领地
latifundio	大领
aerosol	浮质
aerosol	气溶胶
aerosol	气雾剂
aerosol	烟雾剂
photosystem	光合体系
dynamo	发电机
unforested	未植林的
unforested	未植林
unforested	未造林的
unforested	未造林
mahogany	桃花心木
mahogany	其木材
mahogany	红褐色
sportsdom	体育圈
sportsdom	运动界
knowledgeware'	NULL)
laryngismus	喉头痉挛
laryngismus	枯声
directrice	女指挥
directrice	女董事
brythonic	布立吞人的
brythonic	布立吞人
edc	European
edc	Defence
edc	Community欧洲防务集团
padua	帕多瓦
crosscourt	斜线地
crosscourt	斜线
mayan	玛雅人的
mayan	玛雅人
mayan	玛雅语的
mayan	玛雅语
mayan	玛雅人
mayan	玛雅语
ostmark	东德的货币单位
sticktight	鬼针草
parfocal	等焦面的
parfocal	等焦面
classer	分选羊毛等级的工人
minutiose	关心小事的
minutiose	关心小事
minutiose	注意琐碎细节的
minutiose	注意琐碎细节
nomology	法理学
nomology	法则论
slingshop	弹弓
oppilate	使阻塞
oppilate	使便秘
hydrothorax	水胸
hydrothorax	胸膜积水
liberatory	释放的
liberatory	释放
liberatory	同意释放的
liberatory	同意释放
landslide	山崩
landslide	崩塌的泥石
northlander	北方人
northlander	北部居民
orthodoxy	正统的
orthodoxy	正统
coupon	息票
coupon	商家的优待券
expiable	可赎的
expiable	可赎
expiable	可偿的
expiable	可偿
underlay	铺在……下面
underlay	垫起
underlay	向下延伸
underlay	衬垫物
anagrammatism	字谜游戏
shiva	七日服丧期
noctambulous	=noctambulant
microanalyser	=microanalyzer
sepaline	=sepaloid
cataphyll	初叶
cataphyll	叶芽
cataphyll	低出叶
acedia	懒惰
acedia	绝望
airliner	定期班机
airliner	客机
brushy	如毛刷的
brushy	如毛刷
brushy	毛茸茸的
brushy	毛茸茸
brushy	灌木丛生的
brushy	灌木丛生
pancuronium	溴化双哌雄双酯
pancuronium	巴夫龙
governmentese	官腔
governmentese	官话
cystectomy	囊切除术
cystectomy	胆囊切除术
perennial	四季不断的
perennial	四季不断
perennial	终年的
perennial	终年
perennial	长期的
perennial	长期
perennial	永久的
perennial	永久
perennial	多年生的
perennial	多年生
humanitas	=humanity
pipit	田云雀之类
glacieret	小冰川
glacieret	小冰河
schism	分裂
schism	教派
headguard	橄榄球员的头盔
mesocyclone	中气旋
metronomic	节拍器的
metronomic	节拍器
valetudinary	=valetudinarian
enwheel	=encircle
algonkin	=Algonquin
tussive	咳嗽的
tussive	咳嗽
tastable	=tasteable
charlady	打杂女佣
charlady	零佣的女性
opus	作品
gauze	薄纱
gauze	纱布
gauze	薄雾
additional	另外的
additional	另外
additional	附加的
additional	附加
additional	额外的
additional	额外
mystification	神秘化
mystification	弄不清楚
automate	使自动化
automate	自动操作
defective	有缺陷的
defective	有缺陷
defective	欠缺的
defective	欠缺
defective	有缺陷的人
defective	不完全变化动词
spill	溢出
spill	溅出
spill	摔下
spill	木片
spill	小塞子
spill	暴跌
spill	溢出量
spill	使溢出
spill	使散落
spill	洒
spill	使流出
spill	使摔下
spill	倒出
spill	溢出
spill	涌流
spill	充满
televisible	=televisable
thyrosis	甲状腺机能病
phonogram	表音符号
phonogram	语音图
