mis	管理情报系统
algorithmic	算法的
algorithmic	算法
algorithmic	规则系统的
algorithmic	规则系统
scuttlebutt	引水的器具
scuttlebutt	水桶
scuttlebutt	闲话
angularity	有角
angularity	生硬成
angularity	角状
highborn	出身名门的
highborn	出身名门
revealment	透露
revealment	揭发
contraception	避孕
contraception	避孕法
hinayana	小乘佛教
lyddite	一种强力炸药
osculate	接吻
osculate	接触
osculate	有共同点
multitasking	多任务处理
frolic	嬉闹
frolic	嬉戏
frolic	嬉戏的
frolic	嬉戏
frolic	欢乐的
frolic	欢乐
teetotum	四方陀螺
teetotum	手转陀螺
letterless	无文字的
letterless	无文字
letterless	无信件的
letterless	无信件
letterless	文盲的
letterless	文盲
erector	建设者
erector	安装工
agitated	激动的
agitated	激动
agitated	表现不安的
agitated	表现不安
spoil	损坏
spoil	搞糟
spoil	宠坏
spoil	溺爱
spoil	扰乱
dolabriform	斧形的
dolabriform	斧形
interleaving	交叉
interleaving	交错
cliquism	小集团主义
parabola	抛物线
allah	阿拉
allah	真主
masonic	共济会会员的
masonic	共济会会员
diplomaed	有文凭或学位证书的
diplomaed	有文凭或学位证书
coutel	短刀
coutel	匕首
delft	代夫特陶器
ldap	Light
ldap	Directory
ldap	Access
ldap	Protocol
ldap	轻载目录访问协议
speedlamp	=speedlinght
glaciological	冰河学
cabob	烤肉的一种
odra	=Oder
dianoetic	推理的
dianoetic	推理
dianoetic	智力的
dianoetic	智力
dianoetic	推理论
drawgear	驮马之挽具
saurischian	蜥臀目
dorothea	多萝西娅
buoyage	浮标装置
buoyage	浮标安置方法
ruskiny	罗斯金所欣赏的风格的
ruskiny	罗斯金所欣赏的风格
farl	燕麦蛋糕
farl	燕麦薄饼
farl	薄饼
lope	大步慢跑
lope	大步慢跑
blissfully	幸福地
blissfully	幸福
blissfully	充满喜悦地
blissfully	充满喜悦
alvine	腹的
alvine	腹
alvine	小肠的
alvine	小肠
crystalligerous	产水晶的
crystalligerous	产水晶
crystalligerous	生结晶体的
crystalligerous	生结晶体
factitiously	人为地
factitiously	人为
factitiously	虚构地
factitiously	虚构
occur	发生
occur	出现
wanion	瘟疫
wanion	倒霉
wanion	诅咒
wanion	报复
ethnobotanical	民族植物学的
ethnobotanical	民族植物学
piggle	=piggy
latescent	隐而不显的
latescent	隐而不显
inhabit	居住于
inhabit	存在于
inhabit	占据
inhabit	栖息
miff	发脾气
miff	微怒
miff	无谓的争吵
miff	使恼怒
miff	恼羞成怒
inflicter	加害者
inflicter	惩罚者
electrification	充电
electrification	电气化
rotochute	螺旋桨降落伞
synoicous	混生同苞的
synoicous	混生同苞
synoicous	雌雄同株的
synoicous	雌雄同株
overwise	聪明过分的
overwise	聪明过分
copaiba	柯拜巴脂
metaplasm	后成质
disanoint	不奉为神圣
disanoint	取消神圣尊号
paleobiogeography	古生物地理学
susie	苏茜
adolescency	青春期
zootomist	动物解剖学者
contemplator	沉思者
contemplator	静观者
loiter	闲荡
loiter	虚度
loiter	徘徊
physique	体格
physique	体形
bedck	装饰
hockshop	当铺
canoeist	划独木舟的人
epinaos	古希腊寺庙内殿之后室
antonomasia	换称
demyelinate	使脱髓鞘
ntsc	National
ntsc	Television
ntsc	Systems
ntsc	Committee
ntsc	NTSC制式
ntsc	全国电视系统委员会制式
nuncupation	口述
polyspermic	多精入卵的
polyspermic	多精入卵
polyspermic	多精受精的
polyspermic	多精受精
judicative	判决的
judicative	判决
judicative	司法的
judicative	司法
entozoan	=entozoic
widowly	寡妇的
widowly	寡妇
widowly	适合于寡妇的
widowly	适合于寡妇
enfleurage	从鲜花提取香味法
enfleurage	花香的提取
gregarine	簇虫
frogeye	蛙眼病
emetine	依米丁
emetine	吐根碱
emetine	吐根素
lyophilize	使冻干
infilling	填入
infilling	填补物
tailrace	放水路
spirochetal	=spirochaetal
nesistor'	NULL)
microvasculature	微脉管系统
serological	血清学的
serological	血清学
deflagration	爆燃过程
skeeter	蚊子
skeeter	冰上滑行船
mgcp	Media
mgcp	Gateway
mgcp	Control
mgcp	Protocol
mgcp	介质网关控制协议
spahi	土耳其的非正规骑兵
spahi	阿尔及利亚籍骑兵
continuate	持续的
continuate	持续
continuate	不间断的
continuate	不间断
shrunk	shrink的过去式和过去分词
hypergeometric	distribution
hypergeometric	超几何分布
megacephalous	巨头的
megacephalous	巨头
megacephalous	巨额的
megacephalous	巨额
exhaustively	用尽一切地
exhaustively	用尽一切
neodymium	钕
naturalism	自然主义
naturalism	本能行动
chiquita	彻姬塔
holler	叫喊
holler	说怨言
holler	抱怨
holler	发牢骚
holler	大声叫喊
holler	叫喊
carditis	心脏炎
gonorrhoea	淋病
auditive	耳朵的
auditive	耳朵
auditive	听觉的
auditive	听觉
fruiterer	水果商
fruiterer	卖水果的人
constantinople	君士坦丁堡(土耳其西北部港市伊斯坦布尔
airmobile	空中机动部队的
airmobile	空中机动部队
expunge	擦去
expansibility	扩展性
expansibility	膨胀力
expansibility	发展性
paleobiology	古生物学
vitrain	镜煤
vitrain	闪炭
fendant	无甜味白葡萄酒
asbestous	=asbestiform
logographic	语标的
logographic	语标
caliphate	伊斯兰教国王的职权或其领域
glossarist	注解者
glossarist	辞典编纂者
steeplejack	高空作业工人
rateen	=ratine
transdetermination	转决
headwaters	源头
headwaters	上游
invited	邀请
invited	招致
invited	引起
invited	邀请
invited	招致
invited	引起
pharmacotherapy	药物疗法
questionably	可疑地
questionably	可疑
questionably	有问题地
questionably	有问题
questionably	不确定的
questionably	不确定
ringgit	林吉特
lighthead	轻率的人
lighthead	没头没脑的人
iceberg	冰山
iceberg	冷冰冰的人
pandavas	班度族
niello	镶嵌用的乌银
parados	背墙
limina	limen的复数
furnace	炉子
furnace	熔炉
dreamlike	梦一般的
dreamlike	梦一般
dreamlike	朦胧的
dreamlike	朦胧
islomania	爱岛癖
islomania	岛狂热
china	中国
china	瓷器
siphon	虹吸管
phlebotomy	刺骼
phlebotomy	放血
hydroxyproline	羟脯氨酸
lawyerlike	如律师的
lawyerlike	如律师
lawyerlike	适合于律师的
lawyerlike	适合于律师
cardiomyopathy	心肌症
clatterer	饶舌家
clatterer	长舌者
tree	树
tree	木料
tree	树状物
tree	赶上树
tree	显示驱动器的子目录结构
tree	爬上树
tree	逃上树
joyride	驾车游玩
joyride	兜风
osmolar	渗透的
osmolar	渗透
typographic	印刷上的
typographic	印刷上
typographic	排字上的
typographic	排字上
stationery	文具
stationery	信纸
aztec	阿芝台克人
aztec	阿芝台克语
aztec	阿芝台克人的
aztec	阿芝台克人
peroral	经过口的
peroral	经过口
peroral	口周围的
peroral	口周围
indecorum	缺乏教养
indecorum	粗鲁的言行
goneness	衰弱
goneness	软弱
amphoric	空洞音的
amphoric	空洞音
amphoric	瓮音的
amphoric	瓮音
paving	块石面路
rectory	教区长的管区
hypocalcemia	血钙过少
hypocalcemia	低血钙症
investable	可供投资的
investable	可供投资
paraffine	石蜡
paraffine	石蜡油
tumblebug	金龟子
unvanquished	未被征服的
unvanquished	未被征服
unvanquished	未被战胜的
unvanquished	未被战胜
unvanquished	未被击败的
unvanquished	未被击败
typicality	典型性
typicality	代表性
typicality	特征
ostotheca	骨灰盒
djellaba	带风帽的外衣
saxon	撒克逊人
imperfective	未完成体的
imperfective	未完成体
imperfective	未完成体动词的
imperfective	未完成体动词
superbity	傲慢
superbity	骄傲自大
superbity	妄自尊大
animalism	动物特性
animalism	兽性
rho	希腊字母的第17字
religieux	修道士
religieux	和尚
procrustean	残暴的
procrustean	残暴
procrustean	强求一致的
procrustean	强求一致
raguly	有凹凸斜纹的
raguly	有凹凸斜纹
picong	取笑
picong	嘲笑
picong	挖苦
picong	辱骂
severe	严厉的
severe	严厉
severe	严格的
severe	严格
severe	剧烈的
severe	剧烈
severe	严重的
severe	严重
severe	严峻的
severe	严峻
limbic	边的
limbic	边
limbic	缘的
limbic	缘
outfrown	以皱起眉头的愠怒表情使不再出声
jess	鹰的脚带
jess	系以脚带
rangette	小电灶
rangette	小煤气灶
pustulation	生脓疱
lynchpin	=linchpin
bluffly	率直地
bluffly	率直
bluffly	粗率地
bluffly	粗率
numbering	编号方式
subvocalization	默读
subvocalization	不出声的说话
strategist	战略家
meadowland	草地
meadowland	草
meadowland	牧场
meadowland	饲料种植地
meadowland	饲料种植
bushed	被草丛笼罩的
bushed	被草丛笼罩
bushed	疲倦的
bushed	疲倦
pyoderma	脓皮病
burgher	公民
burgher	市民
protegee	女门徒
shirting	衬衫衣料
angelologic	天使学的
angelologic	天使学
symptomology	=symptomatology
ablebodied	强壮的
ablebodied	强壮
ablebodied	强健的
ablebodied	强健
pac	Political
pac	Action
pac	Committee
pac	政治行动委员会
campaniform	钟形的
campaniform	钟形
daryl	达里尔
refining	精炼
scouter	侦察者
scouter	负责童子军活动者
scouter	男童子军
rimpled	生皱
rimpled	弄皱
kheda	捕象陷阱
fiesta	节日
fiesta	祭典
fiesta	圣日
fiesta	假日
lightwood	引燃用的木材
lightwood	多油的松木
departed	死了的
departed	死了
departed	已往的
departed	已往
departed	过去的
departed	过去
heptahydrate	七水混合物
popliteal	腿弯部的
popliteal	腿弯部
hemophilic	血友病的
hemophilic	血友病
hemophilic	嗜血的
hemophilic	嗜血
aerostat	航空器
participator	参与者
participator	合作者
gasteropod	腹足软体动物
drawshave	拉刮刀
lumbar	腰部的
lumbar	腰部
lumbar	腰动脉
lumbar	腰神经
lumbar	腰椎
haemacytometer	血球计数器
vert	森林中的草木
vert	绿色
seismologist	地震学家
firepan	火盆
firepan	火斗
tahini	芝麻酱
totaquine	金鸡纳全碱
totaquine	全奎宁
theine	咖啡碱
theine	茶素
miler	参加一哩赛跑的运动员
drain	排水沟
drain	消耗
drain	排水
drain	排出沟外
drain	喝干
drain	耗尽
drain	排水
drain	流干
bracken	欧洲蕨
mesometeorology	中尺度气象学
amentaceous	葇荑花序的
amentaceous	葇荑花序
amentaceous	具葇荑花序的
amentaceous	具葇荑花序
amentaceous	似葇荑花序的
amentaceous	似葇荑花序
assam	阿萨姆邦
judoist	柔道师
judoist	练习柔道的人
sinusoidal	正弦曲线
sinusoidal	窦状小管
sinusoidal	窦状隙
bordel	妓院
snuggish	尚舒适的
snuggish	尚舒适
tameless	难驯服的
tameless	难驯服
tameless	野性的
tameless	野性
veinal	静脉的
veinal	静脉
veinal	翅脉的
veinal	翅脉
veinal	叶脉的
veinal	叶脉
veinal	矿脉的
veinal	矿脉
mimic	模仿的
mimic	模仿
mimic	假装的
mimic	假装
mimic	拟态的
mimic	拟态
mimic	效颦者
mimic	模仿者
mimic	小丑
mimic	仿制品
mimic	模仿
mimic	摹拟
coquettish	卖弄风情的
coquettish	卖弄风情
coquettish	妖艳的
coquettish	妖艳
coquettish	迷人的
coquettish	迷人
falernian	一种白葡萄酒
evection	出差
mobocracy	暴民统治
mobocracy	暴民
designed	有计划的
designed	有计划
designed	原意的
designed	原意
avram	艾弗拉姆
goo	粘性物
goo	感伤
wheelset	轮副
antirabic	预防狂犬病的
antirabic	预防狂犬病
coercing	强迫
alcoholization	酒精饱和
alcoholization	醇化
lining	加衬里
lining	内层
lining	衬套
umbellate	伞状花的
umbellate	伞状花
analphabet	文盲
analphabet	没受过教育的人
triticale	小麦与黑麦的杂交麦
triticale	黑小麦
liniment	擦剂
liniment	涂抹油
limulus	鲎
garlic	大蒜
garlic	蒜头
suze	苏士酒
unofficious	不过分殷勤的
unofficious	不过分殷勤
unofficious	不好管闲事的
unofficious	不好管闲事
unofficious	不唐突的
unofficious	不唐突
streptobacillus	链杆菌
mendelian	孟德尔的
mendelian	孟德尔
mendelian	孟德尔法则的
mendelian	孟德尔法则
mendelian	孟德尔学派的人
therefore	因此
therefore	所以
overdrew	overdraw的过去式
populous	人口多的
populous	人口多
populous	人口稠密的
populous	人口稠密
sonnetize	写十四行诗
unthink	改变想法
unthink	不想
disjunction	分离
disjunction	分裂
disjunction	折断
arride	使欢喜
arride	使满足
revanche	报复
revanche	复仇
shaddup	闭嘴
panegyric	颂词
panegyric	推崇备至
interjacency	在中间
interjacency	位于中间
verdictive	裁定用词
verdictive	审判用语
balayeuse	百褶衬裙
voussoir	拱石
bounder	粗鲁的人
bounder	暴发户
hypercalcaemia	血钙过多
hypercalcaemia	高钙血
laika	莱卡犬
democrat	民主党人
democrat	美国民主党的
democrat	美国民主党
compressed	被压缩的
compressed	被压缩
compressed	扁平的
compressed	扁平
dodecanese	多德卡尼斯群岛
geniculum	茎上的结或节
garble	断章取义
garble	混淆
nuremberg	纽伦堡
saccular	囊的
saccular	囊
saccular	囊状的
saccular	囊状
consonantism	辅音系统
calcaneus	空凹足
hereinabove	在上文
suavity	柔和
suavity	愉快
suavity	温和
woo	求爱
woo	追求
woo	恳求
woo	招致
foreign	外国的
foreign	外国
foreign	外交的
foreign	外交
foreign	外国产的
foreign	外国产
foreign	外来的
foreign	外来
foreign	异质的
foreign	异质
foreign	不相关的
foreign	不相关
felinity	猫的特性
caff	茶馆
caff	小餐馆
prebendal	受俸的
prebendal	受俸
keckle	饶舌
keckle	废话
pronominalize	使
pronominalize	当作代词
distension	膨胀
distension	延伸
deaminization	去氨基
manchurian	中国东北人
manchurian	中国东北的
manchurian	中国东北
bestiality	兽性
bestiality	兽行
bestiality	人兽性交
agonise	烦恼
agonise	挣扎
incline	倾斜
incline	斜坡
incline	斜面
incline	使倾向于
incline	使倾斜
incline	倾向
incline	倾斜
seniti	分
forespeak	预告
forespeak	预约
jovian	朱庇特的
jovian	朱庇特
jovian	威严的
jovian	威严
jovian	木星的
jovian	木星
pauperization	使成为受救济贫民
pauperization	贫穷化
holloware	锅
holloware	盘子
photoscanning	光扫描
photoscanning	摄影扫描
intemperate	放纵的
intemperate	放纵
mfab	/
mfab	Mobile
mfab	Floating
mfab	Assault
mfab	Bridge/Ferry
mfab	机动突击浮式渡桥
portentous	预示性的
portentous	预示性
strident	轧轧响的
strident	轧轧响
strident	刺耳的
strident	刺耳
strident	尖锐的
strident	尖锐
neuron	神经细胞
neuron	神经元
instauration	恢复
instauration	复兴
instauration	设立
instauration	建立
dermal	皮肤的
dermal	皮肤
dermal	真皮的
dermal	真皮
simmer	慢煮
simmer	煨
simmer	炖
simmer	内部混乱状态
simmer	将沸腾的状态
simmer	将沸腾的温度
introgressant	渗入的基因
acclimation	服水土
acclimation	顺应
acclimation	适应环境
plentitude	=plenitude
incuriosity	无好奇心
incuriosity	无关心
sitcom	situation
sitcom	comedy
sitcom	连续剧
umpteen	无数的
umpteen	无数
lanyard	系索
mastix	乳香
oratress	女演说家
oratress	女雄辩家
androgyne	阴阳人
androgyne	具有雌雄两性的花
escape	逃
escape	逃亡
escape	溢出设备
escape	出口
escape	逃跑
escape	野生
escape	逃脱
escape	避开
escape	溜走
escape	逃避
escape	避免
escape	被忘掉
blindly	盲目地
blindly	盲目
blindly	摸索地
blindly	摸索
tractor	拖拉机
bedsettee	两用沙发椅
bedsettee	沙发床
carpologist	果实学家
carpologist	果实分类学家
premie	=preemie
barium	钡
nona	睡眠病
nona	昏睡病
trimotor	三引擎飞机
phraseology	措词
infighter	善于短击的拳击手
quaich	双耳小浅酒杯
xylotomous	有蚀木能力的
xylotomous	有蚀木能力
forniciform	弯曲状的
forniciform	弯曲状
undiagnosed	未确诊的
undiagnosed	未确诊
undiagnosed	尚未找出原因的
undiagnosed	尚未找出原因
jrc	Junior
jrc	Red
jrc	Cross少年红十字会
texture	结构
chiapas	恰帕斯
peteman	撬保险箱的窃贼
archives	档案
archives	公文
archives	档案室
archives	案卷保管处
lacking	缺乏的
lacking	缺乏
lacking	不足的
lacking	不足
sanitary	公共厕所
gawkish	鲁钝的
gawkish	鲁钝
gawkish	痴呆的
gawkish	痴呆
gawkish	笨拙的
gawkish	笨拙
rightpages'	NULL)
schmooze	闲谈
pontoneer	浮桥工程兵
fayalite	铁橄榄石
near	亲近的
near	亲近
near	亲密的
near	亲密
near	近
near	近
near	不远
near	在……近旁
near	近……
near	接近
near	走近
columbia	哥伦比亚
patriliny	父系继嗣
cestode	绦虫
shamefully	不体面地
shamefully	不体面
delimitate	定……的界
ganef	小偷
ganef	骗子
ganef	扒手
cutin	角质
denote	指示
denote	表示
overjoyed	狂喜的
overjoyed	狂喜
overjoyed	极端高兴的
