varioloid	假性天花
dapper	短小精悍
dapper	小巧玲珑的
dapper	小巧玲珑
dapper	潇洒的
dapper	潇洒
dapper	衣冠楚楚的
dapper	衣冠楚楚
myringa	鼓膜
elephantine	象的
elephantine	象
elephantine	粗笨的
elephantine	粗笨
elephantine	巨大的
elephantine	巨大
unopposed	不反对的
unopposed	不反对
unopposed	无对手的
unopposed	无对手
rottweiler	洛特维勒牧犬罗特韦尔犬
nephrocele	肾突出
craal	=kraal
afferent	传入的
afferent	传入
newness	崭新
newness	新奇
purgatory	涤罪
purgatory	炼狱
purgatory	暂时受苦的地方
foliaceous	叶状的
foliaceous	叶状
foliaceous	叶质的
foliaceous	叶质
foliaceous	叶的
foliaceous	叶
foliaceous	有叶状器官的
foliaceous	有叶状器官
foliaceous	分成薄层的
foliaceous	分成薄层
resinic	树脂的
resinic	树脂
thermograph	温度记录器
thermograph	热录像仪
presentiment	预感
presentiment	预觉
vitalise	=vitalize
upwarp	向上挠曲
squiffed	喝醉的
squiffed	喝醉
sinology	汉学
thurification	焚香
thurification	烧香
melaena	=melena
reputed	名誉好的
reputed	名誉好
reputed	被称为……的
reputed	被称为……
reputed	有……名气的
reputed	有……名气
reputed	挂名的
reputed	挂名
reputed	号称的
reputed	号称
leveling	水准测量
vatican	梵蒂冈
vatican	罗马教廷
torun	托伦
stalinism	斯大林主义
uncleanly	不清洁的
uncleanly	不清洁
uncleanly	肮脏的
uncleanly	肮脏
uncleanly	猥亵地
uncleanly	猥亵
uncleanly	不清洁地
uncleanly	不清洁
technotronic	=technetronic
zoospermatic	精虫的
zoospermatic	精虫
zoospermatic	精子的
zoospermatic	精子
atd	actual
atd	time
atd	of
atd	departure
atd	实际出发时间
enteral	=enteric
cartomancy	纸牌卜卦
rimy	被霜覆盖的
rimy	被霜覆盖
preamble	导言
polychasium	多歧聚伞花序
samarskite	铌钇矿
christianity	基督教
nymphean	少女的
nymphean	少女
nitrite	亚硝酸盐
copita	雪利酒杯
copita	一杯雪利酒
jetabout	乘喷气式飞机到处周游的人
agrotype	土壤类型
agrotype	作物类型
unmated	未配对的
unmated	未配对
unmated	未交配的
unmated	未交配
nineveh	尼尼微
need	需要
need	必需
need	必需品
need	要求
need	贫困
need	需要
need	modal
need	必要
need	必须
meshach	米煞
curliness	卷缩
curliness	卷曲
hypophysiotrophic	调节垂体功能的
hypophysiotrophic	调节垂体功能
galbanum	白松香
galbanum	枫子香
inflectable	可屈折变化的
inflectable	可屈折变化
lentigo	斑点
lentigo	雀斑
lentigo	小痣
clotilda	克洛蒂尔德
geegaw	虚华而无价值的
geegaw	虚华而无价值
autoanalysis	自我心理分析
ranger	巡逻骑兵
ranger	突击队员
ranger	护林员
ranger	游荡的人
ranger	测距仪
trustworthily	可信赖地
trustworthily	可信赖
trustworthily	确实性地
trustworthily	确实性
weathertight	防风雨的
weathertight	防风雨
weathertight	不透风雨的
weathertight	不透风雨
corvee	强迫劳役
xmas	圣诞节
harlequin	滑稽角色
harlequin	丑角
encephalous	头部显著的
encephalous	头部显著
obversion	将表面反过来
obversion	换置法
chaffing	玩笑的
chaffing	玩笑
chaffing	嘲弄的
chaffing	嘲弄
expromission	新债务人承担债务而解除旧债务人责任的行为
englishman	英吉利人
englishman	英国人
conge	撤职
conge	解任
conge	告辞
revascularization	血管的再形成
recruiter	征兵人员
recruiter	招聘人员
canalization	开凿运河
canalization	运河网
canalization	造管术
discomfortable	不安的
discomfortable	不安
discomfortable	不适的
discomfortable	不适
housetop	屋顶
phaeton	一种轻快的四轮马车
ceylonese	锡兰的
ceylonese	锡兰
ceylonese	锡兰人的
ceylonese	锡兰人
ceylonese	僧伽罗人的
ceylonese	僧伽罗人
accidentalism	偶然
accidentalism	无意
layshaft	副轴
dryish	稍干的
dryish	稍干
spacemark	太空标志
giddyap	跑
enumeration	列举
burletta	喜歌剧
burletta	音乐闹剧
houtie	笨蛋
houtie	木头脑袋
nightcapped	戴着睡帽的
nightcapped	戴着睡帽
applied	应用的
applied	应用
applied	实用的
applied	实用
unstinted	不受限制的
unstinted	不受限制
unstinted	不吝惜的
unstinted	不吝惜
unstinted	充裕的
unstinted	充裕
semimat	半无光的
semimat	半无光
association	协会
association	联合
association	结交
association	联想
freewheeling	惯性滑行
freewheeling	惯性滑行的
freewheeling	惯性滑行
freewheeling	随心所欲的
freewheeling	随心所欲
paleoentomology	古昆虫学
extrasensory	超感官的
extrasensory	超感官
cursorial	适于行走的
cursorial	适于行走
secretariat	秘书处
secretariat	书记处
secretariat	秘书的职位
siskin	金雀
siskin	金翅雀
bloodstone	血石
bloodstone	血石髓
earless	无耳
hybrimycin	杂交霉素
hybrimycin	杂霉素
muskiness	麝香
muskiness	麝香气味
ganzfeld	超感官知觉全域试验的
ganzfeld	超感官知觉全域试验
faggotry	男同性恋
convenience	便利
convenience	方便
convenience	有益
convenience	有用的
convenience	有用
convenience	方便的用具、机械、安排等
vincula	连结物
unauthorized	未被授权的
unauthorized	未被授权
unauthorized	未经认可的
unauthorized	未经认可
nitrobenzol	=cellulose
nitrobenzol	nitrate
dharna	长坐绝食
histography	组织论
slippage	滑动
slippage	滑移
slippage	滑程
pokie	=poker
pokie	machine
coptis	黄连
pedagogy	教学
pedagogy	教授
pedagogy	教育学
religiopolitical	宗教和政治的
religiopolitical	宗教和政治
varicotomy	曲张静脉切除术
churinga	神圣之物
churinga	护身符
tense	紧张的
tense	紧张
tense	拉紧的
tense	拉紧
tense	拉紧
tense	时态
mayorship	市长职位
irregularly	不规则地
irregularly	不规则
standoff	冷淡的
standoff	冷淡
standoff	有支架的
standoff	有支架
standoff	离岸
standoff	避开
standoff	冷淡
standoff	抵销
standoff	和局
standoff	平衡
diphthongize	双重元音化
diphthongize	发音成双重元音
loca	所在点
loca	中心
loca	基因座
reinject	再注入
reinject	给…………作再注射
plateholder	胶片夹
scrod	鳕鱼的幼鱼
mousiness	象老鼠
mousiness	多老鼠
mousiness	鼠臭
almanac	历书
almanac	年鉴
disinsectize	灭除内部的昆虫
nbg	no
nbg	bloody
nbg	good
nbg	不好
nbg	不行
flatfoot	扁平足
flatfoot	警察
spicery	香料
spicery	药料
spicery	香味
scopophilia	窃视症
scopophilia	窥阴癖
scopophilia	窥视色情癖
tungsten	钨
chadian	乍得人
chadian	乍得的
chadian	乍
chadian	乍得人的
chadian	乍得人
scorebook	得分记录簿
towline	拖绳
towline	拖链
stepparent	继父
muriate	氯化物
muriate	盐酸盐
muriate	氯化钾
understudy	预备演员
understudy	替角
understudy	代替之人
understudy	练习做临时演员
clowder	一群
coagula	coagulum的复数
floater	漂浮者
floater	漂浮物
floater	浮子
floater	游民
floater	临时工
floater	筹资开办人
hydrotreat	氢化处理
hydrotreat	加氢精制
highlander	高地的人
highlander	苏格兰高地地区的人
metastasize	转移
itemize	详细说明……项目
itemize	逐条列记
abjective	不幸的
abjective	不幸
abjective	令人沮丧的
abjective	令人沮丧
riding	马术
riding	骑术
tare	野碗豆
tare	毒麦
tare	皮重
tare	称皮重
gleesome	极为高兴的
gleesome	极为高兴
elytroid	似鞘翅的
elytroid	似鞘翅
perceptibly	可察觉
perceptibly	可感觉
unauthenticated	未经证实的
unauthenticated	未经证实
unauthenticated	未经鉴定的
unauthenticated	未经鉴定
unauthenticated	不可靠的
unauthenticated	不可靠
tine	尖头
tine	尖
tine	齿
tine	叉
tine	丢失
tine	丧失
tine	浪费
tine	被丢失
tine	消失
unbuild	拆毁
unbuild	摧毁
unbuild	夷平
cystocele	膀胱突出症
bleeper	无线电传呼机
bleeper	BP机
rorqual	一种鲸鱼
ming	明
impair	削弱
yoni	女性外阴像
amritsar	阿姆利则
psychology	心理学
psychology	心理状态
intellectuality	智力
intellectuality	知性
anneal	退火
anneal	焖火
anneal	锻炼
anneal	磨练
afternoons	经常在下午发生
afternoons	每天下午
telescope	望远镜
telescope	压缩
gabriel	加百利
snap	猛地吸住
snap	突然折断
snap	使劈啪地晌
snap	猛咬
snap	猛咬
snap	突然折断
snap	劈啪声
snap	突然的
snap	突然
windpipe	气管
payday	发工资日
pendragon	古代不列颠或威尔士的王侯
pendragon	首领
caret	脱字符号
caret	^符号
parpend	穿墙石
parpend	系石
parpend	贯石
nj	New
nj	Jersey
menkind	=menfolk
dextro	=dextrorotatory
allegoric	寓意的
allegoric	寓意
allegoric	寓言的
allegoric	寓言
nereis	沙蚕属
earthflow	泥流
homicide	杀人
homicide	杀人者
decode	解码
decode	译解
loveless	无爱情的
loveless	无爱情
loveless	不可爱的
loveless	不可爱
dinotherium	恐兽
dashboard	汽车等的仪表板
dashboard	马车等前部的挡泥板
salpa	樽海鞘
jeeves	吉夫斯
hiberarchy	分级结构
hiberarchy	层次结构
rusk	甜面包干
rusk	一片甜面包干
nonwhite	非白人的
nonwhite	非白人
nonwhite	非白人
interject	插嘴
interject	突然插入
speedwell	婆婆纳属的植物
commendable	值得表扬的
commendable	值得表扬
turboprop	涡轮螺旋桨飞机
reluct	反抗
reluct	反对
envision	想象
envision	预想
mung	bean
mung	绿豆
larboard	左舷
larboard	左舷方面的
larboard	左舷方面
nightglass	夜间用之望远镜
pyroxyline	焦木素
pyroxyline	火棉
pyroxyline	低氮硝化纤维素
pyroxyline	焦木素产品
instantize	把预先配制好
instantize	使调制快速方便化
crockpot	克罗克电锅
originally	最初
originally	原先
consumerism	用户至上主义
consumerism	商品的消费和销售性服务
abdicable	可放弃的
abdicable	可放弃
abdicable	可辞职的
abdicable	可辞职
brett	布雷特
pivottable	数据透视表
but	除……以外
but	而是
but	但是
but	几乎
but	仅仅
sewerage	排水设备
sewerage	污水
nodule	节结
epigone	追随者
epigone	模仿者
phenylketonuria	苯丙酮尿
phenylketonuria	苯丙酮酸尿症
psychosis	精神
hobo	过流浪生活
anything	pro
anything	任何事
staminate	有雄性花蕊的
staminate	有雄性花蕊
msme	Master
msme	of
msme	Science
msme	in
msme	Mechanical
msme	Engineering
msme	机械工程学硕士
kapok	木棉花
kapok	木丝棉
embergoose	白嘴潜鸟
meloid	芜菁科昆虫
cosovereignty	共同主权
cardiotomy	心切开术
cardiotomy	贲门切开术
pantheist	泛神论者
partitionist	分裂主义者
pipet	吸量管
pipet	球管
trunkfish	热带产的一种硬鳞鱼
thaumaturgic	奇迹的
thaumaturgic	奇迹
thaumaturgic	奇术的
thaumaturgic	奇术
oilbird	大怪鸱
septuagint	的希腊文译本
saxifragaceous	虎耳草科的
saxifragaceous	虎耳草科
messy	肮脏的
messy	肮脏
messy	凌乱的
messy	凌乱
messy	杂乱
recurvate	向后弯曲的
recurvate	向后弯曲
lumberroom	堆积杂物之房间
cinnamon	肉桂
cinnamon	桂皮
cinnamon	肉桂色
herringbone	鲱鱼鱼骨
herringbone	交叉缝式
herringbone	人字形
herringbone	箭尾形的
herringbone	箭尾形
herringbone	成箭尾形
turnipy	芜菁状的
turnipy	芜菁状
turnipy	芜菁味的
turnipy	芜菁味
gloomily	黑暗地
gloomily	黑暗
gloomily	沮丧地
gloomily	沮丧
grapple	格斗
divorcement	离婚
divorcement	分离
mamma	妈妈
mamma	乳房
ambulanceman	救护人员
brutally	兽性地
brutally	兽性
brutally	残酷地
brutally	残酷
hackensack	哈肯萨克河
glissade	下滑
reentrance	再进入
schizonticide	杀裂殖体剂
eanling	羊羔
eanling	小羊
ineligibility	无被选资格
ineligibility	不适任
soljanka	=solyanka
beeves	牛肉
deraign	部署军队
deraign	解决争端
area	范围
area	区域
area	面积
area	地区
area	空地
area	空
avalanchine	雪崩似的
avalanchine	雪崩似
avalanchine	巨大的
avalanchine	巨大
avalanchine	奔流似的
avalanchine	奔流似
avalanchine	压倒性的
avalanchine	压倒性
nubby	有瘤的
nubby	有瘤
nubby	有节的
nubby	有节
nubby	块状的
nubby	块状
labourwallah	工运领袖
labourwallah	工运知名人士
uncordial	不热诚的
uncordial	不热诚
uncordial	冷淡的
uncordial	冷淡
rescuer	救助者
oryol	=Orel
complanation	平面化
distillment	=distillation
bowered	凉亭的
bowered	凉亭
bowered	有树荫的
bowered	有树荫
saxe	撒克逊蓝
saxe	蛋白照相纸
regalia	王权
regalia	王位的标志标记
regalia	徽章
workhouse	囚犯工厂
workhouse	贫民习艺所
memorandum	备忘录
memorandum	便笺
memorandum	便函
memorandum	买卖契约书
tetter	皮疹
revegetation	再生长
revegetation	再种植
tranquilize	使安静
tranquilize	使平静
multiphase	多相
cesser	疏忽
cesser	终止
impregnability	攻不破
impregnability	不受影响
disassimilate	使异化
endville	=endsville
netmeeting	网络会议系统
synesthesia	共感觉
synesthesia	副感觉
megacorpse	100万具尸体
saccharine	糖精
saccharine	糖质的
saccharine	糖质
saccharine	含糖的
saccharine	含糖
strenuous	奋发的
strenuous	奋发
strenuous	使劲的
strenuous	使劲
strenuous	紧张的
strenuous	紧张
strenuous	热烈的
strenuous	热烈
strenuous	艰辛发奋的
strenuous	艰辛发奋
diagnostical	=diagnostic
sociogenetic	社会进化的
sociogenetic	社会进化
eunomy	秩序良好
dehydrochlorinase	di:9haIdrE`klR:rIneIs/
dehydrochlorinase	[生籰R:rIneIt/
dehydrochlorinase	[化痌脱氯化氢酶
miskick	踢出坏球
taro	芋头
reuters	路透社
geostatics	刚体力学
streamliner	流线型火车
monomolecular	一分子厚的
monomolecular	一分子厚
monomolecular	一分子的
monomolecular	一分子
battement	巴特曼
translate	翻译
translate	解释
translate	转化
translate	转变为
translate	调动
translate	翻译
translate	能被译出
cramped	狭促的
cramped	狭促
cramped	难辨的
cramped	难辨
cramped	难懂的
cramped	难懂
zoometer	动物数计器
unfit	不适宜的
unfit	不适宜
unfit	不适当的
unfit	不适当
unfit	不适合
homeothermic	=homoiothermal
engrained	根生蒂固的
engrained	根生蒂固
engrained	彻底的
engrained	彻底
esthetic	感觉的
esthetic	感觉
cuppy	杯状的
cuppy	杯状
cuppy	满是小坑的
cuppy	满是小坑
cuppy	凹的
cuppy	凹
noria	戽水车
hotbed	温床
sorely	强烈地
sorely	强烈
sorely	疼痛地
sorely	疼痛
sorely	非常
abdicator	让位者
abdicator	放弃者
catadromous	为产卵顺流而下的
catadromous	为产卵顺流而下
isolate	使隔离
isolate	使孤立
isolate	使绝缘
isolate	离析
isolate	隔离种群
fantastical	空想的
fantastical	空想
fantastical	捕风捉影的
fantastical	捕风捉影
amortise	摊还
hypothyroid	甲状腺机能减退的
hypothyroid	甲状腺机能减退
maori	毛利人
maori	毛利语
maori	毛利人的
maori	毛利人
maori	毛利语的
maori	毛利语
nonuse	不使用
nonuse	不形成习惯
caph	=kaph
demagogic	煽动的
demagogic	煽动
demagogic	蛊惑人心的
demagogic	蛊惑人心
maltman	=maltster
machiavelli	马基雅弗利
regime	政体
regime	政权
regime	政权制度
micrify	使变小
agrogorod	农业城
scutage	免服兵役税
ciggy	香烟
macaque	短尾猿
agamemnon	阿伽门农
agamemnon	特洛伊战争中希腊军队的统帅
civilization	文明
civilization	文化
civilization	文明社会
civilization	文明
civilization	一个著名游戏的名称
megatherium	大地懒属
godwit	黑尾豫
improvable	可改进的
improvable	可改进
improvable	可更好的
improvable	可更好
improvable	可利用的
improvable	可利用
actuate	开动
actuate	促使
typhoean	百头巨怪的
typhoean	百头巨怪
esbat	女巫会
monologuist	独白者
monologuist	自言自语者
lowborn	出身微贱的
lowborn	出身微贱
cantata	清唱剧
cantata	康塔塔
cantata	大合唱
rucus	=ruckus
unclothe	使脱去衣服
unclothe	剥光
pecs	胸肌
incremental	增加的
incremental	增加
ribald	下流的
ribald	下流
stigmata	皮肤上的红斑
stigmata	特征
uncrowned	未举行加冕礼的
uncrowned	未举行加冕礼
uncrowned	无群君王称号而有王权的
uncrowned	无群君王称号而有王权
pruriency	好色
pruriency	荒淫
pruriency	淫乱
dacha	俄国郊外的别墅
eradiation	发射
lucy	露西
scheming	计划的
scheming	计划
scheming	诡计多端的
scheming	诡计多端
miserly	吝啬的
miserly	吝啬
miserly	贪婪的
miserly	贪婪
waistcloth	围腰带
