desoxycorticosterone	=deoxycorticosterone
inaesthetic	不美观的
inaesthetic	不美观
inaesthetic	无审美观念的
inaesthetic	无审美观念
forky	分叉的
forky	分叉
forky	分歧的
forky	分歧
billiken	福神
destroy	破坏
destroy	毁坏
destroy	消灭
destroy	消灭
destroy	摧毁
lamplit	用灯光照明的
lamplit	用灯光照明
sluiceway	闸沟
sluiceway	人造水道
fibro	菲帛罗
watershed	分水岭
sool	唆使
sool	攻击
apepsia	不消化
noncooperativity	没有
fussbudget	大惊小怪的人
dolittle	偷懒的人
dolittle	游手好闲的人
dolittle	懒汉
bottomry	船舶抵押契约
bottomry	冒险借贷
counterdraw	摹写
counterdraw	临摹
mne	Master
mne	of
mne	Nuclear
mne	Engineering
mne	核工程学硕士
tween	在两者之间
tween	在……中间
rockcraft	攀岩技术
rockcraft	爬悬崖的技术
prink	化妆
prink	打扮
curcuma	姜黄属植物
curcuma	姜黄
postdiluvian	中记述的大洪水后的
postdiluvian	中记述的大洪水后
attestator	证明者
attestator	证人
straggler	落伍士兵
straggler	蔓生的枝叶
straggler	游荡者
straggler	流浪者
straggler	落后者
prml	硬盘最大相似性技术
prml	Partial
prml	Response
prml	Maximum
prml	Likelihood
prml	部分响应完全匹配技术
bunchberry	御膳桔
epicentre	震源
epicentre	地震中心
epicentre	震中
epicentre	震源地
epicentre	震源
hereditament	可继承的财产
hereditament	世袭财产
practice	实行
practice	实践
practice	实际
practice	惯例
practice	习惯
practice	练习
practice	实习
practice	开业
sanctimony	假装神圣
laky	象湖的
laky	象湖
interdominion	英联邦自治领之间的
interdominion	英联邦自治领之间
xeres	为Jerez之旧称
viticolous	生长在藤蔓上的
viticolous	生长在藤蔓上
viticolous	生长在葡萄藤上的
viticolous	生长在葡萄藤上
mochi	糯米团
burnt	燃烧
traditionally	传统上
traditionally	传说上
shrike	伯劳鸟
shrike	女子
vitriol	硫酸盐
vitriol	刻薄话
rosehead	nail
rosehead	玫瑰头装饰钉
rosehead	圆花钉
adeodatus	阿德奥达图斯一世
preceptory	圣殿骑士团的地方支部
preceptory	其领地
preceptory	其领
megasporangium	大孢子囊
roughhew	粗凿
disilicate	二矽酸盐
xenogamy	异花受粉
trimethadione	三甲双酮
aggro	暴力行为
anserine	像鹅的
anserine	像鹅
anserine	愚笨的
anserine	愚笨
chrysoprase	绿玉髓
premune	传染免疫的
premune	传染免疫
premune	有菌免疫的
premune	有菌免疫
dispiteous	无情的
dispiteous	无情
dispiteous	残忍的
dispiteous	残忍
dispiteous	冷酷的
dispiteous	冷酷
cotangent	余切
iby	International
iby	Biological
iby	Year
iby	国际生物年
macroclimatology	大气候学
enunciability	可断言
enunciability	可阐明
exheredation	剥夺……的继承权
absentminded	心不在焉的
absentminded	心不在焉
absentminded	茫然的
absentminded	茫然
absentminded	恍惚的
absentminded	恍惚
punctual	严守时刻的
punctual	严守时刻
punctual	准时的
punctual	准时
cryptococcosis	隐球菌病
dressy	衣着考究的
dressy	衣着考究
planetabler	平板仪作业员
planetabler	使用平板仪的测量员
troika	三驾马车
troika	紧密联系的三人
stepfather	继父
neuromata	neuroma的复数
monosomic	单体的
monosomic	单体
capibara	=capybara
palafitte	史前的湖上桩屋
heehaw	驴叫
heehaw	傻笑
heehaw	狂笑
knar	瘤
knar	节
nyanza	湖泊尼亚萨湖
brisket	胸部
brisket	胸肉
surly	粗暴的
surly	粗暴
surly	乖戾的
surly	乖戾
surly	阴沉的
surly	阴沉
surly	无礼的
surly	无礼
surly	板面孔的
surly	板面孔
pereira	佩雷拉
felicific	产生幸福的
felicific	产生幸福
felicific	带来幸福的
felicific	带来幸福
gonochorism	雌雄异体
cohosh	总状升麻
cohosh	类叶升麻
cohosh	蓝籽类叶牡丹
popsy	小亲亲
popsy	美人儿
poriferous	多孔的
poriferous	多孔
poriferous	海绵动物的
poriferous	海绵动物
scissors	剪刀
reek	烟
reek	水蒸汽
reek	雾
reek	臭气
reek	冒烟
reek	发臭气
reek	散发
reek	用烟熏
reek	散发
ogress	食人女妖
lipomatous	脂肪瘤的
lipomatous	脂肪瘤
exigent	紧急的
exigent	紧急
exigent	迫切的
exigent	迫切
exigent	苛求的
exigent	苛求
exigent	要求很高的
exigent	要求很高
socinianism	索齐尼主义
socinianism	索齐尼派
tetanal	破伤风的
tetanal	破伤风
spense	食品间
spense	食橱
uncatalogued	未列入目录的
uncatalogued	未列入目录
gha	Greenwich
gha	hour
gha	angle格林尼治时角
digestible	可消化的
digestible	可消化
balkanise	=Balkanize
cradlesong	摇篮曲
cradlesong	催眠曲
cholesterolemia	胆醇血症
semiprivate	半私用的
semiprivate	半私用
semiprivate	半专用的
semiprivate	半专用
oolite	鱼卵石
oolite	鱼卵状石灰石
oolite	鲕粒岩
blackly	黑暗
blackly	抑郁地
blackly	抑郁
unguiform	爪状的
unguiform	爪状
nobbut	只是
nobbut	不过是
objectify	使客观化
sugarcane	甘蔗
sugarcane	糖蔗
moncay	=Mong
moncay	Cai
pyometra	子宫积脓
reflate	通货再膨胀
microtexture	显微组织
microtexture	显微质地
microtexture	显微质
flippancy	无礼
flippancy	轻率
flippancy	浮躁
darlene	达琳
anabolic	合成代谢的
anabolic	合成代谢
natty	整洁的
natty	整洁
tetraxile	有四个轴的
tetraxile	有四个轴
bumbershoot	雨伞
vicious	恶的
vicious	恶
vicious	不道德的
vicious	不道德
vicious	恶意的
vicious	恶意
vicious	刻毒的
vicious	刻毒
vicious	堕落的
vicious	堕落
vicious	品性不端的
vicious	品性不端
vicious	有错误的
vicious	有错误
neocortex	新
neocortex	皮层
metestrum	=metoestrus
momism	唯母是尊
momism	母亲崇拜
aircondenser	空气电容器
philopoena	双核坚果
ungratified	不满足的
ungratified	不满足
iridosmium	铱锇矿
barrable	可以拦阻的
barrable	可以拦阻
zeppole	炸面饼圈
wallah	要人
wallah	经办业务人
horseweed	加拿大乍蓬
horseweed	加拿大莴苣
patzer	棋艺平平的棋手
patzer	业余棋手
clownism	滑稽之行为
clownism	丑角般身段
suchou	苏州
scuffle	混战
scuffle	混战
physics	物理学
flaw	缺点
flaw	裂纹
flaw	瑕疵
flaw	一阵狂风
flaw	使破裂
flaw	使有缺陷
flaw	使无效
flaw	生裂缝
flaw	变的有缺陷
supraliminal	阈上的
supraliminal	阈上
ametoecious	单主寄生的
ametoecious	单主寄生
ametoecious	不转主寄生的
ametoecious	不转主寄生
idler	懒惰者
idler	游手好闲的人
idler	惰轮
route	路线
route	路程
route	通道
route	发送
trioicous	雌花雄花两性花异株的
trioicous	雌花雄花两性花异株
trioicous	单全异株的
trioicous	单全异株
picadillo	什锦肉糜
lethargy	无生气
fierce	凶猛的
fierce	凶猛
fierce	猛烈的
fierce	猛烈
fierce	热烈的
fierce	热烈
fierce	暴躁的精力旺盛的
fierce	暴躁的精力旺盛
phytopharmacy	植物药剂学
pyrrhonic	Pyrrho
pyrrhonic	之怀疑论的
pyrrhonic	之怀疑论
finner	脊鳍鲸
saprobity	水生环境腐殖度
aqualung	水中呼吸器
approximately	近似地
approximately	近似
approximately	大约
amoebic	阿米巴的
amoebic	阿米巴
amoebic	阿米巴性的
amoebic	阿米巴性
adz	扁斧
adz	锛子
gaberlunzie	乞丐
logrolling	滚木头
logrolling	互相吹捧
logrolling	资产阶级政客间互相投赞成票以通过彼此都有利的提案
concubinary	同居者
concubinary	妾
concubinary	姘妇的
concubinary	姘妇
caudated	有尾的
caudated	有尾
caudated	有尾状附属物的
caudated	有尾状附属物
choplogical	好诡辩的
choplogical	好诡辩
choplogical	复杂而似是而非论证的
choplogical	复杂而似是而非论证
choplogical	琐细而无益分析的
choplogical	琐细而无益分析
fogger	雾警信号手
fogger	照顾牛马者
glaciate	使结冰
glaciate	以冰覆盖
glaciate	使受冰河作用
glaciate	冻结
momentousness	重大
momentousness	重要性
seismocardiogram	`saIzmEJ9kaphy/`saIzmEJ9kBIE^rAm/
seismocardiogram	心誃:dIEJ`^rAfIk/ad:dI`C^rEfI/
seismocardiogram	[医鹜
trichothecene	单端孢霉烯
sporran	毛皮袋
crossyard	横桁
newsless	没有新闻的
newsless	没有新闻
boarhound	用以猎野猪的大猎狗
postlude	后奏曲
postlude	终曲
immunization	使免除
immunization	使免疫
occidentalize	使西洋化
hemelytrum	=hemelytron
ostosis	=osteosis
mercurialism	水银中毒
mercurialism	汞中毒
etd	estimated
etd	time
etd	of
etd	departure
etd	预定出发时间
gadoid	鳕科的
gadoid	鳕科
gadoid	鳕科
phospholipid	磷脂
anhwei	安徽
rimland	边地
rimland	边
rimland	中心地区之边缘地带
vanman	大篷货车驾车人
vanman	大篷货车装卸工
cloudlet	微云
cloudlet	朵云
cloudlet	小片云
trichinize	使患旋毛虫病
trichinize	使受旋毛虫侵扰
metastable	亚稳的
metastable	亚稳
lid	盖子
lid	限制
lid	眼睑
lid	给……盖盖子
essex	艾塞克斯
clientele	诉讼委托人
clientele	客户
gynoecia'	NULL)
giveaway	泄漏
giveaway	免费样品
lividity	铁青
quincunx	五点
quincunx	梅花形
quincunx	五点梅花形排法
intestate	没有立下遗嘱的
intestate	没有立下遗嘱
intestate	不能根据遗嘱处分的
intestate	不能根据遗嘱处分
intestate	无遗嘱的死亡者
racketeering	敲诈勒索
racketeering	诈骗
xiangtan	湘潭
fenthion	倍硫磷
kyang	西藏野驴
necrologist	写讣告的人
necrologist	编死亡者名录的人
pontify	=pontificate
rooming	房间出租
frescoing	作壁画的程序或方法
frescoing	壁画装饰
nebraskan	内布拉斯加人
nebraskan	内布拉斯加的
nebraskan	内布拉斯加
inefficacious	无效力的
inefficacious	无效力
inefficacious	无用的
inefficacious	无用
poove	=poof
embracer	拥抱者
embracer	信奉者
embracer	接受者
embracer	企图以非法手段笼络法庭或陪审团的人
formidable	强大的
formidable	强大
formidable	令人敬畏的
formidable	令人敬畏
formidable	可怕的
formidable	可怕
formidable	艰难的
formidable	艰难
laitance	水泥乳
laitance	浮浆皮
metalmark	蚬蝶科蝴蝶
metalmark	蚬蝶
streak	飞跑
streak	加上条纹
chasteness	贞操
chasteness	纯洁
chasteness	简洁
gemologist	宝石学家
syllogize	用三段论法论证
kyd	基德
melanoblastoma	成黑素细胞瘤
pogromist	集体迫害者
osrd	Office
osrd	for
osrd	Scientific
osrd	Research
osrd	and
osrd	Development
osrd	科学研究与发展局
herein	于此
herein	在这里
drosera	茅膏菜属植物
amidst	在……当中
dreadnought	厚呢
dreadnought	大无畏的人
unwisely	无智地
unwisely	无智
unwisely	愚笨地
unwisely	愚笨
pica	异食癖
headnote	批注
mysterious	神秘的
mysterious	神秘
philatelist	集邮家
unintelligence	缺乏才智
unintelligence	愚蠢
mamluk	=Mameluke
biloquilism	=bidialectalism
hepatectomize	切除肝脏
recapitalization	资本结构之改变
recapitalization	资本额的调整
sorry	遗憾的
sorry	遗憾
sorry	对不起的
sorry	对不起
sorry	可怜的
sorry	可怜
sorry	抱歉的
sorry	抱歉
benjamin	本杰明
forbes	杂志
rodder	开快车的人
shore	岸
shore	海滨
shore	支撑柱
shore	支撑
shore	支持
ugrian	乌戈尔人的
ugrian	乌戈尔人
ugrian	乌戈尔语的
ugrian	乌戈尔语
viticetum	藤本植物园
viticetum	葡萄园
semple	出身低微的
semple	出身低微
draffy	糟粕的
draffy	糟粕
draffy	渣滓的
draffy	渣滓
rocksteady	慢拍摇滚乐
rocksteady	慢拍摇滚舞
slavophobist	厌恶斯拉夫人或其影响
lived	有……之生命的
lived	有……之生命
outtrade	在买卖上占……的上风
recommend	推荐
recommend	介绍
recommend	劝告
recommend	使受欢迎
recommend	托付
recommend	使……受欢迎
recommend	使……可取
tongue	舌头
tongue	舌状物
tongue	语言
tongue	说话方式
tongue	口语
tongue	舔
tongue	闲谈
tongue	斥责
tongue	吹管乐器
thirty	三十
unswayed	不动摇的
unswayed	不动摇
unswayed	不为所动的
unswayed	不为所动
unswayed	不受影响的
unswayed	不受影响
slatch	片刻宁静
slatch	一阵安静
toed	有趾的
toed	有趾
toed	斜着钉进去的
toed	斜着钉进去
tibetan	西藏的
tibetan	西藏
tibetan	藏族的
tibetan	藏族
tibetan	藏族人的
tibetan	藏族人
tibetan	西藏语
tibetan	西藏人
tibetan	藏族人
perpetual	永久的
perpetual	永久
tattie	马铃薯
tattie	土豆
anhydrite	硬石膏
anhydrite	无水石膏
pharisaism	法利赛主义
pharisaism	法利赛派
pharisaism	形式主义
haecceity	存在的个体性
haecceity	"此"性
bedridden	卧床不起的
bedridden	卧床不起
linzertorte	林茨果酱夹心大蛋糕
hibernate	冬眠
kalimba	克林巴琴
nonunion	不属于工会的
nonunion	不属于工会
nonunion	不承认工会的
nonunion	不承认工会
unilateralist	主张片面限武论者
cytotropism	细胞互向性
cytotropism	向细胞性
cytotropism	亲细胞性
alure	走廊
stenography	速记
stenography	速记法
looking	有……样子的
looking	有……样子
looking	有……相貌的
looking	有……相貌
pourparler	预备洽商
pourparler	预备交涉
beppu	别府
pinocchio	童话中的主角
ensanguine	满身染血
ensanguine	使成血红色
ensanguine	血染
dismayingly	令人沮丧地
dismayingly	令人沮丧
dismayingly	令人惊愕地
dismayingly	令人惊愕
abeyant	中止的
abeyant	中止
abeyant	暂时搁置的
abeyant	暂时搁置
rugose	有皱纹的
rugose	有皱纹
rugose	多皱纹的
rugose	多皱纹
leptospirosis	细螺旋体病
stratum	层
stratum	社会阶层
frappe	果汁刨冰
frappe	冰冻饮料
frappe	冰镇的
frappe	冰镇
frappe	冰冻过的
frappe	冰冻过
culvert	管路
hogged	拱曲的
hogged	拱曲
appassionato	热情的
appassionato	热情
appassionato	热情的
appassionato	热情
mwt	Master
mwt	of
mwt	Wood
mwt	Technology
mwt	木材工艺学硕士
snort	喷鼻息
snort	喷鼻息
lestobiosis	窃食共生
lestobiosis	偷取异种动物为生
saddlecloth	鞍褥
ideologue	理论家
ideologue	思想家
ideologue	空想家
phrasing	措词
soldanella	高山钟花
sojourner	旅居者
sojourner	寄居者
nugmw	National
nugmw	Union
nugmw	of
nugmw	General
nugmw	and
nugmw	Municipal
nugmw	Workers
nugmw	全国市政及一般工人联合会
doubletree	双驾横木
softball	垒球运动
softball	垒球
bedspring	弹簧床面
multitask	多任务
multitask	使多任务化
undeserving	不值得……的
undeserving	不值得……
bumfreezer	紧身短茄克
kiloton	千吨
kiloton	相当于千吨
kiloton	TNT的核子能量
blacklead	黑铅
blacklead	石墨
overburdensome	过于沉重的
overburdensome	过于沉重
overburdensome	不胜负担的
overburdensome	不胜负担
overburdensome	过于累赘的
overburdensome	过于累赘
mercalli	scale
mercalli	麦加利震级
mercalli	麦氏震级
surrebut	第三次辩驳被告
impede	阻止
pisces	双鱼宫
pisces	双鱼座
pultaceous	=pulpy
reaumur	列氏寒暑表
reaumur	列氏的
reaumur	列氏
lang	=long
relief	免除
relief	救济
relief	调剂
relief	安慰
relief	浮雕
relief	地貌
nondistinctive	无区别的
nondistinctive	无区别
nondistinctive	无辩义作用的
nondistinctive	无辩义作用
selfward	向自己的
selfward	向自己
selfward	朝着自己的
selfward	朝着自己
bennery	扩大国有化并干预私人企业的政策
phosphorate	加磷
phosphorate	使发出磷光
lampoon	强烈讽刺文
lampoon	讽刺
nobler	高贵的
nobler	高贵
nobler	华丽的
nobler	华丽
blazonry	解释纹章的艺术
blazonry	炫示
prejudication	预先判断
alterable	可变的
alterable	可变
alterable	可改的
alterable	可改
nunation	词尾加"n"
sarka	=sharka
kissingly	轻轻地
kissingly	轻轻
stalin	斯大林
footcandle	尺烛光
vasovasostomy	输精管吻合术
humidification	潮湿
shameful	不体面的
shameful	不体面
bailie	市政官
thumbstall	顶针
thumbstall	拇指套
vibrate	摇摆
monachize	成为僧侣
monachize	使成为僧侣
pulpwood	纸浆用木材
hypertrophy	肥大
hypertrophy	过度生长
hypertrophy	过度增大
loyang	见Luoyang
celestialize	使神化
celestialize	使仙化
intergenerational	两代间的
intergenerational	两代间
parachuter	跳伞者
parachuter	伞兵
thrombose	形成血栓
spectinomycin	奇放线菌素
spectinomycin	壮观霉素
spectinomycin	奇霉素
somatogenic	躯体原的
somatogenic	躯体原
somatogenic	体因性的
somatogenic	体因性
uniocular	=monocular
gunmen	枪手
gunmen	持枪的歹徒
gunmen	制造枪械者
retravirus	=retrovirus
washateria	自助洗衣店
corndog	玉米"热狗"
abgrenzung	分立政策
