scholasticism	经院哲学
chafe	擦破
chafe	使恼火
irresistibility	不能抵抗
irresistibility	难敌
hexagon	六角形
hexagon	六边形
czechize	使捷克化
wilbur	威尔伯
laodicean	冷淡的
laodicean	冷淡
laodicean	冷淡
solifluction	泥流
solifluction	泥流作用
academism	学院派
academism	学院风气
art	艺术
art	艺术品
art	技术
art	巧妙
art	美术
requotation	新牌价
requotation	更正牌价
horme	有目的之行动
honeysweet	甜如蜜的
honeysweet	甜如蜜
permeance	浸透
permeance	透过
decenniad	=decennium
premedical	医学院预科的
premedical	医学院预科
premedical	医学院应考课程的
premedical	医学院应考课程
bullace	西洋李的一种
paraphasia	语言错乱
paraphasia	错语症
drest	dress的过去式及过去分词
pasty	面糊似的
pasty	面糊似
pasty	浆状的
pasty	浆状
pasty	苍白的
pasty	苍白
pasty	馅饼
nastic	感性运动的
nastic	感性运动
nastic	倾性的
nastic	倾性
tabulation	作表
tabulation	表格
exactable	可强求的
exactable	可强求
morphophysiology	形态生理学
shogunate	将军职位
shogunate	将军政治
shogunate	幕府时代
rubberdy	=rubbedy
gynecomorphous	=gynaecomorphous
attemperator	保温装置
attemperator	保温器
gprs	General
gprs	Packet
gprs	Radio
gprs	Service
gprs	通用无线分组业务
sabra	土生土长的以色列人
sabra	出生在以色列的犹太人
hinduism	印度教
convictively	有说服力地
convictively	有说服力
convictively	定罪地
convictively	定罪
inclined	倾向……的
inclined	倾向……
nascent	初生的
nascent	初生
friday	星期五
victoria	维多利亚
victoria	四轮折篷马车
princeton	普林斯顿
quadruplication	一式四份
envenomization	螫刺毒作用
divergence	分歧
endothermy	体温的生理调节
endothermy	温血性
endothermy	温血状态
includible	=includable
synonymics	同义词研究
bindle	流浪汉的铺盖卷
bindle	包
paperhanging	裱糊
speleology	洞穴学
koban	警察派出所
theodicy	自然神学
theodicy	神义论
theodicy	神正论
sacristy	圣器收藏室
sacristy	圣器安置所
granola	格兰诺拉麦片
gospeler	传福音的人
gospeler	诵读福音书的人
bisulfite	重亚硫酸盐
bisulfite	酸性亚硫酸盐
anguished	痛苦的
anguished	痛苦
anguished	苦恼的
anguished	苦恼
canephoros	=canephor
dromond	大型快速帆船
sulfamethazine	磺胺甲嘧啶
portrayal	描画
portrayal	描写
treeless	没有树木的
treeless	没有树木
trichotillomania	`trIkEJ9tIlEmeInIE/
trichotillomania	矮发癖
trichotillomania	拔毛发狂
grassless	无草的
grassless	无草
bivalent	二价的
bivalent	二价
reticency	沉默
reticency	沉默寡言
exigible	可要求的
exigible	可要求
exigible	可苛求的
exigible	可苛求
marcottage	空中压条法
heathenish	异教的
heathenish	异教
heathenish	非基督教的
heathenish	非基督教
heathenish	异教徒的
heathenish	异教徒
affair	事务
affair	事件
affair	私事
affair	恋爱事件
affair	风流韵事
gumban	冈巴文化的
gumban	冈巴文化
faln	Fuerzas
faln	Armadas
faln	de
faln	Liberacion
faln	Nacional
homeowner	自己拥有住房者
homeowner	私房屋主
firehouse	消防队
firehouse	消防站
lewes	刘易斯
rant	咆哮
rant	激昂地说
rant	咆哮
rant	激昂的演说
blushingly	红着脸地
blushingly	红着脸
blushingly	羞愧地
blushingly	羞愧
vital	生死攸关的
vital	生死攸关
vital	重大的
vital	重大
vital	生命的
vital	生命
vital	生机的
vital	生机
vital	至关重要的
vital	至关重要
vital	所必需的
vital	所必需
cretic	长短长的韵步
lagrangian	拉格朗日的
lagrangian	拉格朗日
lagrangian	与拉格朗日有关的
lagrangian	与拉格朗日有关
lagrangian	=Lagrangian
lagrangian	function
faq	frequent
faq	asked
faq	questions
faq	常见问题
dayflower	鸭跖草
subtlety	稀薄
subtlety	微妙
subtlety	精明
amianthus	石棉的一种
amianthus	石绒
bil	billion
bil	十亿
deadline	最终期限
phototelescope	照相望远镜
perchlorate	高氯酸盐
labefaction	动摇
labefaction	衰弱
labefaction	恶化
juxtaterrestrial	近陆地的
juxtaterrestrial	近陆
escapology	脱逃术
aforethought	事先考虑的
aforethought	事先考虑
aforethought	预谋的
aforethought	预谋
aforethought	预谋
bds	Bachelor
bds	of
bds	Dental
bds	Surgery
bds	牙科学士
hesychast	静修士
samothrace	萨莫色雷斯岛
deliveryman	送货员
platonism	柏拉图哲学
platonism	柏拉图主义
platonism	精神恋爱
croma	八分音符
reis	里斯
openly	不隐瞒地
openly	不隐瞒
openly	公然地
openly	公然
suppressant	抑制性的
suppressant	抑制性
suppressant	制止的
suppressant	制止
suppressant	遏抑的
suppressant	遏抑
tyrannosaurus	暴龙
articulation	清晰度
rockiness	坚硬性
rockiness	稳固
rockiness	坚固
rockiness	无情
rockiness	冷酷
rockiness	困难
yelk	蛋黄
yelk	卵黄
sapphire	兰宝石
pique	不满
pique	生气
pique	愤怒
pique	伤害……自尊心
pique	使……生气
seleniferous	含硒的
seleniferous	含硒
seleniferous	产硒的
seleniferous	产硒
horsehide	马皮
packet	小包裹
packet	小捆
packet	包装
coauthor	合著者
coauthor	共同执笔者
coauthor	合著
glossina	舌蝇
glossina	采采蝇
plagioclastic	斜长岩的
plagioclastic	斜长岩
javanese	爪哇语
javanese	爪哇的
javanese	爪哇
janet	joint
janet	academic
janet	network
janet	联合科研网
janet	Janet
janet	珍妮特
pursang	纯血的
pursang	纯血
pursang	纯种的
pursang	纯种
reassuring	安心的
reassuring	安心
reassuring	可靠的
reassuring	可靠
diovular	双胚珠的
diovular	双胚珠
diovular	双卵性的
diovular	双卵性
ordines	ordo的复数
endonuclease	核酸内切酶
odette	奥德特
tsutsumu	精美包装术
monofil	单丝
cuniform	楔状骨的
cuniform	楔状骨
metaclass	元类
extenuation	减轻罪孽的借口
extenuation	酌情减轻
extenuation	减轻
extenuation	细
extenuation	瘦削
dotingly	沉溺于爱地
dotingly	沉溺于爱
dotingly	溺爱地
dotingly	溺爱
creaky	叽叽嘎嘎的
creaky	叽叽嘎嘎
chandler	杂货零售商
chandler	蜡烛制造者
unoccupied	没有人住的
unoccupied	没有人住
unoccupied	无人占领的
unoccupied	无人占领
unoccupied	空闭的
unoccupied	空闭
unoccupied	未占领的
unoccupied	未占领
orthograde	直立行走的
orthograde	直立行走
macrobenthos	大型底栖生物
heavenward	朝向天空地
heavenward	朝向天空
heavenward	朝向天国地
heavenward	朝向天国
heavenward	朝向天空的
heavenward	朝向天空
heavenward	朝向天国的
heavenward	朝向天国
headway	进展
headway	净空高度
mithridatism	抗毒性
biocrat	生物学科工作者
lieutenant	陆军中尉
lieutenant	海军上尉
lieutenant	副职官员
makeable	=makable
orgie	纵酒狂欢
orgie	纵欲
orgie	放荡
guipure	以线接穿粗厚花布而成的花边
rupture	破裂
rupture	裂开
rupture	断绝
rupture	割裂
rupture	破裂
rupture	决裂
rupture	敌对
rupture	割裂
lachrymose	爱哭的
lachrymose	爱哭
lachrymose	悲哀的
lachrymose	悲哀
guard	守卫
guard	警戒
guard	护卫队
guard	防护装置
guard	保卫
guard	看守
guard	当心
guard	防止
guard	警惕
guard	警卫
lamellirostrate	扁嘴类的
lamellirostrate	扁嘴类
unplait	解开……的辫子
unplait	使散开
areology	高空气象学
kibbutz	以色列的集体农场
mact	Master
mact	of
mact	Arts
mact	in
mact	College
mact	Teaching
mact	大学教学硕士
paramour	情夫
paramour	情妇
paramour	情人
imamate	伊斯兰教祭司的领土
antimasque	滑稽戏
steed	马
steed	战马
reflower	再开花
reflower	使再开花
oblation	祭品
cuesta	鬣山
cuesta	单面山
bobber	浮子
geostrategic	地缘政治学的
geostrategic	缘政治学
starch	淀粉
starch	拘谨
starch	古板
starch	生硬
starch	淀粉
starch	浆粉
pignorate	把……作为抵押
pignorate	接受……作为抵押
grammaticus	格勒麦蒂克斯
detest	厌恶
detest	憎恨
feud	不和
feud	世仇
feud	封地
feud	封
feud	争执
feud	长期不和
feud	长期争斗
corbina	北美乌鱼
corbina	类似北美乌鱼之海鱼
alb	白麻布圣职衣
aerator	通风装置
structurize	使具有结构
structurize	使结构化
structurize	在结构上组织
farfel	颗粒面
glacialist	冰河学者
atretic	闭锁的
atretic	闭锁
atretic	不通的
atretic	不通
cable	电缆
cable	海底电报
cable	缆
cable	索
cable	打电报
adamantane	金刚烷
cafeteria	自助餐厅
decalog	摩西的十诫
grammatist	=grammarian
expediential	权宜主义的
expediential	权宜主义
expediential	为利益或便利起见的
expediential	为利益或便利起见
berhyme	作诗
berhyme	以诗讽刺或祝贺
fonda	旅馆
assassinate	暗杀
assassinate	行刺
comitative	随伴格
comitative	随伴格的
comitative	随伴格
proletariat	最下层阶级
proletariat	工人阶级
proletariat	尤指无产阶级
fash	令苦恼
fash	令生气
fash	烦恼
fash	麻烦
microgram	微观图
microgram	显微照片
consistency	连结
consistency	结合
consistency	坚固性
consistency	浓度
consistency	密度
consistency	一致性
consistency	连贯性
yoick	唷
joypop	逢场作戏吸毒
joypop	偶在皮下注射毒品
astigmometry	散光度计
hygrology	湿度学
featherweight	非常轻的人或物
featherweight	不重要者
featherweight	最轻量级选手
lanuginous	盖满绒毛的
lanuginous	盖满绒毛
lanuginous	如绒毛的
lanuginous	如绒毛
adamantine	非常坚硬的
adamantine	非常坚硬
adamantine	坚定不移的
adamantine	坚定不移
adamantine	金刚合金
cooncan	一种牌戏
monochasium	单歧聚伞花序
marmoreal	大理石的
marmoreal	大理石
marmoreal	冰冷的
marmoreal	冰冷
teleportation	心灵运输
flecky	斑斑点点的
flecky	斑斑点点
phonily	虚假地
phonily	虚假
phonily	伪造的
phonily	伪造
phonily	假冒的
phonily	假冒
sickener	催吐物
sickener	令人失望或厌倦的事物
preconsonantal	辅音前的
preconsonantal	辅音前
tomb	坟墓
tomb	埋葬
eremophyte	生长在沙漠的植物
causationism	宇宙因果律
klaxon	电喇叭商标名
klaxon	电喇叭
klaxon	高音喇叭
klaxon	高音气笛
astrobiology	天体生物学
astrobiology	太空生物学
sariwon	沙里院
superstitiousness	被邪教所支配
somaliland	索马里兰
ossify	使骨化
ossify	使硬化
ossify	骨化
ossify	硬化
ossify	变得无情
vacuolating	形成空泡的
vacuolating	形成空泡
inexertion	不努力
inexertion	不使劲
inexertion	无行动
rock	岩石
rock	暗礁
rock	石头
rock	摇动
rock	摇摆
rock	使动摇
rock	摇
rock	摇动
biocoenose	=biocoenosis
binche	班什花边
windowful	满窗
adjunct	附件
adjunct	助手
adjunct	附属的
adjunct	附属
tectology	组织构造学
mydriasis	瞳孔散大
mydriasis	散瞳症
swerveless	不转向的
swerveless	不转向
swerveless	坚定不移的
swerveless	坚定不移
denseness	稠密
denseness	密集
denseness	浓厚
determinism	决定论
irghizite	依尔盖茨玻陨石
twelfthtide	主显节节期
twelfthtide	主显节
homograft	自体移植物
homograft	同种移植物
sect	宗派
sect	教派
sect	教士会
sect	流派
sect	部分
sect	段
genialize	使愉悦
genialize	使和蔼
unruffle	安慰
unruffle	将物体弄平
unruffle	使平静
trapper	设阱捕兽者
trapper	矿井风门开关管理员
windswept	风刮的
windswept	风刮
windswept	被风吹扫的
windswept	被风吹扫
windswept	暴露在风中的
windswept	暴露在风中
inefficacy	无效力
inefficacy	无效
deity	神
deity	神性
kinesitherapy	运动疗法
twinset	两件套
twinset	运动衫裤
aristophanic	阿里斯托芬的
aristophanic	阿里斯托芬
aristophanic	阿里斯托芬的戏剧的
aristophanic	阿里斯托芬的戏剧
kame	小沙丘
onding	大雨
onding	大雪
onding	倾泻
familial	家族的
familial	家族
familial	家庭的
familial	家庭
ankus	驯象刺棒
indefensibly	无法辩护地
indefensibly	无法辩护
concisely	简明地
concisely	简明
sulfurator	=sulphurator
outpatient	门诊病人
thrombasthenia	血小板机能不全
spicate	有穗的
spicate	有穗
spicate	穗状花序的
spicate	穗状花序
acquit	宣告无罪
acquit	脱卸义务和责任
acquit	还清
costar	合演者
costar	合演的明星
costar	合演
topman	桅楼守望者
topman	锯木时在上端的人
topman	地面矿工
cortin	肾上腺皮质激素
rodney	流浪者
rodney	游民
rodney	Rodney
rodney	罗德尼
topectomize	给……施行额叶皮质局部切除术
heronsbill	太阳花
ceuta	休达
comprovincial	同地方的
comprovincial	同地方
comprovincial	同一大主教管区的
comprovincial	同一大主教管区
lollingite	砒毒砂
lollingite	斜方砷铁矿
takin	羚牛
takin	扭角羚
hollow	洞
hollow	窟窿
hollow	山谷
hollow	空的
hollow	空
hollow	虚伪的
hollow	虚伪
hollow	空腹的
hollow	空腹
hollow	凹的
hollow	凹
hollow	彻底
hollow	形成空洞
hollow	挖空
hollow	弄凹
triste	悲哀的
triste	悲哀
triste	忧郁的
triste	忧郁
triste	沉闷的
triste	沉闷
coeducational	男女合校的
coeducational	男女合校
handblown	人工吹制的
handblown	人工吹制
overpopulation	人口过剩
bougainvillea	叶子花属
just	正义的
just	正义
just	公正的
just	公正
just	正确的
just	正确
just	应得的
just	应
just	有充分根据的
just	有充分根据
just	正好
just	仅仅
just	刚才
just	只是
just	不过
microwatt	微瓦
idyllic	田园短诗的
idyllic	田园短诗
idyllic	牧歌的
idyllic	牧歌
idyllic	生动逼真的
idyllic	生动逼真
mauser	毛瑟枪
tergal	背的
tergal	背
tergal	背部的
tergal	背部
vocalise	发声
vocalise	元音化
cpu	Central
cpu	Processing
cpu	Unit
cpu	中央处理器
xerography	静电复印术
amdea	Association
amdea	of
amdea	Manufacturers
amdea	of
amdea	Domestic
amdea	Electrical
jubilancy	欢呼
jubilancy	喜气洋洋
englishmen	英国人
tpr	temperature
tpr	pulse
tpr	respiration体温、脉搏、呼吸
reanimation	鼓舞
gnomist	格言作者
headfirst	头向前地
headfirst	头向前
headfirst	不顾前后地
headfirst	不顾前后
skene	短剑的一种
congenital	天生的
congenital	天生
congenital	先天的
congenital	先天
congenital	天赋的
congenital	天赋
physically	身体上地
physically	身体上
range	山脉
range	行列
range	范围
range	射程
range	排列
range	归类于
range	使并列
range	放牧
range	平行
range	延伸
range	漫游
chincough	百日咳
modish	流行的
modish	流行
modish	时髦的
modish	时髦
pasuruan	巴苏鲁安
phototonus	感光性
hemiparasite	半寄生植物
hemiparasite	半寄生物
bashaw	土耳其人对权贵之尊称
bashaw	大人物
diarthrodial	动关节的
diarthrodial	动关节
rindy	有外皮的
rindy	有外皮
rindy	有外壳的
rindy	有外壳
overwrought	过度紧张的
overwrought	过度紧张
overwrought	过劳的
overwrought	过劳
glimmery	轻微发亮的
glimmery	轻微发亮
aviatrix	女飞行家
aviatrix	女飞行员
discovert	无丈夫的
discovert	无丈夫
nouveau	新近到达的
nouveau	新近到达
nouveau	新近产生的
nouveau	新近产生
cephalosporin	头孢菌素
othergates	别种的
othergates	别种
othergates	不同的
othergates	不同
onchocercosis	=onchocerciasis
centralize	集聚
centralize	集中
centralize	施行中央集权
centralize	集中于中央
echinoderm	棘皮类动物
marty	马蒂
cimmerian	西米里族人
cimmerian	极幽暗的
cimmerian	极幽暗
cimmerian	阴惨的
cimmerian	阴惨
maddeningly	令人发狂地
maddeningly	令人发狂
maddeningly	使人恼火地
maddeningly	使人恼火
unphilosophic	非哲学的
unphilosophic	非哲学
unphilosophic	缺乏哲理的
unphilosophic	缺乏哲理
pashka	一种俄式甜点心
disclamation	放弃
disclamation	否认
bibliothetic	书架图书分类的
bibliothetic	书架图书分类
sift	详审
copulae	接合部
snowfield	雪原
snowfield	雪地
snowfield	雪
ruddy	红的
ruddy	红
ruddy	红润的
ruddy	红润
ruddy	变红
religiously	笃信地
religiously	笃信
religiously	虔敬地
religiously	虔敬
practiced	熟练的
practiced	熟练
practiced	老练的
practiced	老练
eeo	Egnal
eeo	Enploymcnt
eeo	Opportunity
eeo	均等就业机会
gull	鸥
gull	易受骗之人
gull	笨人
gull	欺诈
gull	骗
gull	使上当
chubb	丘伯保险锁
fugio	福吉欧
bedsore	褥疮
dao	=dah
dao	Data
dao	Access
dao	Objects
dao	数据访问对象
calicoed	穿印花衣服的
