ovulatory	排卵
denet	The
denet	Danish
denet	Network
denet	for
denet	research
denet	and
denet	Education
denet	丹麦教研网
generalitat	加泰罗尼亚自治区政府
hotdog	卖弄
cariama	=seriema
twaddly	讲蠢话的
twaddly	讲蠢话
twaddly	通篇胡说八道的
twaddly	通篇胡说八道
cornerer	囤积居奇者
cornerer	垄断者
fireside	炉边
fireside	家庭
fireside	炉边的
fireside	炉边
fireside	亲切的
fireside	亲切
fireside	无拘无束的
fireside	无拘无束
cumulocirrus	卷积云
septicemia	败血病
evangelize	传福音
evangelize	使信基督教
pregnancy	怀孕
unoriginal	非独创的
unoriginal	非独创
unoriginal	无创造性的
unoriginal	无创造性
overtoil	使过度疲劳
overtoil	过度疲劳
whitewing	清道夫
whitewing	苍头燕雀
bathychrome	=bathochrome
trank	镇静药
trank	安定药
ziarat	伊斯兰教的圣者墓
ziarat	圣者祠
ziarat	圣墓的朝觐者
treasury	财政部
treasury	国库
coleoptile	胚芽鞘
pedate	鸟足状的
pedate	鸟足状
reverberative	回响的
reverberative	回响
reverberative	反响的
reverberative	反响
modularization	模块化
halfpennyworth	仅值半便士的东西
halfpennyworth	无价值之物
gemstone	经雕琢的宝石
carriageable	可通行马车的
carriageable	可通行马车
carriageable	可携带的
carriageable	可携带
cateyed	在黑暗中能见物的
cateyed	在黑暗中能见物
cateyed	暗中见物的
cateyed	暗中见物
cateyed	像猫眼的
cateyed	像猫眼
dictate	口述
dictate	口授
dictate	使听写
dictate	指令
dictate	指示
dictate	命令
dictate	规定
dictate	指示
perpetrator	犯罪者
perpetrator	作恶者
imbue	浸透
simplist	=simplicist
team	队
team	组
microchannel'	NULL)
pachalic	pasha的领地
pachalic	pasha的领
serow	鬣羚
detumescent	消肿的
detumescent	消肿
detumescent	退肿的
detumescent	退肿
neumes	纽姆符号
sprinkling	洒水
venge	为……报仇
venge	替……复仇
berserkly	疯狂地
berserkly	疯狂
berserkly	狂暴地
berserkly	狂暴
berserkly	狂怒地
berserkly	狂怒
authorized	权威认可的
authorized	权威认可
authorized	审定的
authorized	审定
authorized	经授权的
authorized	经授权
hatter	帽子制造者
hatter	帽商
dustband	防尘圈
suffocate	使窒息
suffocate	噎住
suffocate	闷熄
suffocate	被闷死
suffocate	窒息
suffocate	受阻
cargoboat	货船
hippomobile	马拉车
hippomobile	马拉的车辆
townsman	城市居民
townsman	市民
townsman	同城市的市民
slay	杀
slay	杀死
slay	宰杀
slay	杀害
slay	宰杀
slay	杀死
genoa	热那亚
duit	=doit
subcerebral	大脑下的
subcerebral	大脑下
extramolecular	在分子之外的
extramolecular	在分子之外
roust	惊起
roust	唤醒
roust	激动
roust	驱逐
heroically	英雄地
heroically	英雄
heroically	超人地
heroically	超人
indigirka	印迪吉尔卡河
nastiness	污秽
nastiness	不洁
spiv	游手好闲的人
brasilia	巴西利亚
coupla	两个
coupla	两三个
coupla	几个
corniced	有飞檐的
corniced	有飞檐
indeterminism	非决定论
indeterminism	不可预测
indeterminism	自由意志论
singularism	单元论
toulon	土伦
drawspring	牵簧
scornfulness	轻蔑
westmark	西德马克
erodible	可侵蚀的
erodible	可侵蚀
erodible	易蚀的
erodible	易蚀
telelecture	电话授课
telelecture	电话扬声器
necklace	项链
melanoderm	黑种人
melanoderm	黑人
turco	阿尔及利亚士兵
salah	=salat
radiographer	放射线技师
aery	高处的巢
aery	高处的房子或城堡
uncreative	缺乏创造性的
uncreative	缺乏创造性
uncreative	枯燥无味的
uncreative	枯燥无味
piptonychia	脱甲
quinism	金鸡纳中毒
quinism	奎宁中毒
bine	蔓
bine	藤
isallotherm	等变温线
outride	骑得比……更好
outride	安然度过风暴
yqb	加拿大魁北克机场的代号
sailboarding	帆板运动
kilobytes	千字节
overbred	养育过于优裕的
overbred	养育过于优裕
brecciate	将……作成角砾岩
rheoreceptor	趋流感受器
jessamine	茉莉属
jessamine	茉莉香水
femtojoule	千万亿分之一焦耳
heterodesmic	杂键的
heterodesmic	杂键
emblematical	标志的
emblematical	标志
emblematical	象征的
emblematical	象征
emblematical	典型的
emblematical	典型
sympathism	同情
sympathism	同感
semiologist	记号学家
kitsch	粗劣作品或工艺品
tubbiness	桶状物
tubbiness	粗短
tubbiness	钝音
chromatogram	色谱
chromatogram	层析图
caducity	早落性
caducity	衰老
caducity	暂时
caducity	无常
encrypt	加密
encrypt	将……译成密码
irritancy	烦闷
irritancy	苦恼
irritancy	刺激
glide	滑行
glide	悄悄地走
glide	消逝
glide	滑翔
glide	滑行
glide	滑翔
glide	滑移
glide	滑音
chanteyman	唱水手歌的人
cobelligerence	战时盟国
classicism	古典主义
classicism	古典风格
clambake	室外宴会
clambake	海滨野餐
clambake	烧蛤
clambake	熙熙攘攘的社交集会
tubercular	有小突起的
tubercular	有小突起
tubercular	结节的
tubercular	结节
tubercular	结核的
tubercular	结核
multifamily	多户家庭的
multifamily	多户家庭
multifamily	给多户家庭使用的
multifamily	给多户家庭使用
qualifier	合格的人
qualifier	限定词
qualifier	限定句
cupreous	铜的
cupreous	铜
cupreous	铜色的
cupreous	铜色
cupreous	含铜的
cupreous	含铜
touareg	=Tuareg
gaslight	煤气灯光
gaslight	煤气灯
noncombustibility	不燃物
bustup	争执
bustup	争吵
bustup	斗殴
bacteremia	菌血症
maradi	马腊迪
tinily	极小地
tinily	极小
tinily	微小地
tinily	微小
speakable	可以交谈的
speakable	可以交谈
speakable	可以说得出口的
speakable	可以说得出口
apologete	护教学专家
refloat	再浮起
wolver	猎狼者
myra	迈拉
ataunt	装有全部索具的
ataunt	装有全部索具
ataunt	风帆全张的
ataunt	风帆全张
ataunt	装有全部索具地
ataunt	装有全部索具
fewer	较少数
fewer	较少的
fewer	较少
cumec	立方米秒
scray	普通燕鸥
clamper	鞋底钉
clamper	钳
worksheet	工作表
unsell	劝说而使不赞成
koppie	小山
koppie	丘陵
decolourize	去色
decolourize	漂白
empathetic	移情作用的
empathetic	移情作用
empathetic	感情移入的
empathetic	感情移入
jylland	=Jutland
taphephobia	活埋恐怖
unaligned	不结盟的
unaligned	不结盟
mips	Million
mips	Instructions
mips	Per
mips	Second
mips	每秒百万条指令
sabreur	佩马刀者
vigia	疑位浅滩
vigia	疑存暗礁
indissociable	不能分离的
indissociable	不能分离
stabilify	使稳定
stabilify	使稳固
stabilify	使可靠
opener	开启的人
opener	开始者
hesitating	犹豫的
hesitating	犹豫
hesitating	踌躇的
hesitating	踌躇
atrioventricular	心房与心室的
atrioventricular	心房与心室
atrioventricular	房室的
atrioventricular	房室
weft	织物
weft	信号旗
weft	求救信号
approximate	近似的
approximate	近似
approximate	大约的
approximate	大约
approximate	近似
approximate	接近
approximate	接近
approximate	约计
prophylaxis	预防
deathwatch	临终看护
kitenge	=khanga
cushiony	垫子似的
cushiony	垫子似
cushiony	柔软的
cushiony	柔软
nerchinsk	涅尔琴斯克
syringe	注射器
syringe	注油器
syringe	洗涤器
syringe	注射
syringe	冲洗
syringe	灌洗
trendsetting	创新风的
trendsetting	创新风
waterbuck	非洲大羚羊
complacency	满足
complacency	安心
bhave	倡导
bhave	呼吁地主捐献土地以分给无地的不可接触者
bhave	即"贱民")
heartful	热诚的
heartful	热诚
heartful	真诚的
heartful	真诚
spirocheticide	=spirochaeticide
sextain	六行诗节
barnyard	谷仓前的院地
barnyard	谷仓前的院
barnyard	畜棚场
barnyard	空场
christ	救世主
untried	未试过的
untried	未试过
untried	未经实验的
untried	未经实验
untried	未经检查的
untried	未经检查
untried	未经审讯的
untried	未经审讯
consolable	可安慰的
consolable	可安慰
consolable	可藉慰的
consolable	可藉慰
tufted	装缨球的
tufted	装缨球
tufted	用穗饰的
tufted	用穗饰
tufted	成簇状的
tufted	成簇状
vbi	vertical
vbi	blanking
vbi	interval
vbi	垂直回扫期
eupotamic	在淡水中成长的
eupotamic	在淡水中成长
directly	直接地
directly	直接
directly	立即
eelpot	捕鳗用的细颈篮或其他工具
smolensk	斯摩棱斯克
arose	引发
arose	激起
arose	唤起
sanded	铺满沙的
sanded	铺满沙
sanded	满地是沙的
sanded	满地是沙
sanded	沙地的
sanded	沙
formaldehyde	甲醛
formaldehyde	蚁醛
codetermination	劳资协同经营制度
codetermination	共同决策制
maharashtrian	马哈拉施特拉的
maharashtrian	马哈拉施特拉
internecine	互相残杀的
internecine	互相残杀
internecine	两败俱伤的
internecine	两败俱伤
internecine	内部冲突的
internecine	内部冲突
parson	教区牧师
ichthyosis	鱼鳞癣
spiegeleisen	镜铁
broadsword	阔刀
broadsword	腰刀
axiomatize	使公理化
taylorite	铵钾矾
timidity	胆怯
acousticon	助听器
dying	垂死的
dying	垂死
ploughwright	造犁工
pantelegraph	传真电报
quaverous	颤抖的
quaverous	颤抖
tokay	葡萄酒
bisayan	=Visayan
rhabdomyolysis	横纹肌溶解
greensward	草皮
intagliated	凹雕的
intagliated	凹雕
inelastic	无弹性的
inelastic	无弹性
advisory	顾问的
advisory	顾问
advisory	咨询的
advisory	咨询
advisory	劝告的
advisory	劝告
integrator	综合者
quiet	静止的
quiet	静止
quiet	宁静的
quiet	宁静
quiet	从容的
quiet	从容
quiet	安静
quiet	闲适
quiet	平静下来
quiet	使平静
quiet	使安心
quiet	减轻
charmeuse	查米尤绉缎
charmeuse	软缎
lazulite	天蓝石
agglutinogen	凝集原
homeoplasia	同质成形术
homeoplasia	同质更生
mudcat	鲶
mudcat	鲇
teletex	一种使用互相连结的计算机终端的数据处理和通信系统
raftered	用椽建筑的
raftered	用椽建筑
raftered	椽在天花板上显现的
raftered	椽在天花板上显现
antipodean	正相反对的
antipodean	正相反对
reaganomics	里根经济政策
reprise	年金
reprise	重奏
binit	=binary
binit	digit
socioeconomic	社会经济学的
socioeconomic	社会经济学
singlechip	单片机
underpaint	画底色
playwriting	剧本创作
playwriting	编写剧本
thoroughbred	高尚的、受过良好教养的
thoroughbred	高尚的、受过良好教养
thoroughbred	受过严格训练的人
thoroughbred	受过良好教养的人
thoroughbred	良种动物
schwarzwald	=Black
schwarzwald	Forest
shoeshine	鞋油
shoeshine	擦皮鞋
zealless	无热情的
zealless	无热情
zealless	冷淡的
zealless	冷淡
xeromorphic	旱性结构的
xeromorphic	旱性结构
xeromorphic	旱生型的
xeromorphic	旱生型
inburst	突入
inburst	闯入
inburst	涌入
lampers	=lampas
aerometry	气体测量
aerometry	量气学
snowbound	被雪困住的
snowbound	被雪困住
snowbound	为雪所阻的
snowbound	为雪所阻
perjurer	伪誓者
perjurer	伪证者
statue	以雕像装饰
statue	雕像
mainframe	主机
mainframe	大型机
goner	将死者
goner	落魄的人
goner	无望的人
blunt	钝的
blunt	钝
blunt	生硬的
blunt	生硬
amersfoort	荷兰中部的自治区
antihydrogen	反氢
wiz	奇才
wiz	能手
wiz	行家
endaortitis	主动脉内膜炎
likeness	相象
likeness	相似物
pessary	子宫套
pessary	阴道栓剂
pinner	别扣针的人
pinner	头巾之一种
wealth	财富
wealth	财产
wealth	大量
midshipman	海军学校学生
midshipman	英国海军少尉之侯补军官
intimately	密切地
intimately	密切
snuffers	剪蜡烛芯用剪刀
odalisk	女奴隶
odalisk	婢妾
deviant	不正常的
deviant	不正常
deviant	不正常的人或物
swelter	闷热
swelter	被暑气所苦
swelter	汗流夹背
swelter	使闷热
swelter	使中暑
swelter	闷热
swelter	过度紧张
prolactin	泌乳刺激素
tangibly	可触摸的
tangibly	可触摸
tangibly	可触知地
tangibly	可触知
tangibly	明白地
tangibly	明白
armiger	有佩带徽章权利的人
armiger	替骑士拿盔甲的侍从
zoogenic	由动物传染的
zoogenic	由动物传染
zoogenic	源于动物的
zoogenic	源于动物
acetimeter	醋酸比重计
wooingly	吸引人地
wooingly	吸引人
wooingly	迷人地
wooingly	迷人
complicated	复杂的
complicated	复杂
complicated	难解的
complicated	难解
chivalresque	适合于骑士时代的
chivalresque	适合于骑士时代
assuan	=Aswan
revises	修正
revises	改订
revises	修正
revises	改订
intensity	强烈
intensity	剧烈
intensity	强度
intensity	亮度
scrimp	过度缩减
scrimp	克扣
scrimp	节省或精打细算
scrimp	不足的
scrimp	不足
scrimp	吝啬的
scrimp	吝啬
provision	供应
provision	供应品
provision	预备
provision	防备
provision	规定
pleurodynia	胸膜痛
pleurodynia	肋肌痛
thoracectomy	胸廓部分切除术
efferent	输出管
approbation	官方批准
approbation	认可
approbation	嘉许
spectra	范围
spectra	光谱
dysautonomia	家族性自主神经异常
snuzzle	用鼻子挨擦
tampala	雁来红
tampala	老少年
tankful	满槽
pentadactyl	有五指的
pentadactyl	有五指
thermojet	热力喷射发动机
teetotaler	绝对禁酒者
teetotaler	禁酒主义者
clamatorial	京燕的
clamatorial	京燕
clamatorial	叫禽类的
clamatorial	叫禽类
benefaction	恩惠
benefaction	善行
benefaction	施予
waterside	水边
waterside	河畔
waterside	水边的
waterside	水边
waterside	在湖畔的
waterside	在湖畔
agroecosystem	农业生态系统
convalescent	康复期的
convalescent	康复期
convalescent	渐愈的
convalescent	渐愈
citrinin	橘霉素
countertop	工作台面
guideboard	路标
issue	出版
issue	发行
issue	发给
issue	子女
issue	后嗣
salet	=sallet
sinaic	=Sinaitic
grandnephew	甥孙
crag	峭壁
mastercard	万事达信用卡
forequarter	一侧的前半部
evanescence	逐渐消失
evanescence	容易消失
evanescence	幻灭
evanescence	瞬息
grounded'	NULL)
dactyloscopy	指纹鉴定
hydrargyrum	汞
hydrargyrum	水银
turfman	赛马迷
anklet	脚镯
anklet	短袜
anklet	脚镣
symmetallism	混合本位制
tularemia	野兔病
spathal	=spathaceous
underfed	营养不良的
underfed	营养不良
underfed	吃得不饱的
underfed	吃得不饱
danceable	适合跳舞的
danceable	适合跳舞
acarpellous	无心皮的
acarpellous	无心皮
ladyship	贵妇人的身份
ladyship	夫人
ladyship	小姐
lockpicker	为人堕胎者
terrible	很糟的
terrible	很糟
terrible	极坏的
terrible	极坏
terrible	可怕的
terrible	可怕
terrible	骇人的
terrible	骇人
fanfaronade	大言不惭
fanfaronade	吹牛
antecede	先前
antecede	先行
alicyclic	脂环族的
alicyclic	脂环族
parrakeet	马尾鹦鹉
ventripotent	大腹的
ventripotent	大腹
ventripotent	贪食的
ventripotent	贪食
seeress	女预言家
roncador	叫鱼
hemophobia	出血恐怖
hemophobia	血液恐怖
baggage	行李
baggage	辎重
discontinuity	断绝
discontinuity	不连续
discontinuity	中断
exactly	正确地
exactly	正确
exactly	严密地
exactly	严密
vitoria	维多利亚
kingwana	金瓦那语
royally	象王族
royally	庄严地
royally	庄严
coolant	冷冻剂
coolant	冷却液
coolant	散热剂
disheartenment	气馁
disheartenment	沮丧
vaticinate	预言
vaticinate	预告
topee	遮阳帽
topee	软草帽
reuse	再使用
reuse	重新使用
contorted	扭曲的
contorted	扭曲
contorted	弯曲的
contorted	弯曲
endarch	内始式的
endarch	内始式
readjustment	再调整
readjustment	重新整理
antipoetic	反传统作诗法的
antipoetic	反传统作诗法
antipoetic	反传统诗体的
antipoetic	反传统诗体
conductress	女向导
conductress	女性乐队长
conductress	女车长
plebeianism	庶民风格或性质
plebeianism	粗俗
unthinkable	不能想象的
unthinkable	不能想象
unthinkable	想象不到的
unthinkable	想象不到
unthinkable	不可思议的
unthinkable	不可思议
unthinkable	过分的
unthinkable	过分
whiny	好发牢骚的
whiny	好发牢骚
whiny	嘀咕不停的
whiny	嘀咕不停
whiny	烦躁的
whiny	烦躁
whittuesday	圣灵降临节后的第一个星期二
rhodospermous	红藻科的
rhodospermous	红藻科
rhodospermous	属于红藻科的
rhodospermous	属于红藻科
sonorize	使浊音化
excepting	除……外
excepting	除非
excepting	除……之外
gerefa	英国昔日之一行政官
vitals	重要器官
vitals	要害
vitals	命脉
laminarize	使层化
siller	银
siller	金钱
amyloidal	淀粉质的
amyloidal	淀粉质
amyloidal	含淀粉的
amyloidal	含淀粉
moralless	无寓意的
moralless	无寓意
femur	腿节
femur	股节
villainously	恶徒地
villainously	恶徒
villainously	邪恶地
villainously	邪恶
vitelline	卵黄的
vitelline	卵黄
