epergne	饰盘
verbosity	冗长
delegalize	使失去法律效力
kyudo	弓道
solicitant	请求的
solicitant	请求
solicitant	恳求的
solicitant	恳求
solicitant	乞求的
solicitant	乞求
solicitant	征求的
solicitant	征求
telelectroscope	电传照相机
finial	叶尖饰
finial	尖顶饰
finial	顶尖
finial	物件顶端的装饰物
tonne	公吨
collagenase	胶原酶
crow	乌鸦
crow	似乌鸦的鸟
crow	撬棍
crow	啼叫
crow	报晓
crow	格格地笑
parotitis	腮腺炎
laxative	放松的
laxative	放松
coalitionist	联合论者
rhizocephalous	根头目的
rhizocephalous	根头目
cockfighting	斗鸡
cockfighting	斗鸡的
cockfighting	斗鸡
telesthesia	精神感应
telesthesia	心心相印
cenospecies	群型种
cenospecies	杂交种
knotgrass	软花属植物
immunodepression	=immunosuppression
anhysteretic	非滞后的
anhysteretic	非滞后
ambulacral	步带的
ambulacral	步带
furculum	=furcula
ninepins	九柱戏或其木柱
complaisance	彬彬有礼
complaisance	殷勤
complaisance	柔顺
flying	飞扬的
flying	飞扬
flying	飞速的
flying	飞速
flying	飞行
flying	飞花
geum	水杨梅属植物
transpacific	横渡太平洋的
transpacific	横渡太平洋
transpacific	太平洋彼岸的
transpacific	太平洋彼岸
inexorably	无情地
inexorably	无情
inexorably	冷酷地
inexorably	冷酷
venenate	使中毒
venenate	放出毒液
polycotyledon	多子叶植物
cribbing	剽窃
cribbing	抄袭
crestless	无冠毛的
crestless	无冠毛
crestless	卑微的
crestless	卑微
crestless	出身低下的
crestless	出身低下
tenantless	无人租赁的
tenantless	无人租赁
tenantless	无人居住的
tenantless	无人居住
halfhearted	不认真的
halfhearted	不认真
halfhearted	不热心的
halfhearted	不热心
nctm	National
nctm	Council
nctm	of
nctm	Teachers
nctm	of
nctm	Mathematics
nctm	全国数学教师理事会
periodontium	牙周组织
freestone	核肉分离的果实
freestone	果肉与核容易分开的
freestone	果肉与核容易分开
wristdrop	腕垂症
wristdrop	手垂症
lear	Shakespeare
lear	著中的主人翁
contender	斗争者
contender	竞争者
whippersnapper	傲慢的家伙
whippersnapper	自以为了不起的年青人
whippersnapper	不重要的人
superhelical	超螺旋的
superhelical	超螺旋
humiliation	羞辱
humiliation	蒙耻
raglan	套袖大衣
virgin	处女
virgin	处男
virgin	处女的
virgin	处女
virgin	童贞的
virgin	童贞
virgin	纯洁的
virgin	纯洁
virgin	洁白无瑕疵的
virgin	洁白无瑕疵
virgin	未被玷污的
virgin	未被玷污
virgin	原始的
virgin	原始
virgin	处于原耒状态的
virgin	处于原耒状态
virgin	未采伐过的森林
virgin	美国著名游戏软件公司
pintail	针尾鸭
dependably	可信任地
dependably	可信任
triglyceride	甘油三酸酯
footstep	脚步
footstep	脚步声
footstep	一步跨出去的距离
orometry	山岳高度测量
dichroic	二向色的
dichroic	二向色
dichroic	二色性的
dichroic	二色性
hongkong	香港
solidago	一枝黄花
dyer	染房
dyer	染工
ventilator	通风设备
ventilator	空调机
hydrocephalus	脑水肿
hydrocephalus	脑积水
hydrocephalus	患脑积水的
hydrocephalus	患脑积水
benfactress	女捐助人
benfactress	女施主
benfactress	女恩人
unsteadiness	不稳定
unsteadiness	摇摆
distort	弄歪
distort	误报
customise	=customize
handicraftsman	手艺人
handicraftsman	巧手
handicraftsman	工匠
catabolic	分解代谢的
catabolic	分解代谢
catabolic	异化的
catabolic	异化
admiring	赞赏的
admiring	赞赏
admiring	钦佩的
admiring	钦佩
mudir	穆迪厄
yawn	打呵欠
yawn	张开
yawn	裂开
yawn	呵欠
fresher	大学一年级新生
fresher	新鲜人
maricon	同性恋男子
kelotomy	n疝切开术
veracity	说真实话
veracity	老实
veracity	诚实
veracity	准确性
veracity	精确性
antimere	对称部分
antimere	体辐
jindyworobak	维护澳洲传统的团体之一员
hydraemia	水血症
hydraemia	稀血症
hydraemia	血水分过多
milliwatt	毫瓦
cybernetist	控制论专家
pamlico	Sound帕姆利科湾
galingale	一种姜科植物的根
galingale	萱的一种
proteinuria	蛋白尿
kirsch	樱桃酒
fetta	=feta
nonillionth	10的30次幂
fragmentate	碎裂
vicariously	代理地
vicariously	代理
vicariously	担任代理者地
vicariously	担任代理者
bilgy	舱底水般的
bilgy	舱底水般
bilgy	舱底水般臭味的
bilgy	舱底水般臭味
rejector	拒绝者
rejector	否决者
woolgather	心不在焉
woolgather	胡思乱想
sectary	属于某宗派的人
sectary	非教会派的新教徒
ugc	University
ugc	Grants
ugc	Committee
ugc	大学赠款委员会
rurality	田园风味
rurality	田园风光
scotticize	具有苏格兰风格
scotticize	使苏格兰化
cleaners	洗衣店
paktong	白铜
romney	罗姆尼羊
uk	United
uk	Kingdom
uk	英国
safebreaker	撬开保险箱行劫
fursemide	=furosemide
groundwater	地下水
geotectonic	大地构造的
geotectonic	大地构造
geotectonic	地壳构造的
geotectonic	壳构造
akathisia	静坐不能
buffet	餐具柜
buffet	小卖部
buffet	殴打
buffet	打击
buffet	打击
buffet	搏斗
footgear	鞋袜
colourist	善用色彩者
colourist	五彩画家
pathosis	病态
romaine	莴苣的一种
soliloquise	=soliloquize
derm	=dermis
latinize	译成拉丁语
latinize	使拉丁化
macrochemistry	常量化学
hispid	有硬毛的
hispid	有硬毛
hispid	多刚毛的
hispid	多刚毛
atmolysis	分气
simplify	单一化
simplify	简单化
gentlewomanlike	=gentlewomanly
crone	干瘪老丑婆
subsample	子样品
subsample	二次抽样样品
subsample	对……作二次抽样
docetae	幻影说教派
jukes	一个假想的疾病
jukes	贫穷与犯罪数代相传的纽约家族
lubumbashi	卢本巴希(旧称伊利沙伯维尔
neuroleptanalgesia	安定止痛
interpellator	提出质询者
grantsman	精于获得捐款者
duodenectomy	十二指肠切除术
ironical	讽刺的
ironical	讽刺
ironical	用反语的
ironical	用反语
mesnalty	中间领主的封地
mesnalty	中间领主的封
catalanist	加泰罗尼亚独立主义分子
nonsolvent	非溶剂
croatian	克罗地亚人的
croatian	克罗地亚人
biocycle	生物环
expatiatory	详述的
expatiatory	详述
expatiatory	冗长的
expatiatory	冗长
conclavist	红衣主教
conclavist	教皇所带的侍从
tendance	照顾
tendance	服侍
overnice	过分讲究的
overnice	过分讲究
overnice	过于挑剔的
overnice	过于挑剔
macau	=Macao
zyzzyva	象鼻虫
benzosulphimide	邻磺酰苯甲酰亚胺
benzosulphimide	糖精
phorbol	佛波醇
horsemanship	马术
aeroplanist	飞行家
milliammeter	毫安表
electively	选举地
electively	选举
electively	可选地
electively	可选
cithern	类似吉他的乐器
calmbelt	无风带
nonentity	不存在
ephebe	男青年
plotline	情节主线
plotline	主要情节
stereoscopic	实体镜的
stereoscopic	实体镜
stereoscopic	有立体感的
stereoscopic	有立体感
virescent	开始呈现绿色的
virescent	开始呈现绿色
virescent	淡绿色的
virescent	淡绿色
virescent	带绿的
virescent	带绿
untutored	未受教育的
untutored	未受教育
untutored	粗野的
untutored	粗野
untutored	幼稚的
untutored	幼稚
untutored	与教育无关的
untutored	与教育无关
blowsy	=blowzy
huntington	亨廷顿
trypanosomiasis	锥虫病
spriggy	小树枝多的
spriggy	小树枝多
spriggy	嫩枝多的
spriggy	嫩枝多
thermobattery	温差电池
gamic	性的
gamic	性
gamic	受精的
gamic	受精
fibrillation	纤维性颤动
fibrillation	心室纤维颤动
chinghai	见Qinghai
faintheart	懦夫
faintheart	怕事人
faintheart	无决断力的人
faintheart	懦弱的
faintheart	懦弱
faintheart	无决断的
faintheart	无决断
progeniture	子孙
progeniture	后裔
cottager	住在农舍者
cottager	佃农
chirr	唧唧叫
chirr	唧唧叫声
carmel	卡梅尔
jocose	诙谐的
jocose	诙谐
disdainfully	轻蔑地
disdainfully	轻蔑
flypast	空中分列
flypast	致礼飞行
bugler	喇叭手
ungrudging	慷慨的
ungrudging	慷慨
ungrudging	情愿的
ungrudging	情愿
juicily	多汁地
juicily	多汁
stock	树干
stock	库存
stock	股票
stock	股份
stock	托盘
stock	祖先
stock	血统
stock	原料
stock	股票的
stock	股票
stock	普通的
stock	普通
stock	常备的
stock	常备
stock	存货的
stock	存货
stock	繁殖用的
stock	繁殖用
stock	装把手于
stock	进货
stock	备有
stock	放牧
stock	出新芽
stock	采购
footballer	足球员
footballer	足球选手
algetic	痛的
algetic	痛
distinctly	清楚地
distinctly	清楚
distinctly	显然
digitally	数位
handbook	手册
handbook	便览
intel	美国英特尔公司
intel	以生产CPU芯片著称
judder	急剧的变化
judder	颤抖
judder	颤抖
materially	本质上
materially	物质上
materially	重大
pullman	卧车
pullman	普式火车
xoanon	神雕的木像
bateau	小舟
slacken	松弛
slacken	放慢
slacken	减弱
slacken	减少
slacken	减缓放慢
reexport	再输出
reexport	再出口
reexport	再输出
reexport	再出口的货物
japanism	日本精神
spottable	容易沾上污渍的
spottable	容易沾上污渍
weekly	每星期的
weekly	每星期
weekly	一周的
weekly	一周
weekly	每周一次
weekly	周刊
weekly	周报
ethmoid	筛骨的
ethmoid	筛骨
ethmoid	筛骨
coleslaw	凉拌卷心菜
unique	唯一的
unique	唯一
unique	独特的
unique	独特
inspect	检查
inspect	视察
inspect	检查
auriculoventricular	=atrioventricular
hyperphagia	摄食过量
hyperphagia	食欲过盛
stonecutter	石匠
stonecutter	石工
stonecutter	琢石机
inornate	不加修饰的
inornate	不加修饰
inornate	朴素的
inornate	朴素
lob	打缓慢的球
lob	蹒跚地走
lob	笨重的人
lob	高球
repique	先赢30分的胜局
comestible	可吃的
comestible	可吃
comestible	食物
item	一则
item	一条
epizoite	n
epizoite	体外寄生
groupthink	集体考虑
groupthink	集体审议
admittance	入场权
admittance	准入
estimative	被估计的
estimative	被估计
lymphopenia	淋巴球减少症
gruppetto	回音
anodize	阳极电镀
anodize	作阳极化处理
therology	哺乳动物学
deltiologist	图画明信片收藏家
megakaryocyte	巨核细胞
cetane	十六烷
cetane	鲸蜡烷
ashlar	琢石
ashlar	方石堆
deferrable	可延期的
deferrable	可延期
deferrable	可暂缓的
deferrable	可暂缓
deferrable	可缓征的
deferrable	可缓征
transverter	换流器
inflexion	变音
inflexion	转调
inflexion	弯曲
inflexion	拐点
ionophore	离子载体
proletarianization	无产阶级化
hypoglossal	舌下神经
hypoglossal	舌下的
hypoglossal	舌下
hypoglossal	舌下神经的
hypoglossal	舌下神经
pollinose	体表覆盖粉面的
pollinose	体表覆盖粉面
headend	数据转发器
omnifocal	双光镜片的
omnifocal	双光镜片
dignitary	权贵
dignitary	高官
dignitary	高僧
dignitary	显要人物
hulloa	=hello
anorthosite	一种粒状火成岩
anorthosite	钙长石
exclude	拒绝接纳
exclude	把……排除在外
exclude	排斥
croft	小农地
croft	小农
raindrop	雨滴
raindrop	雨点
irritable	易怒的
irritable	易怒
irritable	急躁的
irritable	急躁
appellee	被告
appellee	被上诉人
pelorus	哑罗经
pelorus	罗经刻度盘
forfeiture	丧失
forfeiture	没收物
forfeiture	罚款
levite	利未人
melilla	梅利利亚
ototoxic	耳毒性的
ototoxic	耳毒性
roster	值勤人
roster	名簿
roster	花名册
roster	逐项登记表
dactylitis	指炎
dactylitis	趾炎
nasi	米饭
electromagnetic	/
electromagnetic	cs/I9lektrEJmA^`sm/IlektrEJ5mA^ntIk/
electromagnetic	电磁的
electromagnetic	电磁
sackload	一大袋
sackload	一大包
metarule	超规则
deafen	使聋
deafen	变聋
hurry	匆忙
hurry	加速
hurry	匆忙
hurry	仓促
estradiol	雌二醇
estradiol	强力求偶素
darned	岂有此理的
darned	岂有此理
darned	非常
darned	可恨的
darned	可恨
darned	岂有此理地
darned	岂有此理
darned	可恨地
darned	可恨
darned	非常
recife	累西腓(即伯尔南布科
bourgeon	萌发
bourgeon	发展
indictment	控告
circulating	循环
circulating	流通
coreless	无果心的
coreless	无果心
coreless	无核心的
coreless	无核心
coreless	无芯的
coreless	无芯
stirps	种族
stirps	祖先
schemer	计划者
schemer	阴谋家
schemer	谋士
ultramicro	=ultramicroscopic
ewelease	母羊牧地
ewelease	母羊牧
sublease	转租
disemployment	开除
disemployment	解雇
halometer	盐量计
nhl	National
nhl	Hockey
nhl	League
nhl	全国曲棍球联合会
rebelliously	造反地
rebelliously	造反
rebelliously	难以控制地
rebelliously	难以控制
slily	狡猾的
slily	狡猾
slily	顽皮地
slily	顽皮
gynocracy	妇女政治
bikie	骑摩托车的人
anend	向纵长方向
anend	径直向前
tripolitania	的黎波里塔尼亚
swedish	瑞典人
swedish	瑞典语
swedish	瑞典的
swedish	瑞典
prologuize	=prologize
rhapsody	狂想曲
jointweed	海滨假蓼
sheldrake	雄麻鸭
sheldrake	秋沙鸭
tachylyte	玄武玻璃
parallelity	平行
parallelity	平行的排列
parallelity	平行性
headshaking	摇头
knave	流氓
mudder	善于在泥地上跑的马
tantalize	逗弄
tantalize	使干着急
castaway	被抛弃的人
castaway	坐船遇难者
castaway	漂流者
castaway	被抛弃的
castaway	被抛弃
castaway	无价值的
castaway	无价值
castaway	遭难的
castaway	遭难
laverbread	莱佛面包
clout	敲打
clout	轻叩
clout	破布
clout	叩
clout	敲一下
hypnogenesis	催眠
cpe	customer
cpe	premises
cpe	equipment
cpe	客户前端设备
coolsville	=coolville
panegyrize	颂扬
panegyrize	称赞
kaiserism	独裁专制统治
federatively	联盟地
federatively	联盟
federatively	联邦地
federatively	联邦
horrifiedly	毛骨悚然地
horrifiedly	毛骨悚然
horrifiedly	惊骇地
horrifiedly	惊骇
stoolball	类似板球的古代球戏的一种
costumey	服饰太过豪华奢侈的
costumey	服饰太过豪华奢侈
geomagnetism	地磁
geomagnetism	地磁学
sculpin	一种鱼
sculpin	饭桶
alienor	让渡人
relet	转租
relet	续租
scorification	造渣
precision	精确
precision	精密度
precision	精度
postexilic	放逐到巴比伦后的
postexilic	放逐到巴比伦后
adrenolytic	抗肾上腺素的
adrenolytic	抗肾上腺素
flavone	黄酮
tarriance	拖延
tarriance	耽搁
iec	国际电工委员会
pozzy	=possie
tender	嫩的
tender	嫩
tender	温柔的
tender	温柔
tender	软弱的
tender	软弱
proposition	主张
proposition	建议
proposition	陈述
proposition	命题
decca	台卡导航系统
indecipherability	无法辨读
indecipherability	无法破解
fibrescope	纤维内窥镜
artlessly	天真烂漫地
artlessly	天真烂漫
artlessly	淳朴地
artlessly	淳朴
gangtok	甘托克
fasciately	扁化地
fasciately	扁化
fasciately	簇生地
fasciately	簇生
isohemolysis	同族溶血作用
emulsify	使乳化
unflappable	不易惊慌的
unflappable	不易惊慌
unflappable	镇定的
unflappable	镇定
quartal	以四度音程为基础的
quartal	以四度音程为基础
apodal	无足动物的
apodal	无足动物
apodal	无腹鳍的
apodal	无腹鳍
terrifying	极大的
terrifying	极大
terrifying	可怕的
terrifying	可怕
turgent	=turgid
bracteate	有苞的
bracteate	有苞
electrogram	电描记图
duckery	养鸭场
cenogamy	共夫共妻制
doorstone	门前之阶石
dorbeetle	金龟子
undercarriage	起落架
undercarriage	车盘
undercarriage	着陆装置
snapback	突然将球踢回
snapback	中锋
multivariate	多变量的
multivariate	多变量
multivariate	多元的
multivariate	多元
nonteaching	非教学的
nonteaching	非教学
nonteaching	与教学无关的
nonteaching	与教学无关
newey	=newie
garrocha	赶牛棒
indoctrinate	灌输
weary	疲倦的
weary	疲倦
weary	厌倦的
weary	厌倦
weary	令人厌烦的
weary	令人厌烦
weary	疲劳
weary	疲倦
weary	厌倦
weary	厌烦
neozoic	新生代的
neozoic	新生代
deduck	扣除额
deduck	减免额
freewiller	相信自由意志论的人
gooseneck	曲如鹅颈之物
gooseneck	雁颈
gooseneck	鹅颈管
recaption	取回
recaption	领回
emplace	放列
emplace	安置
emplace	安放
candidature	候选人的地位
candidature	候选人资格
medicaster	江湖医生
medicaster	庸医
peddler	小贩
peddler	传播者
hemiopia	偏盲
hemiopia	一侧视力缺失
circumaviate	围绕着底部的
circumaviate	围绕着底部
tergiversate	推托
tergiversate	背叛
tergiversate	自相矛盾
protyle	玄质
protyle	始质
lessening	减轻
lessening	减少
lessening	变小
earthenware	土器
earthenware	陶器
bleed	使出血
bleed	放血
granolithic	人造石铺面
