daishiki	=dashiki
address	致辞
address	演讲
address	说话的技巧
address	向……致辞
address	演说
address	写姓名地址
address	从事
address	忙于
cyanogenic	生氰的
cyanogenic	生氰
mutator	=mutator
mutator	gene
ol	Old
ol	Latin
achromatophil	拒色组织
agate	玛瑙
agate	5
agate	5点铅字
oreide	=oroide
thanatocoenosis	生物尸积群
aeolis	伊奥利亚
saltless	无盐的
saltless	无盐
saltless	无味的
saltless	无味
spontaneous	自发的
spontaneous	自发
spontaneous	自然产生的
spontaneous	自然产生
geratology	衰老学
geratology	老年医学
neoisolationism	新孤立主义
vail	n小费
vail	放下
vail	脱下
vail	有利于
vail	降低
vail	脱帽
vail	有利
vail	有助
pereon	=pereion
musty	发霉的
musty	发霉
musty	有霉味的
musty	有霉味
musty	冷淡的
musty	冷淡
rowover	一路领先
rowover	轻易取胜
shareout	配给物
acknowledgment	承认
acknowledgment	承认书
acknowledgment	感谢
beehive	蜂窝
beehive	蜂箱
psychometry	心理测定学
psychometry	心灵占卜术
egocentric	自我中心的
egocentric	自我中心
egocentric	利己主义的
egocentric	利己主义
egocentric	利己主义者
musicophobia	对音乐的反常恐惧
babette	芭贝特
yellowbark	皮
counterspy	反间谍
tricuspid	有三个尖头的
tricuspid	有三个尖头
tricuspid	三尖瓣
posttyphoid	伤寒后的
posttyphoid	伤寒后
ablation	消融
ablation	切除
busty	大胸脯的
busty	大胸脯
busty	乳房丰满的
busty	乳房丰满
servingwoman	女仆
servingwoman	女佣人
thigmotaxis	趋触性
subkingdom	门
outmode	使过时
panoramic	全景的
panoramic	全景
monty	必定的事物
plumbate	铅酸盐
accouplement	系木
lawmaker	立法者
chongqing	重庆
semiaxis	半轴
cervantite	白安矿
microbiology	微生物学
swineherd	养猪的人
reminiscence	回想
reminiscence	记忆力
reminiscence	怀旧
swordproof	刀剑不入的
swordproof	刀剑不入
cherimoya	番荔枝
cherimoya	番荔枝之果
erythema	红斑
erythema	非冻疮
maieutic	接生术的
maieutic	接生术
maieutic	使对方领悟的
maieutic	使对方领悟
keramics	陶器
pithos	大口陶瓷坛
visualize	形象
visualize	形象化
visualize	想象
visualize	显现
archaian	古代的
archaian	古代
dicing	掷骰子
dicing	菱形装饰
ulmaceous	榆科的
ulmaceous	榆科
rodomontade	大言不惭
rodomontade	吹牛
rodomontade	自吹的
rodomontade	自吹
rodomontade	吹牛的
rodomontade	吹牛
rodomontade	说大话
rodomontade	大言不惭
unwreathe	解开
unwreathe	展开
unwreathe	使解缠
byrd	Land=Marie
byrd	Byrd
byrd	Land
synchrotron	同步加速器
intersectional	交叉的
intersectional	交叉
intersectional	区际的
intersectional	区际
scrum	扭打
scrum	混乱
scrum	两队并列争球
typesetter	排字工人
typesetter	排字机
anagrammatize	作拼字游戏
idoneity	适合
idoneity	适用
earing	耳索
waiter	侍者
waiter	服务员
ascendancy	优势
ascendancy	支配地位
swear	诅咒
swear	宣誓
swear	发誓
schatz	宝贝
schatz	心肝
schatz	亲爱的
schatz	亲爱
jumpiness	跳动
jumpiness	易变
least	最小的
least	最小
least	最少的
least	最少
least	最少
least	最小
healingly	康复中地
healingly	康复中
healingly	复原中地
healingly	复原中
densely	浓密地
densely	浓密
densely	浓厚地
densely	浓厚
quarry	采石场
quarry	来源
quarry	挖出
quarry	苦心找出
quarry	费力地找
kalahari	喀拉哈里沙漠
befit	适合
bankrupt	破产者
bankrupt	破产了的
bankrupt	破产了
bankrupt	完全丧失
bankrupt	使破产
unshaved	未剃须的
unshaved	未剃须
unshaved	未修面的
unshaved	未修面
unshaved	未刮脸的
unshaved	未刮脸
scintiscan	闪烁扫描
inarticulate	口齿不清的
inarticulate	口齿不清
inarticulate	说话不连贯的
inarticulate	说话不连贯
inarticulate	不善于表达的
inarticulate	不善于表达
inarticulate	无关节的
inarticulate	无关节
haidan	海达族人的
haidan	海达族人
buckeye	七叶树之类
buckeye	美国俄亥俄州人
nonsedimentable	不能沉淀的
nonsedimentable	不能沉淀
sluit	深沟
preliterate	文字出现以前的
preliterate	文字出现以前
auroral	曙光的
auroral	曙光
auroral	极光的
auroral	极光
auroral	玫瑰色的
auroral	玫瑰色
laborer	劳动者
laborer	壮工
antifouling	防污的
antifouling	防污
antifouling	防塞的
antifouling	防塞
receiptor	收受人
receiptor	被扣押财产的受托保管人
saipan	塞班岛
keratolytic	角质层分离的
keratolytic	角质层分离
keratolytic	促成脱皮的
keratolytic	促成脱皮
napkin	餐巾
napkin	餐巾纸
napkin	月经带
roentgenometry	X光测定法
throw	投
throw	掷
throw	扔
throw	抛
throw	把骑者摔在地上
throw	使苦恼
throw	惊忧
throw	投掷
affectlessly	冷酷无情地
affectlessly	冷酷无情
homeotypic	同型的
homeotypic	同型
clarino	尖音
clarino	小号
clarino	号角声
qst	发给有执照的业余无线电操作人员的通用信号
homeroom	学生接受指导的教室
beside	在旁边
beside	和……比较
goods	货物
goods	工具
nearly	几乎
nearly	密切地
nearly	密切
oppose	反对
oppose	使对立
oppose	使对抗
oppose	抗争
oppose	反对
dropcloth	罩单
incognizant	没有意识到的
incognizant	没有意识到
coriolanus	科里奥兰纳斯
metapsychology	超心理学
pamphleteer	小册子作者
pamphleteer	写小册子
motivational	动机的
motivational	动机
motivational	有关动机的
motivational	有关动机
getatable	可接近的
getatable	可接近
seditty	=saditty
narcolepsy	嗜眠发作
duffer	笨蛋
duffer	不明道理的人
shemitic	闪族的
shemitic	闪族
shemitic	闪族人的
shemitic	闪族人
spadger	小男孩
onychophagia	咬甲癖
overthrow	推翻
overthrow	打倒
overthrow	扔得过远得球
overthrow	打倒
overthrow	推翻
overthrow	颠覆
acetamide	乙酰胺
finsteraarhorn	芬斯特腊尔霍恩峰
softness	柔和
softness	温柔
omnirange	多向导航系统
outpost	前哨
outpost	边区村落
antimissile	反导弹的
antimissile	反导弹
conatus	自然倾向
conatus	天然发生力
orthogenesis	直生现象
orthogenesis	直生论
paleichthyology	=paleoichthyology
friendless	没有朋友的
friendless	没有朋友
friendless	无依无靠的
friendless	无依无靠
gushing	迸出的
gushing	迸出
gushing	涌出的
gushing	涌出
gushing	喷出的
gushing	喷出
gushing	过分热情的
gushing	过分热情
gushing	易动感情的
gushing	易动感情
isoproterenol	异丙肾上腺素
ballcarrier	带球进攻的球员
automotive	汽车的
automotive	汽车
automotive	自动推进的
automotive	自动推进
ugsome	可怕的
ugsome	可怕
ugsome	讨厌的
ugsome	讨厌
folderol	废物
folderol	废话
folderol	不值钱的东西
folderol	胡闹
bushel	蒲式耳
bushel	修补
parseeism	拜火教
parseeism	帕西人的宗教
pantywaist	幼儿用衣裤
pantywaist	脂粉气的男人
condisciple	同学
condisciple	同窗
catnapper	打瞌睡的人
cheribon	=Tjirebon
swelling	河水猛涨
swelling	涨水
antipode	正相反的事物
daedalean	巧妙的
daedalean	巧妙
agalloch	沉香木
agalloch	伽罗木
upbreed	改良的质量
scouse	=lobscouse
stringbark	=stringybark
gretchen	格雷琴
ono	Or
ono	the
ono	Neareat
ono	Offer
ono	或最近报价
ono	或依买方接近售价的出价
jewel	宝石
mysophobia	不洁恐怖
concordant	协调的
concordant	协调
levelly	水准地
levelly	水准
levelly	不动心地
levelly	不动心
jael	雅亿
fedai	=fedayee
exfoliation	脱落
exfoliation	脱落物
stv	Subscription
stv	TeleVision
stv	收费电视
slipt	slip的过去式
resit	再考
resit	重考
toolbar	工具栏
terramycin	土霉素
pyrolyzate	=pyrolysate
upgather	集拢
yaffil	=yaffle
inexpressible	难以形容的
inexpressible	难以形容
bonehead	笨蛋
jackstone	一种抛石
jackstone	抛石
rete	网
rete	丛膜层
jeannette	珍妮特
proteinase	蛋白酶
arhus	奥尔胡斯
personage	要人
personage	名流
personage	个人
smuggling	走私
ostpreussen	=East
ostpreussen	Prussia
singultation	呃逆
harelipped	兔唇的
harelipped	兔唇
rejectee	被拒绝者
rejectee	被开除者
benempted	bename的过去式和过去分词
evoke	唤起
evoke	引起
evoke	博得
evoke	博
minion	奴才
minion	宠臣
screamingly	尖叫地
screamingly	尖叫
screamingly	令人惊愕地
screamingly	令人惊愕
nonprofessional	无职业的
nonprofessional	无职业
nonprofessional	无专长的
nonprofessional	无专长
tricorporal	三体一头的
tricorporal	三体一头
megacephaly	巨头
megacephaly	巨头畸形
crucian	欧洲鲫鱼
hydrograph	自记水位计
hydrograph	水位曲线
hydrograph	水位图
faurist	野兽派画家
perjure	使发伪誓
perjure	使破坏誓言
seldom	很少
seldom	不常
grigri	=greegree
crinotoxin	激泌毒素
rhododendron	北美杜鹃
rhododendron	杜鹃花
lysolecithin	溶血卵磷脂
infusorial	滴虫的
infusorial	滴虫
infusorial	纤毛虫的
infusorial	纤毛虫
fennel	茴香
anglicism	英国风
anglicism	英式英语
anglicism	英国语调
anglicism	英国说法
anglicism	英国惯用语
radiocesium	放射铯
radiocesium	放射性铯
shelving	架设棚架
shelving	作棚架用的材料
spitbox	痰盂
aide	助手
aide	副官
aide	侍从武官
swanlike	天鹅般的
swanlike	天鹅般
swanlike	优雅的
swanlike	优雅
swanlike	天鹅的长颈似的
swanlike	天鹅的长颈似
precipitant	仓促的
precipitant	仓促
sonable	会响的
sonable	会响
sonable	可发音响的
sonable	可发音响
pyelography	肾盂造影术
deoxycorticosterone	去氧皮质酮
patent	专利权
patent	执照
patent	专利品
patent	特许的
patent	特许
patent	专利的
patent	专利
patent	显著的
patent	显著
patent	明白的
patent	明白
patent	新奇的
patent	新奇
patent	取得……的专利权
patent	请准专利
reexplain	再讲解
reexplain	再解释
reexplain	重新说明
curlily	拳曲地
curlily	拳曲
curlily	蜷缩地
curlily	蜷缩
pectic	果胶的
pectic	果胶
pectic	粘胶质的
pectic	粘胶质
occasional	偶然的
occasional	偶然
occasional	非经常的
occasional	非经常
occasional	特殊场合的
occasional	特殊场合
occasional	临时的
occasional	临时
platinite	赛白金
platinite	代白金
platinite	=platynite
palmistry	相手术
anglepod	角荚植物
subdivision	细分
subdivision	一部
annunciator	通告者
annunciator	信号器
annunciator	报警器
apiculturist	养蜂家
apiculturist	养蜂业者
pickthank	阿谀奉承者
pickthank	马屁精
federation	同盟
federation	联邦
federation	联合
federation	联盟
polyposis	息肉病
bak	备份文件的扩展名
beanpole	支竿
beanpole	瘦长之人
achiote	胭脂树
achiote	胭脂树的种子
incubatory	孵蛋的
incubatory	孵蛋
pnya	Port
pnya	of
pnya	New
pnya	York
pnya	Authority
pnya	纽约港务管理局
jacklighter	打猎或捕鱼者
jacklighter	用篝火猎鹿者
shabby	破旧的
shabby	破旧
shabby	褴褛的
shabby	褴褛
shabby	低劣的
shabby	低劣
shabby	卑鄙的
shabby	卑鄙
shabby	不公平的
shabby	不公平
pelmanize	用佩尔曼
allyl	烯丙基
astrological	占星的
astrological	占星
astrological	占星术的
astrological	占星术
elixir	炼金药
elixir	不老长寿药
elixir	万能药
elixir	西也剂
sartorius	裁缝机
nonleaded	无铅的的
nonleaded	无铅
pacuit	分组交换电路
misgovern	管理不当
abecedarian	初学者
abecedarian	学字母者
abecedarian	字母的
abecedarian	字母
abecedarian	初步的
abecedarian	初步
spondyle	脊椎
jimpness	苗条
jimpness	缺乏
lychee	荔枝
lychee	荔枝树
purse	钱包
photic	光的
photic	光
photic	与光有关的
photic	与光有关
jugful	一壶的份量
wordsplitting	过于细密的字义区别
busk	准备好
property	财产
property	所有物
property	所有权
property	性质
property	特性
property	道具
provokable	可挑动的
provokable	可挑动
provokable	可煽动的
provokable	可煽动
kind	种类
kind	性质
kind	仁慈的
kind	仁慈
kind	和蔼的
kind	和蔼
kind	亲切的
kind	亲切
kind	友爱的
kind	友爱
secateurs	修枝夹
secateurs	剪枝夹
exornation	修饰
exornation	装饰
leukoma	白翳
leukoma	角膜白斑
febris	发烧
prude	装成规矩的女人
prude	故做正经的女人
anguilliform	鳗状的
anguilliform	鳗状
paraumbilical	脐旁的
paraumbilical	脐旁
repayable	可偿还的
repayable	可偿还
sextan	六日热
sextan	每六日发作一次的
sextan	每六日发作一次
sextan	每六日发生一次的
sextan	每六日发生一次
factualism	尊重事实
embosk	藏于树叶丛中
badderlocks	翅菜
solicitous	热切期望的
solicitous	热切期望
unpleasable	不能使之高兴的
unpleasable	不能使之高兴
unpleasable	难以讨好的
unpleasable	难以讨好
saddish	略带悲伤的
saddish	略带悲伤
illustriously	有名地
illustriously	有名
illustriously	优秀地
illustriously	优秀
turtlehead	山玄参属的草本植物
bodhisattva	菩萨
tripody	三音步诗
swinglebar	=whiffletree
scourian	斯科尔的
scourian	斯科尔
exosmotic	外渗的
exosmotic	外渗
exosmotic	渗入的
exosmotic	渗入
thunderburst	=thunderclap
citreous	柠檬色的
citreous	柠檬色
citreous	柠檬的
citreous	柠檬
depressurize	使减压
depressurize	使降压
workweek	一星期工作时间
thunderer	怒喝的人
thunderer	发出轰响的东西
chrysographer	中世纪时代以金色或金银色墨水所写的文件
aeroacoustic	空气声学的
aeroacoustic	空气声学
postflight	飞行后
barter	物品交换
barter	实物交易
barter	物品交换
barter	交换
motorman	司机
motorman	电动机操作者
tidemark	涨潮点
tidemark	潮标
velarium	露天剧场的遮日篷
velarium	天幕
artificialness	人为之事
artificialness	不自然
artificialness	装作
artificialness	造作
tiler	盖瓦工人
tiler	秘密集会的看守人
slinger	投石者
slinger	吊物工人
malfunction	故障
bosporus	Bosphorus博斯普鲁斯海峡
venography	静脉造影术
venography	静脉搏描记法
forerun	为……之先驱
forerun	胜过
forerun	预示
forerun	走在……之前
stereotyped	用铅版印刷的
stereotyped	用铅版印刷
stereotyped	套用老调的
stereotyped	套用老调
atonal	无调的
atonal	无调
pdi	pilot
pdi	direction
pdi	indicator
pdi	驾驶航向指示器
diatonic	全音阶的
diatonic	全音阶
mordva	莫尔多瓦人
dorsal	背的
dorsal	背
dorsal	脊的
dorsal	脊
junggrammatiker	新语法学派
junggrammatiker	青年语法学派
gelation	冻结
gelation	凝胶化
waterishlog	使进水而不能开动
waterishlog	压倒
fastback	长坡度的车顶
fastback	有长坡度车顶的汽车
insipient	愚蠢的
insipient	愚蠢
dramaturge	剧作家
barspoon	混合酒类用的长匙
careerman	野心家
careerman	专业人员
nzbc	New
nzbc	Zealand
nzbc	Broadcasting
nzbc	Commission新西兰广播委员会
burner	火炉
burner	烧火的人
peiraeus	=Piraeus
joab	约押
authorware	非常好的多媒体创作工具软件之一
authorware	由Macromedia出品
roentgenotherapy	X
roentgenotherapy	光线治疗法
sagoyewatha	萨戈耶瓦瑟
delf	代夫特陶器
tovarich	同志
unmindful	不留心的
unmindful	不留心
salesman	售货员
salesman	推销员
organo	有机金属的
organo	有机金属
cleric	牧师
cleric	传教士
cleric	牧师的
cleric	牧师
courseware	课件
celandine	白屈菜
smew	斑头秋沙鸭
servility	奴态
servility	卑屈
departmental	部门的
departmental	部门
browny	呈褐色的
browny	呈褐色
browny	棕色的
browny	棕色
kyak	爱斯基摩独木舟
androgynous	雌雄同体的
androgynous	雌雄同体
androgynous	雌雄同花的
androgynous	雌雄同花
rostriferous	有喙的
rostriferous	有喙
unstoried	未载入历史中歌颂的
unstoried	未载入历史中歌颂
unstoried	无历史的
unstoried	无历史
receive	收到
receive	接到
receive	接收
receive	遭到
receive	受到
receive	接待
receive	接见
outreach	到达顶端
outreach	超越
imperiality	帝王之尊
imperiality	帝王
unroot	=uproot
sublimer	使高尚者
sublimer	纯化器
neap	小潮的
neap	小潮
neap	最低潮的
neap	最低潮
neap	小潮
neap	最低潮
neap	渐趋向小潮
neap	达小潮的最高点
neap	使因小潮受阻
landlubberly	只限于陆上的
landlubberly	只限于陆上
landlubberly	不惯于海上生活的
landlubberly	不惯于海上生活
oita	大分
tac	Tactical
tac	Air
tac	Control
tac	战术空军控制
tac	Technical
tac	Assistance
tac	Center
tac	技术支持中心
orthoepical	正音法的
orthoepical	正音法
orthoepical	发音正确的
orthoepical	发音正确
tiredness	疲劳
tiredness	疲倦
watchful	警惕的
watchful	警惕
watchful	注意的
watchful	注意
watchful	警戒的
watchful	警戒
