balalaika	俄式三弦琴
intaglio	凹雕
intaglio	阴雕
intaglio	凹雕玉石
intaglio	凹雕
greek	希腊的
greek	希腊
greek	希腊人的
greek	希腊人
greek	希腊语的
greek	希腊语
greek	希腊人
greek	希腊语
rigidity	坚硬
rigidity	僵化
rigidity	刻板
rigidity	严格
rigidity	刚性
rigidity	硬度
inspiringly	鼓舞地
inspiringly	鼓舞
inspiringly	启示地
inspiringly	启示
tenantlike	似承租人的
tenantlike	似承租人
tenantlike	遵守承租人的权利和义务的
tenantlike	遵守承租人的权利和义务
obstructor	妨碍物
obstructor	阻碍者
dolichocranial	长颅的
dolichocranial	长颅
addenda	附录
addenda	附加物
repress	再压
repress	补充加压
repress	压制
ulmous	=ulmic
daylights	生命
daylights	理智
workbench	工作台
workbench	手工台
septa	隔片
septa	隔壁
vw	Volkswagen
vw	大众汽车
excitable	能被激动的
excitable	能被激动
excitable	易兴奋的
excitable	易兴奋
excitable	易激动的
excitable	易激动
excitable	过敏的
excitable	过敏
mulberry	桑树
mulberry	桑葚
mulberry	深紫红色
abjection	卑鄙
abjection	抛弃
abjection	驱逐
abjection	落魄
impatient	不耐烦的
impatient	不耐烦
impatient	急躁的
impatient	急躁
impatient	不耐心的
impatient	不耐心
abbey	修道院
abbey	修道士
shortclothes	短裤
appendicular	附属物的
appendicular	附属物
appendicular	四肢的
appendicular	四肢
wombat	袋熊
unfamed	无名望的
unfamed	无名望
unfamed	不著名的
unfamed	不著名
bitingly	犀利地
bitingly	犀利
bitingly	尖刻地
bitingly	尖刻
recrudescence	复发
recrudescence	再发作
cartop	可置于车顶上运送的
cartop	可置于车顶上运送
decreet	最后判决
decreet	最终裁判
orthochromatic	正色的
orthochromatic	正色
scorch	烧焦
scorch	枯萎
scorch	烧焦
scorch	焦痕
scorch	枯黄
chested	有胸腔的
chested	有胸腔
santak	山特UPS公司
nekulturny	粗鲁的人
nekulturny	不文明的人
phanerogam	显花植物
angledozer	侧推式推土机
intestable	无资格
intestable	立遗属的
intestable	立遗属
undergrad	=undergraduate
cracked	声音嘶哑的
cracked	声音嘶哑
cracked	破碎的
cracked	破碎
cracked	破裂的
cracked	破裂
ruinous	破坏性的
ruinous	破坏性
ruinous	招致毁灭的
ruinous	招致毁灭
ndp	New
ndp	Democratic
ndp	Party
roadside	路旁
roadside	路旁的
roadside	路旁
tanach	三书
nitrobenzene	硝基苯
viceroyalty	总督的职位
textualist	墨守原文有研究者
fumigation	忿恨
cirque	天然圆形剧场
cirque	圆环
cirque	盆地谷
loath	不情愿的
loath	不情愿
loath	勉强的
loath	勉强
programing	节目制作
malathion	杀虫剂的一种
malathion	其商标名
pulpiteer	传教师
pulpiteer	讲道者
davao	达沃
donkey	驴子
donkey	笨蛋
donkey	顽固者
donkey	辅助泵
ombre	三人玩的奥伯尔牌戏
martyrology	殉教史
evacuate	疏散
evacuate	撤出
evacuate	排泄
glaciated	冻结成冰的
glaciated	冻结成冰
glaciated	受到冰河作用的
glaciated	受到冰河作用
cacm	Central
cacm	American
cacm	Common
cacm	Market
cacm	中美洲共同市场
tranq	=trank
kommandatura	军事管制总部
ethnically	人种上
ethnically	民族上
keewatin	基瓦丁的
keewatin	基瓦丁
keewatin	前寒武纪系岩系的
keewatin	前寒武纪系岩系
subring	子环
calycinal	花萼的
calycinal	花萼
calycinal	像花萼的
calycinal	像花萼
microsleep	短暂的昏睡
millerite	针镍矿
coreopsis	金鸡菊
dingdong	丁当
dingdong	发丁当声
dorsoventral	=dorsiventral
winterberry	美洲冬青
palmatine	巴马亭
palmatine	非洲防己碱
which	pro
which	哪个
which	哪几个
which	……的
which	……
which	……那个
which	哪个
cycad	苏铁类
landloper	流浪者
landloper	冒险者
disinterment	挖掘
mtb	motor
mtb	torpedo
mtb	boat
outsail	较……航行得快
maud	灰色条纹呢
maud	用类似上述呢制的旅行毯
maud	Maud
maud	莫德
wolfling	=wolfkin
monasticism	修道院生活
monasticism	修道院制度
straitlace	用系带缚紧
straitlace	约束
archidiaconal	副监督的
archidiaconal	副监督
archidiaconal	副主教的
archidiaconal	副主教
narcotize	麻醉
narcotize	使昏迷
narcotize	起麻醉作用
etorofu	择捉岛
jagannath	=Juggernaut
spacelift	宇宙运输
chorographic	地方图编制术的
chorographic	方图编制术
chorographic	地志编写术的
chorographic	志编写术
cinnamyl	苯丙烯盐基的
cinnamyl	苯丙烯盐基
judogi	柔道服
tectogene	挠升区
tectogene	深拗槽
tectogene	深地槽
tectogene	海渊
antiart	非传统艺术
antiart	反传统艺术
bloodlust	杀戮欲
vehiculum	赋形药
vehiculum	赋形剂
subjection	征服
insectaria	昆虫饲养室
insectaria	insectarium之复数
idiot	白痴
idiot	愚人
idiot	傻瓜
khedah	捕象陷阱
semipalmate	具半蹼的
semipalmate	具半蹼
sunshiny	阳光照耀的
sunshiny	阳光照耀
sunshiny	晴朗的
sunshiny	晴朗
sunshiny	向阳极好的
sunshiny	向阳极好
unchastity	无贞操
unchastity	不贞
unchastity	不简洁
shod	shoe的过去式及过去分词
shod	穿着鞋的
shod	穿着鞋
porcine	猪的
porcine	猪
cgmp	cyclic
cgmp	GMP
mukuzani	穆库扎尼酒
chasid	=Hasid
otorhinolaryngology	=otolaryngology
photomultiplier	光电倍增器
photomultiplier	光电倍增管
trachytic	粗面岩状的
trachytic	粗面岩状
monosign	单含义符号
monosign	单义词
fragrancy	芬芳
fragrancy	芳香
constellation	星群
constellation	星座
constellation	灿烂的一群
blather	喋喋不休地说
blather	说废话
blather	废话
blather	胡说
announcement	宣告
announcement	发表
announcement	一项公告
announcement	一项私人告示
brack	果子面包
waught	=waucht
algate	始终如此的
algate	始终如此
algate	然而
roderick	罗德里克
accountable	应负责的
accountable	应负责
accountable	有责任的
accountable	有责任
accountable	可解释的
accountable	可解释
microscopist	使用显微镜的技术人员
iceland	冰岛
meteorogram	气象图
xiphosura	剑尾类动物
unlustrous	无光泽的
unlustrous	无光泽
unlustrous	不光亮的
unlustrous	不光亮
outkitchen	外厨房
moistly	潮湿地
moistly	潮湿
moistly	湿性地
moistly	湿性
moistly	含泪地
moistly	含泪
detachable	可分开的
detachable	可分开
detachable	可分离的
detachable	可分离
detachable	可分遣的
detachable	可分遣
reprove	责备
micrometre	微米
micrometre	百万分之一米
jackfish	狗鱼
punily	微小的
punily	微小
punily	不足取的
punily	不足取
chemicalize	以化学品处理
perfumery	香料店
henry	亨利
plot	小块土地
plot	小块土
plot	地区图
plot	图
plot	秘密计划情节
plot	结构
plot	划分
plot	绘图
plot	密谋
plot	密谋
plot	策划
expanse	宽阔的区域
expanse	宽阔
expanse	苍天
expanse	膨胀扩张
rabidness	猛烈顽固
rabidness	患狂犬病
cocked	竖起的
cocked	竖起
kilobit	千位
kilobit	千比特
nonparticipant	未参加者
plagiocephaly	斜头
prase	绿石英
inclemency	险恶
inclemency	严酷
wolfeite	羟磷铁石
neutrosphere	中性层
papaverous	罂粟的
papaverous	罂粟
papaverous	似罂粟的
papaverous	似罂粟
variation	变更
variation	变化
variation	变异
variation	变种
variation	变奏
variation	变调
piano	钢琴
moodily	心情不稳地
moodily	心情不稳
moodily	易生气地
moodily	易生气
stumper	作竞选演说者
stumper	难题
highbrow	有高度文化修养的人
highbrow	知识分子
highbrow	卖弄知识的人
highbrow	自炫博学的
highbrow	自炫博学
highbrow	知识分子的
highbrow	知识分子
highbrow	不切实际的
highbrow	不切实际
corollate	有花冠的
corollate	有花冠
bioethics	生物伦理学
xantippe	=Xanthippe
confidential	秘密的
confidential	秘密
confidential	机密的
confidential	机密
glucanase	葡聚糖酶
spectrin	血影蛋白
spectrin	幽灵蛋白
walleye	角膜白斑
walleye	斜视
knickpoint	裂点
knickpoint	尼克点
aesthetically	审美地
aesthetically	审美
aesthetically	美学观点上地
aesthetically	美学观点上
resilience	弹回
resilience	有弹力
resilience	恢复力
resilience	顺应力
resilience	轻快
resilience	达观
resilience	愉快的心情
syllogistic	三段论法的
syllogistic	三段论法
syllogistic	演绎的
syllogistic	演绎
syllogistic	演绎性的
syllogistic	演绎性
dehydrotestosterone	去氢睾酮
alcoholic	含酒精的
alcoholic	含酒精
alcoholic	酗酒者
alcoholic	酒鬼
semivolcanic	半火山的
semivolcanic	半火山
soleplate	底板
soleplate	床板
hawse	锚链孔
hawse	停泊时船首与锚间的水平距离
hotbox	过热的轴承箱
bucolically	牧羊地
bucolically	牧羊
bucolically	牧歌地
bucolically	牧歌
bucolically	田园风味地
bucolically	田园风味
denationalization	剥夺国籍
denationalization	剥夺公民权利
corse	尸体
corse	死尸
extinct	熄灭的
extinct	熄灭
extinct	灭绝的
extinct	灭绝
extinct	耗尽的
extinct	耗尽
extinct	使熄灭
indorse	签名于票据等的背面
indorse	认可
edam	一种用红蜡包封的黄色乳酪
edam	荷兰形干酪
precava	前腔静脉
thickness	厚度
thickness	浓度
thickness	稠密
thickness	层
thickness	混浊
equites	骑士阶级
equites	特权市民阶层成员
demitint	中间色
demitint	渐浓渐淡
demitint	晕色
naltrexone	环丙甲羟二羟吗啡酮
athens	雅典
schizogenesis	分裂生殖
typist	打字员
hermatype	造礁珊瑚
anatoxin	去毒毒素
anatoxin	类毒素
anatoxin	变性毒素
expandable	可张开的
expandable	可张开
expandable	可扩大的
expandable	可扩大
winnock	=window
condiment	调味品
warmth	暖和
warmth	温暖
warmth	热心
warmth	热情
spay	切除卵巢
spay	雌阉兽
upi	United
upi	Press
upi	International合众国际社
philander	追逐女人
philander	玩弄女性
philander	调情
enlink	把……连结起来
enlink	更紧密联系
dinoceras	恐角兽
dinoceras	恐角兽属
airload	飞行时的载重量
airload	飞机机翼的空气动力负荷
wyoming	怀俄明州
iskar	伊斯克河
vasty	巨大的
vasty	巨大
genitor	父亲或母亲
cordiform	心形的
cordiform	心形
agitate	搅动
agitate	摇动
agitate	煽动
agitate	激动
incommensurate	不相称的
incommensurate	不相称
incommensurate	不适应的
incommensurate	不适应
harmony	协调
harmony	融洽
waterflood	给注水
waterflood	注水
tenseness	紧张
occlusor	闭塞结构
occlusor	闭合结构
malayalam	印度西南部的
malayalam	印度西南部
malayalam	Dravidian
malayalam	语的一方言
an	一
an	Netherlands
an	Antilles
an	荷兰属地
an	荷兰属
youngish	颇年轻的
youngish	颇年轻
youngish	还年轻的
youngish	还年轻
nautiloid	鹦鹉螺目软体动物
dishonestly	不诚实地
dishonestly	不诚实
dishonestly	不正直地
dishonestly	不正直
shingly	小石子多的
shingly	小石子多
atraumatically	防止损伤地
atraumatically	防止损伤
atraumatically	减少不良影响地
atraumatically	减少不良影响
seisin	依法占有
deciare	公制面积单位
collarwork	重活
collarwork	艰苦的工作
distribute	分发
distribute	分配
distribute	散布
distribute	分布
distribute	分类
distribute	分区
distribute	分发
infringe	破坏
infringe	侵犯
infringe	违反
furfuraldehyde	=furfural
eiger	艾格尔峰
croydon	克罗伊登
aeration	通风
quadrifrontal	有四个正面的
quadrifrontal	有四个正面
perseverance	坚定不移
doorless	没有门的
doorless	没有门
murex	骨螺
rhodinal	=citronellal
riffian	=Riff
procuratorate	=procuratorship
cryptate	穴状化合物
advertiser	登广告者
advertiser	广告客户
fringe	边缘
fringe	须边
fringe	刘海
fringe	边缘的
fringe	边缘
fringe	额外的
fringe	额外
fringe	在……上加以缘饰
fringe	成为……的边缘
diplopod	马陆
astarboard	向右舵
utilitarianism	功利主义
utilitarianism	实利主义
electromeric	电子异构的
electromeric	电子异构
bi	symb
bi	铋
nabobism	巨富
nabobism	荣华富贵
sorel	3岁的雄鹿
compliant	顺从的
compliant	顺从
compliant	适应的
compliant	适应
decalescence	吸热
evermore	始终
invertase	转化酵素
shlepper	=schlep
perspicacious	颖悟的
perspicacious	颖悟
scooter	速可达
scooter	单脚滑行车
carcajou	狼獾
dinnerware	整套的餐具
aso	=Asosan
supervention	续发
supervention	添加
baruch	巴鲁
baruch	巴鲁书
rhin	=Rhine
squirt	喷出
we	pro
we	我们
guiyang	贵阳
triticum	小麦属植物
pithecanthropine	猿人的
pithecanthropine	猿人
pithecanthropine	像猿人的
pithecanthropine	像猿人
submerse	使沉入水中
submerse	淹没
blt	bacon
blt	lettuce
blt	and
blt	tomato
blt	火腿、莴苣、番茄三明治
dishabituate	使放弃其习惯
polychromy	色彩装饰
polychromy	多色画法
unclear	不清楚的
unclear	不清楚
ritualism	仪式主义
ritualism	拘泥仪式
specs	眼镜
specs	规格
teleshopping	电话购货法
zero	零点
zero	零度
zero	零
ecospecific	生态种的
ecospecific	生态种
iosb	I/O状态块
homolosine	projection
presupposition	预想
presupposition	假设
reclassify	重新分类
reclassify	重新安排等级
urogenital	泌尿生殖器的
urogenital	泌尿生殖器
nubility	适婚性
cause	原因
cause	导致某事发生的人或事
cause	动机
cause	理由
cause	根据
cause	目标
cause	理想
cause	事业
cause	引起
cause	惹起
cause	使
cause	促成
dispenser	药剂师
dispenser	配药员
dispenser	分配者
dispenser	施与者
dispenser	自动售货机
roistering	摆架子的
roistering	摆架子
roistering	喝酒喧哗的
roistering	喝酒喧哗
taut	拉紧的
taut	拉紧
taut	整洁的
taut	整洁
taut	紧张的
taut	紧张
frangible	脆弱的
frangible	脆弱
frangible	易碎的
frangible	易碎
kid	哄骗
kid	取笑
kid	开玩笑
kid	小孩
kid	小山羊
kid	哄骗
kid	取笑
kid	开玩笑
kid	欺骗
soteriology	耶稣救世学
soteriology	救世神学
give	弹性
give	可弯性
give	给
give	授予
give	供给
give	献出
give	让步
give	引起
give	发表
give	捐助
give	捐赠
give	让步
swarm	蜂群
swarm	一大群
swarm	涌往
swarm	挤满
swarm	密集
swarm	成群浮游
swarm	云集
critter	人
aphasic	患失语症者
aphasic	失语症的
aphasic	失语症
dihydroxyphenylalanine	二羟
dihydroxyphenylalanine	苯丙氨酸
dihydroxyphenylalanine	多巴
dihydroxyphenylalanine	左旋多巴
kaduna	卡杜纳
auguste	笨拙型马戏团小丑
parodontal	=periodontal
matadi	马塔迪
stridulant	发出刺耳声的
stridulant	发出刺耳声
stridulant	尖声的
stridulant	尖声
retinoid	类维生素A
justifiable	有理由的
justifiable	有理由
sulphamerazine	磺胺甲基嘧啶
marchland	=borderland
bicameral	两院制的
bicameral	两院制
bicameral	有两个议院的
bicameral	有两个议院
amphora	双耳细颈椭圆土罐
bafflement	阻碍
bafflement	迷惑
cmea	经济互助委员会
callee	被召者
decimalism	十进制
decimalism	十进法
presidium	主席团
presidium	常务委员会
impedimental	妨碍的
impedimental	妨碍
impedimental	阻碍的
impedimental	阻碍
woodenware	木制用具
richling	富有的年轻人
richling	阔少
auriscope	耳镜
spirocheta	=spirochaeta
exchengeable	可交换的
exchengeable	可交换
exchengeable	可替换的
exchengeable	可替换
exchengeable	可兑换的
exchengeable	可兑换
rhyparography	对卑贱事物之描写
pycnosis	=pyknosis
hardboot	骑马人
hardboot	骑师
mountainous	多山的
mountainous	多山
mountainous	山一般的
mountainous	山一般
mountainous	巨大的
mountainous	巨大
fracted	破裂的
fracted	破裂
fracted	断裂的
fracted	断裂
saliva	口水
saliva	唾液
thrasher	鸫鸟之类
thrasher	长尾鲛
transcendence	卓越
transcendence	出类拔萃
pinnacle	小尖塔
pinnacle	山顶
pinnacle	顶点
pinnacle	造小尖塔
pinnacle	把……放在极高处
haircut	理发
haircut	剪发的方式
splanchnopleure	胚脏壁
splanchnopleure	脏层
exocyclic	环外的
exocyclic	环外
unpolite	=impolite
wedlock	结婚生活
wedlock	婚姻
wedlock	结婚的状态
mineralize	使矿物化
mineralize	使含无机化合物
mineralize	采集矿物
wrongdoing	坏事
wrongdoing	不道德行为
proficience	前进
proficience	进步
dominative	支配的
dominative	支配
wait	等待
wait	等候
wait	等待
wait	等待时间
overnumber	=outnumber
noir	轮盘戏中黑色数字的
noir	轮盘戏中黑色数字
shlocky	=schlock
folder	文件夹
folder	折叠器
folder	折叠机
folder	折叠式印刷品
barramunda	澳洲肺鱼
laccolite	岩盖
inscrutably	高深莫测地
inscrutably	高深莫测
formalize	使正式
formalize	形式化
formalize	拘泥于形式
densimetry	密度计的使用
grit	粗砂
grit	研磨
grit	在……上铺砂砾
