theosophical	神智学
misguidance	错误的指示
misguidance	领导错误
aplanat	消球差透镜
braveness	勇敢
braveness	华饰
alkali	碱
alkali	碱性的
alkali	碱性
romola	罗莫拉
ladderproof	不会抽丝的
ladderproof	不会抽丝
eggathon	吃煮蛋比赛
octet	八位位组
octet	八位字节
eschewal	避免逃避
propretor	地方长官
pesthole	易发生传染病的场所
pesthole	瘟疫区
preachment	说教
danubian	多瑙河的
danubian	多瑙河
danubian	多瑙河流域居民的
danubian	多瑙河流域居民
cardholder	持有信用卡的人
cardholder	持有正式成员证的人
cardholder	持卡人
absorbant	=absorbent
muenster	门斯特干酪
volkskammer	人民议院
picturedrome	电影院
mahewu	发酵玉米粥
gastrocolic	连接胃与结肠的
gastrocolic	连接胃与结肠
gastrocolic	胃与结肠的
gastrocolic	胃与结肠
belize	伯利兹城
recognizable	可认识的
recognizable	可认识
recognizable	可辨认的
recognizable	可辨认
recognizable	可公认的
recognizable	可公认
recognizable	可认知的
recognizable	可认知
anodynin	镇痛素
restrictee	行动自由受限制者
restrictee	被管制者
shower	阵雨
shower	淋浴
shower	大批
shower	大量地给与
poem	诗
poem	象诗一样
poem	美丽的东西
asymptotical	渐近线的
asymptotical	渐近线
asymptotical	渐近的
asymptotical	渐近
pupation	化蛹
squeamish	过于拘谨的
squeamish	过于拘谨
squeamish	洁癖的
squeamish	洁癖
squeamish	易呕吐的
squeamish	易呕吐
squeamish	神经质的
squeamish	神经质
dejection	沮丧
dejection	粪便
casava	木薯属植物
casava	树薯粉
unrequited	无报答的
unrequited	无报答
unrequited	无报酬的
unrequited	无报酬
unrequited	有仇未报的
unrequited	有仇未报
whoso	pro
whoso	不管是谁
whoso	无论是谁
decontrol	解除管制
soignee	soigne的阴性形容式
soignee	整洁的
soignee	整洁
passageway	过道
passageway	出入口
furtherance	促进
difficile	困难的
difficile	困难
difficile	固执的
difficile	固执
difficile	难以相处的
difficile	难以相处
belongings	财产
belongings	所有物
belongings	相关事物
belongings	亲戚
traceable	可追踪的
traceable	可追踪
traceable	起源于
bionics	仿生学
sid	sudden
sid	ionospheric
sid	disturbance
sid	电离层突然骚动
slew	回转
unbosom	吐露心事
unbosom	剖明心迹
droll	好笑的
droll	好笑
droll	滑稽的
droll	滑稽
droll	逗趣的
droll	逗趣
droll	小丑
droll	小闹剧
wingback	助攻边卫
affirmably	可肯定地
affirmably	可肯定
affirmably	可断言地
affirmably	可断言
cartophily	集香烟牌子
speciality	特性
speciality	特质
speciality	专业
speciality	特殊性
wap	Wireless
wap	Application
wap	Protocol
wap	无线应用协议
choora	单刃匕首
detainment	挽留
detainment	延误
portecrayon	蜡笔夹
fifty	五十
cytherean	维纳斯女神之膜拜者
cytherean	维纳斯女神的
cytherean	维纳斯女神
cytherean	金星的
cytherean	金星
intendancy	监督官之职
intendancy	监督团
lwv	League
lwv	of
lwv	Women
lwv	Voters女选民联盟
amyl	戊基
welshie	=Welshy
haughtiness	傲慢
haughtiness	不逊
speed	迅速
speed	速度
speed	速率
speed	加快
speed	速飞
speed	飞跑
klansman	三K党徒
conglobate	成球状
conglobate	球状的
conglobate	球状
conglobate	圆圆的
conglobate	圆圆
acid	酸
acid	迷幻药
acid	酸的
acid	酸
acid	讽刺的
acid	讽刺
acid	刻薄的
acid	刻薄
acid	"atomicity
acid	consistency
acid	isolation
acid	and
acid	durability"
acid	原子性
acid	一致性
acid	不相关性和持久性
smirk	傻笑
smirk	假笑
calamanco	比利时毛呢
reptant	匍匐的
reptant	匍匐
reptant	爬行的
reptant	爬行
wishbone	叉骨
wishbone	Y字型的东西
eurypterid	广翅鲎
slyly	狡猾地
slyly	狡猾
slyly	奸诈地
slyly	奸诈
slyly	秘密地
slyly	秘密
slyly	顽皮地
slyly	顽皮
barberry	伏牛花
barberry	伏牛花子
leopold	利奥波德
behavioral	动作的
behavioral	动作
hurlbat	打球棒
hurlbat	爱尔兰式曲棍球戏
afterthought	事后产生的想法
afterthought	追悔
afterthought	再思
confluence	汇合
laevulose	果糖
laevulose	左旋糖
avenue	林荫道
avenue	大街
avenue	方法
avenue	途径
avenue	路
eager	热心于
eager	渴望着
innovator	改革者
innovator	革新者
polygamist	多配偶
polygamist	一妻多夫
polygamist	一夫多妻
loaf	一条面包
loaf	块
loaf	游荡
loaf	游荡
loaf	虚度光阴
soporiferous	催眠的
soporiferous	催眠
soporiferous	致睡的
soporiferous	致睡
limpsy	易弯的
limpsy	易弯
limpsy	柔软的
limpsy	柔软
consumer	消费者
globous	球状的
globous	球状
globous	球形的
globous	球形
nominatival	主格的
nominatival	主格
cabman	计程车司机
cabman	出租马车的车夫
pruritic	痒的
pruritic	痒
hist	嘘!
bibliographize	作书目
computerman	电脑专家
computerman	电脑工作者
fertilization	肥沃
fertilization	施肥
fertilization	授精
unitard	弹力全身紧身衣
worriless	无烦恼的
worriless	无烦恼
worriless	无忧虑的
worriless	无忧虑
springbuck	=springbok
inhibition	禁止
inhibition	阻止
inhibition	禁制
inhibition	压抑
epu	European
epu	Payments
epu	Union
epu	欧洲支付同盟
sinecurist	担任闲职的人员
malacca	马六甲海峡
malacca	=Malacca
malacca	cane
malacca	用马六甲白藤做的
malacca	用马六甲白藤做
sheepberry	荚迷属落叶灌木
sheepberry	此种灌木的实
sporophyll	孢子叶
ectoblast	外胚叶
ectoblast	外胚层
ectoblast	外膜
torpidity	麻痹
damn	谴责
aggrade	使河床升高
thermonasty	感热性
nought	无
nought	零
steelyard	提秤
steelyard	杆秤
bezier	贝塞尔曲线
gestalt	完全形态
gestalt	完形
aryballos	盛芬芳油类的圆瓶
antimacassar	椅子罩子
congenerous	有相同功能或作用的
congenerous	有相同功能或作用
congenerous	同源的
congenerous	同源
peejays	睡衣裤
snobby	=snobbish
polynices	波吕尼刻斯
small	小的
small	小
small	少的
small	少
hierophant	导师
hierophant	圣职者
hierophant	解说者
ptarmigan	松鸡类
catchphrase	醒目的广告用语
catchphrase	标语
beaucoup	非常多的
beaucoup	非常多
actograph	=actigraph
norseman	古代挪威人
norseman	古代斯堪地那维亚人
sarraceniaceous	瓶子草科的
sarraceniaceous	瓶子草科
daltonism	先天性色盲
daltonism	红绿色盲
miquelon	密克隆岛
myriare	1
myriare	平方公里
printed	印刷的
printed	印刷
printed	已印好的
printed	已印好
yashmak	面纱
iddd	international
iddd	direct
iddd	distance
iddd	dialing
iddd	国际直接长途拨号
japlish	日本式英语
orison	祈祷
trichogenous	使毛发生长的
trichogenous	使毛发生长
trichogenous	毛原的
trichogenous	毛原
gurgoyle	=gargoyle
rq	respiratory
rq	quotient
coralroot	珊瑚兰属植物
dorian	多里安人的
dorian	多里安人
dorian	多里安人
writhen	纠缠的
writhen	纠缠
writhen	扭转的
writhen	扭转
virgule	置于二字之间表示任取一字均可得短斜线
centrifugalization	受离心作用
centrifugalization	利用离心机而分离的物质
beddy	有天然裂缝而易于裂开的
beddy	有天然裂缝而易于裂开
pneu	Parents''
pneu	National
pneu	Educational
pneu	Union
pneu	全国家长教育联合会
albedometer	反照率测量仪
sarasota	萨拉索塔
skyscape	以天空为主题的画
wapiti	麋鹿
metalepsis	进一步转喻法
ferroconcrete	钢筋混凝土
ferroconcrete	钢骨水泥
scrieve	迅速移动
scrieve	快速滑动
karikal	开利开尔
grisgris	=greegree
silo	筒仓
silo	地窖
silo	竖井
silo	发射井
defrayment	支付
defrayment	支出
musicianly	音乐家的
musicianly	音乐家
musicianly	有音乐才能的
musicianly	有音乐才能
musicianly	音乐技巧高明的
musicianly	音乐技巧高明
surgery	外科
surgery	外科学
surgery	手术室
surgery	诊疗室
savory	风味极佳的
savory	风味极佳
savory	可口的
savory	可口
savory	味美的
savory	味美
savory	使人开胃的菜肴
instruction	指示
instruction	用法说明
instruction	教育
instruction	指导
instruction	指令
skyscraper	摩天楼
skyscraper	高丛的烟囱
toad	蟾蜍
toad	癞蛤蟆
toad	讨厌的家伙
rascality	流氓性
rascality	流氓集团
whang	鞭打
whang	重击
whang	重击声
whang	皮鞭
thrummy	多纱头的
thrummy	多纱头
thrummy	多粗毛的
thrummy	多粗毛
thrummy	质地粗糙的
thrummy	质地粗糙
snaphance	早期燧发机
snaphance	燧发枪
rheophobe	惧流性生物
effluxion	流出
effluxion	消逝
uncertificated	未发给证书的
uncertificated	未发给证书
uncertificated	未持有证书的
uncertificated	未持有证书
dykey	搞女性同性恋的
dykey	搞女性同性恋
dykey	有搞女性同性恋特征的
dykey	有搞女性同性恋特征
affronted	被侮辱的
affronted	被侮辱
affronted	被冒犯的
affronted	被冒犯
gawd	上帝
peltry	生皮
peltry	毛皮类
supragenic	超基因遗传的
supragenic	超基因遗传
cursorily	粗糙地
cursorily	粗糙
cursorily	疏忽地
cursorily	疏忽
cursorily	马虎地
cursorily	马虎
dupondius	古罗马铜币
affined	姻亲的
affined	姻亲
affined	同盟的
affined	同盟
affined	受约束的
affined	受约束
braider	编穗带者
braider	缝辫机
braider	穗带编织机
panhuman	泛人类的
panhuman	泛人类
panhuman	全人类的
panhuman	全人类
basaltiform	状似玄武岩的
basaltiform	状似玄武岩
basaltiform	柱石岩状的
basaltiform	柱石岩状
brewster	酿造者
psychopharmaceutical	精神
bricoleur	用手头现成工具摆弄修理的人
chiffon	薄纱
chiffon	薄绸
chiffon	缎带
chiffon	花边
decorator	油漆工
locally	在地方上
locally	在本地
locally	在本
locally	局部地
locally	局部
locally	本地性
gravette	格拉维特燧石刀
indicia	标记
indicia	邮戳
proggins	训导长
proggins	以训导长身份训导
lobbyman	收票员
erf	小块土地
erf	小块土
cwar	continuous
cwar	wave
cwar	acquisition
cwar	radar
cwar	等幅波搜索雷达
genesic	发生的
genesic	发生
genesic	诞生的
genesic	诞生
confessed	公开承认的
confessed	公开承认
confessed	不容怀疑的
confessed	不容怀疑
feminine	妇女的
feminine	妇女
feminine	娇柔的
feminine	娇柔
feminine	阴性的
feminine	阴性
feminine	女性的
feminine	女性
francolin	鹧鸪属
allegro	急速地
allegro	急速
allegro	快速的
allegro	快速
allegro	急速的乐章
boohoo	哇哇哭声
boohoo	号泣
hypothecary	抵押的
hypothecary	抵押
hypothecary	抵押权的
hypothecary	抵押权
hypothecary	以抵押作担保的
hypothecary	以抵押作担保
missal	弥撒用书
weigher	过秤员
weigher	过磅官
weigher	核秤员
runoff	流走之物
runoff	决赛
runoff	决定性竞选
reverso	反面
piscean	的人
swobble	大口地吃
continentalization	大陆形成
continentalization	大陆化
thereat	在那边
thereat	因此
bluegill	浅蓝色食用大太阳鱼
electrodialytic	/
electrodialytic	电渗析地
electrodialytic	电渗析
walkyrie	=Valkyrie
versiera	箕舌线
irrelated	不相关的
irrelated	不相关
irrelated	风牛马不相及的
irrelated	风牛马不相及
isophylly	等叶式
unappropriated	未被占用的
unappropriated	未被占用
unappropriated	未被指定的
unappropriated	未被指定
archaebacteria	原始细菌
arthralgia	关节痛
millyum	=million
broom	扫帚
broom	金雀花
broom	扫除
sunbonnet	太阳帽
circumstance	环境
circumstance	详情
circumstance	境况
phlebotome	静脉切开刀
phlebotome	放血刀
ploidy	倍数性
ploidy	倍性
ichthyornis	鱼鸟
discommodious	不方便的
discommodious	不方便
discommodious	麻烦的
discommodious	麻烦
twoness	二重性
carapace	甲壳
carapace	壳
vomito	黑色呕吐物
truancy	逃避
tempersome	急性子的
tempersome	急性子
tempersome	易发脾气的
tempersome	易发脾气
helicopterist	直升机驾驶员
waxwing	朱缘蜡翅鸟
hangbird	悬巢鸟
dislikeable	=dislikable
disenchantment	觉醒
disenchantment	清醒
troopie	列兵
troopie	士兵
messin	=messan
burgle	偷窃
affix	使附于
affix	粘贴
affix	词缀
gosling	小鹅
gosling	愚蠢而无经验的人
transparent	透明的
transparent	透明
transparent	显然的
transparent	显然
transparent	明晰的
transparent	明晰
wonderstruck	惊奇万分的
wonderstruck	惊奇万分
wonderstruck	惊讶不已的
wonderstruck	惊讶不已
disrelated	不相关的
disrelated	不相关
elamitish	埃兰人的
elamitish	埃兰人
matadora	女斗牛士
hypermetropic	远视的
hypermetropic	远视
shapeliness	象样子
shapeliness	形状好
hypodermic	皮下的
hypodermic	皮下
hypodermic	皮下注射用的
hypodermic	皮下注射用
hypodermic	皮下组织的
hypodermic	皮下组织
hypodermic	皮下注射
doline	落水洞
doline	石灰坑
doline	斗淋
vessel	船
vessel	容器
vessel	器皿
vessel	脉管
vessel	导管
acetylase	乙酰基转移酶
earthday	地球日
aerobiologist	大气生物学
prelatize	实行主教统辖制度
kymric	威尔士人的
kymric	威尔士人
occurrence	发生
occurrence	出现
occurrence	事件
occurrence	发生的事情
plunging	跳进的
plunging	跳进
plunging	突进的
plunging	突进
oncogenic	瘤原性的
oncogenic	瘤原性
oncogenic	致瘤的
oncogenic	致瘤
gock	臭而脏的东西
underlayment	地毯衬
underlayment	屋面衬垫材料
casualization	转为雇用临时工制
casualization	雇用临时工制
archdove	主和派领袖
archdove	鸽派首脑
nfwi	National
nfwi	Federation
nfwi	of
nfwi	Women''s
nfwi	Institutes
nfwi	全国妇女协会联合会
anglo	英国人
spillikin	小棒
spillikin	挑棒游戏
lilium	百合属植物
rectangular	矩形的
rectangular	矩形
rectangular	成直角的
rectangular	成直角
yulan	玉兰
salvarsan	撒尔佛散
salvarsan	阿斯凡纳明
airbound	被空气堵塞的
airbound	被空气堵塞
vegetatively	生长地
vegetatively	生长
cornmeal	麦片
artfully	狡诈地
artfully	狡诈
artfully	巧妙地
artfully	巧妙
grumous	由聚团颗粒而成的
grumous	由聚团颗粒而成
grumous	凝结的
grumous	凝结
grumous	浓厚的
grumous	浓厚
iaido	居合道
bhang	大麻
bhang	大麻叶和花制成的麻醉品
woesome	=woeful
deform	变形
wincey	上等绒布
wincey	棉毛绒布
metronidazole	灭滴灵
metronidazole	甲硝哒唑
expurgatory	删改的
expurgatory	删改
expurgatory	清除的
expurgatory	清除
triviality	琐事
credit	信任
credit	信用
credit	声望
credit	荣誉
credit	贷方
credit	银行存款
credit	相信
credit	信任
credit	把……归给
carbonade	烩牛肉
myoglobin	肌球素
myoglobin	肌血球素
paedologist	儿童学家
succubi	女妖
succubi	妖魔
upholstery	室内装潢
upholstery	室内装璜业
incompetently	无能力地
incompetently	无能力
unrivaled	无敌的
unrivaled	无敌
unrivaled	至高无上的
unrivaled	至高无上
careerist	妄想发迹的人
careerist	一心追求名利地位的人
careerist	野心家
bagdad	巴格达
tinkal	=tincal
foolishly	愚笨地
foolishly	愚笨
foolishly	无聊地
foolishly	无聊
indianization	印度化
disadvantageous	/
disadvantageous	不利地
disadvantageous	不利
isodynamicline	等力线
unconvertible	不能变换的
unconvertible	不能变换
unconvertible	不能兑换的
unconvertible	不能兑换
massiliot	马塞利亚人
massiliot	马塞利亚的
massiliot	马塞利亚
massiliot	马塞利亚人的
massiliot	马塞利亚人
latona	拉托那
get	获得
get	获
get	变成
get	收获
get	使得
get	使
get	挣得
get	挣
get	受到
get	染上
get	抓住
get	到达
get	成为
get	变得
get	变
get	生殖
get	幼兽
alcoa	Aluminum
alcoa	Company
alcoa	of
alcoa	America
alcoa	美国铝公司
fluorid	氟化物
butskell	巴茨凯尔主义的
butskell	巴茨凯尔主义
xenolith	捕虏体
xenolith	捕虏岩
vendor	卖主
bosnia	波斯尼亚
reurge	再推动
reurge	再催促
reurge	再强烈要求
disconsolation	悲伤
disconsolation	阴暗
inhabitable	适于居住的
inhabitable	适于居住
inhabitable	可居住的
inhabitable	可居住
reciprocation	互换
manichee	摩尼教徒二元论者
glaciology	冰河学
numismatist	钱币奖章收藏家
strath	宽广的山谷
strath	平底河谷
purveyance	伙食
purveyance	承办伙食
fyce	=feist
neb	嘴
neb	鼻
neb	尖头
neb	笔尖
denary	十的
denary	十
denary	十进的
denary	十进
spindleage	纺锭设备
spindleage	总锭数
chinchin	客套
chinchin	寒暄
chinchin	客套
kleptocracy	盗贼统治
maremma	近海岸沼泽地
maremma	近海岸沼泽
