presidiary	驻防
judicable	应受审判的
judicable	应受审判
helicoid	螺旋面
mesmerist	催眠术师
extraversive	=extroversive
bonded	抵押的
bonded	抵押
bonded	以债券作保证的
bonded	以债券作保证
bonded	有担保的
bonded	有担保
bonded	存入保税仓库的
bonded	存入保税仓库
lateritization	=laterization
brasflia	巴西利亚
asepticism	无菌法
asepticism	无菌外科学说
burdensome	繁重的
burdensome	繁重
burdensome	烦累的
burdensome	烦累
burdensome	难以承担的
burdensome	难以承担
amphibole	闪石
biograph	初期之电影放映机或录音机
albeit	虽然
unusual	不平常的
unusual	不平常
unusual	与众不同的
unusual	与众不同
unusual	不寻常的
unusual	不寻常
endocytosis	内吞作用
unfatherly	不像父亲的
unfatherly	不像父亲
unfatherly	有失父亲身份的
unfatherly	有失父亲身份
unfatherly	严厉的
unfatherly	严厉
unfatherly	残酷的
unfatherly	残酷
skybridge	=skywalk
morillo	公牛颈背部肌肉
pretypify	预示……的典型特征
noyade	溺刑
capricious	反复无常的
capricious	反复无常
chemically	用化学
chemically	以化学方法
macedonic	=Macedonian
tailored	剪裁讲究的
tailored	剪裁讲究
comportable	合适的
comportable	合适
comportable	适当的
comportable	适当
owen	欧文
athleticism	运动竞赛
athleticism	崇尚运动
athleticism	竞技热
plastochron	间隔期
mobbist	暴徒
driver	驾驶员
driver	起子
driver	主动轮
driver	传动器
rabbinism	犹太的法学博士的教导
rabbinism	犹太的法学博士的语风
puerpera	产妇
posnjakite	一水蓝铜矾
butterball	小鸭的一种
butterball	胖子
phenylethylamine	苯
phenylethylamine	乙胺
satai	加香烤肉
receivability	可以接受
receivability	可接纳
kaanga	=kanga
appendicitis	阑尾炎
appendicitis	盲肠炎
characterization	描述
characterization	人物之创造
heterograft	异种移植
heterograft	异种移植物
entropy	平均信息量
tetragonal	四角形的
tetragonal	四角形
pauperism	有被救济的资格
pauperism	贫困
pamiri	帕米尔人
roofscape	屋顶风景
roofscape	屋顶景色
methenamine	六亚甲基四胺
methenamine	乌洛托品
maffei	galaxy马菲星系
caledonian	古苏格兰的
caledonian	古苏格兰
caledonian	苏格兰的
caledonian	苏格兰
caledonian	古苏格兰人
caledonian	苏格兰人
cerargyrite	角银矿
storytelling	说故事
storytelling	说谎话
advertence	注意
advertence	留意
lexan	莱克桑
cytopathy	细胞病
crushing	决定性的
crushing	决定性
hammurapi	即Hammurabi
rhinolalia	鼻音
rhinolalia	鼻语
retuse	浅凹形的
retuse	浅凹形
sixscore	一百二十
pinfish	菱体兔牙鲷
pinfish	钉头鱼
pinfish	重牙鲷
scorer	记录员
scorer	刻划痕迹的人
enflower	饰以花
enflower	以花装饰
telestich	各行最后的字母可缀合成一名的短诗
emmeniopathy	月经病
externally	外表上
externally	外形上
epistle	书信
epistle	使徒书
epistle	书信体诗文
epistle	使徒书
disturbing	烦扰的
disturbing	烦扰
heliotropism	向日性
heliotropism	趋日性
pyrocrystalline	火成晶质的
pyrocrystalline	火成晶质
anamorphoscope	歪像转正的曲面镜
cowichan	sweater科维昌式厚毛衣
cowichan	印第安人厚毛衣
semiofficially	半官方地
semiofficially	半官方
semiofficially	半正式地
semiofficially	半正式
quadraphony	四声道立体声
rolled	包金箔的
rolled	包金箔
mammifer	=mammal
complexometry	配位滴定法
dor	发出嗡嗡声的昆虫
dor	金龟子
khanka	兴凯湖
outpour	流出
outpour	倾注
outpour	流出物
catchwork	截水渠
catchwork	山坡灌溉水沟
intranet	企业内部互联网
adzuki	bean
adzuki	赤豆
adzuki	小豆
hippocampi'	NULL)
tunnage	吨数
tunnage	总吨数
rue	懊悔
rue	后悔
rue	芸香
rue	后悔
rue	悲伤
rue	懊悔
pond	池塘
pond	筑成池塘
debatable	可争议的
debatable	可争议
transmembrane	横跨膜的
transmembrane	横跨膜
prearrangement	预定
prearrangement	预备
frogfish	襞鱼科
subdue	征服
toxication	中毒
yonker	=younker
needlestone	金针状结晶矿石
smackeroo	1英镑
furunculoid	像疖疮的
furunculoid	像疖疮
furunculoid	像疔疮的
furunculoid	像疔疮
gulliver	格利佛
decahedral	十面体的
decahedral	十面体
homogamous	同子生殖
homogamous	雌雄同熟
queasy	不稳定的
queasy	不稳定
fog	雾
fog	烟雾
fog	尘雾
fog	迷惑
fog	苔藓
fog	被雾笼罩
fog	变模糊
fog	使困惑
fog	以雾笼罩
naxos	纳克索斯岛
prejudice	偏见
prejudice	成见
prejudice	损害
prejudice	侵害
prejudice	损害
congest	使充满
congest	使拥塞
congest	使充血
congest	充塞
congest	充血
congest	拥挤
bowsprit	船首斜桅
irresponsive	无反应的
irresponsive	无反应
irresponsive	无答复的
irresponsive	无答复
irresponsive	无感应的
irresponsive	无感应
beamingly	发光地
beamingly	发光
beamingly	喜气地
beamingly	喜气
monarchic	国王的
monarchic	国王
monarchic	君主政体的
monarchic	君主政体
woodturner	木料旋工
woodturner	木工车床工人
fopling	矫饰者
urgence	=urgency
roguish	流氓的
roguish	流氓
roguish	无赖的
roguish	无赖
victimize	牺牲
ethelred	埃塞雷德
myxomycete	黏菌
bicuspid	两尖齿
bicuspid	有两个尖头的
bicuspid	有两个尖头
priggish	自负的
priggish	自负
stogie	笨重的长靴
fritillaria	贝母
hydrology	水文学
hydrology	水文地理学
pyramidwise	成角锥形地
pyramidwise	成角锥形
hermitry	隐居
hermitry	遁世
churchism	墨守教会仪式
fragment	碎片
fragment	断片
fragment	片段
cloxacillin	氯洒西林
cloxacillin	邻氯青霉素
corbeil	花篮装饰
flatheaded	平顶的
flatheaded	平顶
acetanilide	退热冰
chirognomy	手相术
chirognomy	观掌术
inhalatorium	吸入治疗所
inhalatorium	吸入治疗室
barometry	气压测定法
perissodactylate	奇蹄的
perissodactylate	奇蹄
perissodactylate	奇蹄目的
perissodactylate	奇蹄目
wide	宽的
wide	宽
wide	广阔的
wide	广阔
wide	张大的
wide	张大
wide	远离目标的
wide	远离目标
wide	广阔地
wide	广阔
wide	广大地
wide	广大
wide	远离目标地
wide	远离目标
stodginess	难消化
stodginess	笨拙
challie	有印花之轻质毛料
challie	印花丝毛料
bareheaded	不戴帽子的
bareheaded	不戴帽子
monolog	独白
monolog	独脚戏
overknee	过膝的
overknee	过膝
propoxur	残杀威
neath	在……之下
blameful	应受责备的
blameful	应受责备
blameful	该受谴责的
blameful	该受谴责
uvea	眼色素层
uvea	葡萄膜
begirt	被包围的
begirt	被包围
begirt	被围的
begirt	被围
begirt	begird的过去式及过去分词
vuagnatite	羟硅铝钙石
chromatid	染色单体
reflectoscope	反射灯
reflectoscope	投射灯
phizog	=phiz
quincy	昆西
morsel	一口
morsel	少量
garniture	装饰品
liter	公升
norris	诺里斯
vigintennial	每20年一次的
vigintennial	每20年一次
citadel	根据地
citadel	根据
citadel	大本营
hereat	于此
hereat	是故
hereat	此际
sissified	女孩子气的
sissified	女孩子气
sissified	女人腔的
sissified	女人腔
timebargain	期货交易
timebargain	期货买卖
sacchariferous	产生糖的
sacchariferous	产生糖
sacchariferous	含糖的
sacchariferous	含糖
leafage	叶子
leafage	叶状装饰
leafage	树饰
pediculicide	灭虱的
pediculicide	灭虱
footway	小路
footway	人行道
shield	防护物
shield	护罩
shield	盾
shield	盾状物
shield	保护
shield	防护
shield	遮蔽
gerontic	年迈的
gerontic	年迈
gerontic	老年人的
gerontic	老年人
topsail	上桅帆
eczema	湿疹
tepic	特皮克
centreless	无中心的
centreless	无中心
virescence	绿化
virescence	绿色
synaesthesia	联觉
synaesthesia	牵连感觉
synaesthesia	共同感觉
mutinous	暴动的
mutinous	暴动
mutinous	反抗的
mutinous	反抗
impersonate	模仿
impersonate	扮演
impersonate	人格化
impersonate	拟人
ultrathin	超薄的
ultrathin	超薄
ultrathin	极细的
ultrathin	极细
sexploiter	色情电影
gasification	气化
wort	麦芽汁
wort	植物
perdurability	持久
perdurability	永恒
merciful	仁慈的
merciful	仁慈
merciful	慈悲的
merciful	慈悲
progenitrix	=progenitress
parapeted	有栏杆的
parapeted	有栏杆
parapeted	有胸墙的
parapeted	有胸墙
rubbingstone	磨石
cancer	癌
cancer	毒瘤
edemata	edema的复数
lifeboatman	救生艇人员
maryland	马里兰
mecism	过长
sfax	斯法克斯
engineering	工程
slime	粘土
slime	粘液
slime	涂泥
slime	变粘滑
imperceivable	=imperceptible
algoid	水藻般的
algoid	水藻般
algoid	海藻般的
algoid	海藻般
halfnote	二分音符
depot	库房
depot	仓库
depot	火车站
depot	公共汽车站
depot	航空站
depot	军械库
depot	补给站
depot	新兵训练营
foozle	笨拙地做
foozle	笨拙的行为
foozle	笨拙的一击
foozle	笨拙的人
halakist	编辑犹太法典法律部分的法官
thermophile'	NULL)
carob	长豆角
landwehr	后备军人
precipitation	仓促
terebinthine	松节油的
terebinthine	松节油
terebinthine	松节油的
terebinthine	松节油
dipterist	双翅昆虫学家
carpetbag	毯制的旅行袋
ineffaceable	不能除去的
ineffaceable	不能除去
ineffaceable	不能取消的
ineffaceable	不能取消
indigestibility	难消化
indigestibility	难理解
wagonload	货车装载量
syntheses	综合体
syntheses	综合性
decorate	装饰
decorate	为……做室内装修
deadstart	静启动
ovoidal	=ovoid
lacw	Leading
lacw	Aircraftwoman
stagecraft	编剧才能
stagecraft	上演术
runnerless	无长匐茎的
runnerless	无长匐茎
lax	松的
lax	松
lax	松懈的
lax	松懈
lax	不严格的
lax	不严格
lax	腹泻的
lax	腹泻
lax	松驰的
lax	松驰
lax	泻肚
lax	松元音
disappoint	使失望
somnambulist	梦游者
somnambulist	梦游症患者
mantelpiece	壁炉架
mantelpiece	壁炉的前饰
adulate	奉承
adulate	谄媚
adulate	奉承
hyperbolic	双曲线的
hyperbolic	双曲线
waltham	Forest
waltham	沃尔瑟姆福雷斯特
floricultural	种花的
floricultural	种花
floricultural	养花的
floricultural	养花
sirenian	海牛类
skirret	泽芹
dishwatery	乏味的
dishwatery	乏味
dishwatery	枯燥的
dishwatery	枯燥
adperson	从事广告业的人
pvm	Parallel
pvm	Virtual
pvm	Machine
pvm	并行虚拟机
sunblasted	太阳晒枯的
sunblasted	太阳晒枯
catching	传染的
catching	传染
catching	有魅力的
catching	有魅力
catching	迷人的
catching	迷人
sensibilia	可被感知的事物
overlive	活得比……长
overlive	活得过长
overlive	继续活下去
posttension	使
posttension	后张
posttension	对……后加拉力
mesolithic	中石器时代
nazirite	=Nazarite
spacebar	空格键
foresail	前桅的大帆
danube	多瑙河
ambergris	龙涎香
magnicide	重大谋杀
begrime	积垢
begrime	弄脏
watchtower	了望塔
kemalism	基马尔主义
scholiastic	古典注释的
scholiastic	古典注释
telltruth	说真话的人
telltruth	坦率诚实的人
unassuaged	未得满足的
unassuaged	未得满足
behoove	适宜
complacence	n
complacence	满足
complacence	自满
complacence	沾沾自喜的
complacence	沾沾自喜
amputee	受切断手术的人
megalithic	巨石造成的
megalithic	巨石造成
megalithic	使用巨石的
megalithic	使用巨石
immanency	内在
immanency	内在性
ndea	National
ndea	Defense
ndea	Education
ndea	Act
ndea	国防教育法
peitaiho	见
peitaiho	Beidaihe
washery	洗涤处
brach	雌猎犬
subjoinder	添加的东西
platemaker	制版机
nce	New
nce	Catholic
nce	Edition
nce	新天主教版本
servite	圣母玛利亚会修士的
servite	圣母玛利亚会修士
bemire	使弄得混身泥巴
coat	外套
coat	层
coat	涂层
coat	涂上
coat	包上
yauld	活跃的
yauld	活跃
yauld	敏捷的
yauld	敏捷
lengthiness	冗长
recognition	赞誉
recognition	承认
recognition	重视
recognition	公认
recognition	赏识
recognition	识别
fascinator	魅惑者
fascinator	头巾的一种
goldman	高曼
tikker	断续装置
tikker	断续器
buffo	演滑稽角色的男低音歌手
buffo	滑稽的
buffo	滑稽
clausal	分项的
clausal	分项
clausal	条款的
clausal	条款
clausal	分句的
clausal	分句
osteocranium	骨颅
soggy	浸水的
soggy	浸水
soggy	沉闷的
soggy	沉闷
putridity	腐败
dignity	尊严
dignity	高贵
philomel	夜莺
altair	牵牛星
unswathe	解开……的裹布
unswathe	揭开……的覆盖物
unswathe	拆开
batangas	八打雁
anathematically	厌恶地
anathematically	厌恶
anathematically	憎恶地
anathematically	憎恶
walkout	罢工
appalling	令人震惊的
appalling	令人震惊
appalling	骇人听闻的
appalling	骇人听闻
moneywort	铜钱状珍珠菜
enterozoa	内寄生虫
animalculum	=animalcule
misjoinder	不合法的共同诉讼
petroleur	用火油纵火的男子
greatly	很
greatly	非常
segment	段
segment	节
segment	片断
segment	分割
onyxis	嵌甲
subornative	教唆的
subornative	教唆
subornative	买通的
subornative	买通
subornative	教唆伪证罪的
subornative	教唆伪证罪
tastemaker	创造时髦风尚的人
kris	波壮刃短剑
kabuki	歌舞伎
mislabel	贴错标签
tenseless	没有时的
tenseless	没有时
bank	银行
bank	堤
bank	岸
bank	沙洲
bank	浅滩
bank	一堆倾斜转弯
nontoxic	无毒的
nontoxic	无毒
fossula	小窝
nurture	养育
nurture	教育
nurture	教养
nurture	营养品
nurture	养育
nurture	给与营养物
nurture	教养
bijugate	有二对小叶的
bijugate	有二对小叶
totalitarianize	使极权主义化
totalitarianize	把……置于极权主义控制下
euphuism	夸饰文体
euphuism	美丽辞句
euphuism	华丽词藻
prepsychotic	精神病前的
prepsychotic	精神病前
prepsychotic	精神变态前的
prepsychotic	精神变态前
trifolium	三叶草
ophthalmology	眼科学
croatan	克洛坦族
holand	荷兰
parenthetic	插句的
parenthetic	插句
parenthetic	附加说明的
parenthetic	附加说明
rampage	乱闹
rampage	暴跳
rampage	发怒
rampage	乱闹
rampage	狂暴
vividness	活泼
vividness	明亮
sweetsop	番荔枝
sweetsop	番荔枝的果实
undismayed	不泄气的
undismayed	不泄气
silence	静
silence	寂静
silence	沉默
silence	静默
silence	使沉默
silence	使安静
silence	压制
californian	加利福尼亚州人
californian	加州的
californian	加州
insymbol	内部符号
insymbol	输入符号
autotelic	自己本身具有目的的
autotelic	自己本身具有目
homonid	=hominid
mesocephalon	=mesencephalon
squarson	牧师兼地主
okie	俄克拉荷马州民
okie	农夫移民
shavetail	新任的陆军少尉
inauthoritative	/
inauthoritative	非权威
inauthoritative	v/
inauthoritative	非权威的
inauthoritative	非权威
inauthoritative	膊豢煽
barrator	诉讼教唆犯
barrator	买卖圣职或官位者
systematise	=systematize
formatting'	NULL)
rcaf	Royal
rcaf	Canadian
rcaf	Air
rcaf	Force
rcaf	加拿大皇家空军
ganoblast	成釉细胞
glucocorticoid	糖皮质激素
pogamoggan	大头棒
milwaukee	密尔沃基
skeetshoot	作双向飞碟射击
phosphopyruvate	=phosphoenolpyruvate
rampike	直立的死树
wedeling	双板平行摆动转弯滑
unread	没有人看的
unread	没有人看
unread	无学问的
unread	无学问
noctuid	夜蛾
noctuid	夜蛾科之昆虫
noctuid	夜蛾科的
noctuid	夜蛾科
inswept	前端狭窄的
inswept	前端狭窄
inswept	尖端狭窄的
inswept	尖端狭窄
archaism	古语
archaism	古体
adiaphorism	不置可否论
adiaphorism	广教主义
brothel	妓院
agaric	蘑菇木耳
agaric	伞菌
hyperspherical	超球面的
hyperspherical	超球面
egg	蛋
egg	鸡蛋
egg	卵
egg	怂恿
egg	怂恿
phonetician	语言学者
foretoken	预兆
foretoken	预示
foretoken	成为……之预兆
foretoken	预示
coedit	合作编辑
coedit	共同编辑
pamphlet	小册子
thiamin	硫胺
overeaten	overeat的过去分词
historic	历史上著名的
historic	历史上著名
historic	有历史性的
historic	有历史性
lewisson	吊楔
lewisson	鸠尾起重机
tail	尾部
tail	尾巴
tail	尾状物
tail	后部
tail	踪迹
tail	排的长队
tail	限定继承权
tail	在后面的
tail	在后面
tail	限定继承的
tail	限定继承
tail	尾部的
tail	尾部
tail	后面来的
tail	后面来
tail	后部的
tail	后部
tail	为……装尾
