sclerotioid	似菌核
aeroscope	空气细微物取样器
aeroscope	空气纯度镜
kip	小牛皮
kip	睡觉
kip	床
kip	千磅
atrabiliar	=atrabilious
fougasse	定向地雷
seller	售货者
kilim	基里姆地毯
kilim	花毯
hyacinthin	苯乙醛
hyacinthin	风信子质
nic	Network
nic	Interface
nic	Card
nic	网络接口卡
nic	Network
nic	Information
nic	Center
nic	网络信息中心
carrolline	具有卡罗尔风格的
carrolline	具有卡罗尔风格
indeflectible	不屈不挠的
indeflectible	不屈不挠
indeflectible	不可转向的
indeflectible	不可转向
exploringly	探索地
exploringly	探索
gondoletta	小型凤尾船
hurrah	好哇!
hurrah	欢呼声
hurrah	激动
hurrah	纷争
hurrah	欢呼
dollish	玩偶似的
dollish	玩偶似
dermopteran	皮翼目动物
concierge	看门人
concierge	门房
stalagmitic	石笋的
stalagmitic	石笋
stalagmitic	石笋状的
stalagmitic	石笋状
ichthyic	鱼的
ichthyic	鱼
ichthyic	有鱼类特性的
ichthyic	有鱼类特性
ichthyic	似鱼的
ichthyic	似鱼
fiddlededee	无聊
fiddlededee	胡说
assumedly	多半
assumedly	大概
seraph	六翼天使
sunos	Sun公司出品的操作系统
unfeelingly	无情地
unfeelingly	无情
unfeelingly	无感觉的
unfeelingly	无感觉
demi	demos的复数
darpanet'	NULL)
repeaters'	NULL)
paraprofessional	辅助专职人员的人
paraprofessional	辅助专职人员的
paraprofessional	辅助专职人员
redeceive	再欺骗
unearth	掘出
eligible	符合条件的
eligible	符合条件
eligible	合格的
eligible	合格
riksmal	=Bokmal
staring	目不转睛的
staring	目不转睛
staring	凝视的
staring	凝视
staring	显眼的
staring	显眼
staring	竖立的
staring	竖立
chittagong	吉大港
coercionist	高压政治论者
coercionist	强制主义者
photobiologist	光生物学家
machan	狩猎台
grip	紧握
grip	紧夹
grip	掌握
grip	控制
grip	把手
grip	抓住
slantingways	=slantwise
chace	=chase
sexy	有性感的
sexy	有性感
sexy	色情的
sexy	色情
sexy	迷人的
sexy	迷人
sophoclean	索福克勒斯的
sophoclean	索福克勒斯
sophoclean	索福克勒斯悲剧的
sophoclean	索福克勒斯悲剧
theodolite	经纬仪
daubry	=daubery
smote	smite的过去式
vibratility	振动性
vibratility	颤动性
vibratility	震动性
osset	奥塞梯人
aoudad	鬣羊
homekeeping	不喜欢外出的
homekeeping	不喜欢外出
homekeeping	不离家的
homekeeping	不离家
hilloa	=hillo
elhi	小学及中学的
elhi	小学及中学
elhi	中小学的
elhi	中小学
payment	付款
payment	支付
payment	报酬
payment	偿还
payment	报应
payment	惩罚
feoffee	受采邑者
feoffee	封地受领人
skolly	恶少
skolly	流氓
prescind	割去
prescind	分开
prescind	孤立地思考
prescind	脱离
prescind	不加考虑
impartially	公平地
impartially	公平
impartially	无私地
impartially	无私
kriegie	战俘
order	次序
order	顺序
order	正常状态
order	秩序
order	会议规则
order	命令
order	定购
order	定单
order	命令
order	定购
order	定制
abscind	切断
abscind	切除
abscind	割断
allseed	多子植物
tracheophyte	导管植物
tracheophyte	维管植物
yardarm	桁端
yardarm	横杆端
lifeway	生活方式
lifeway	生活
netlayer	布网舰
pupil	学生
pupil	小学生
pupil	瞳孔
planchette	占卜写板
crier	传令员
crier	叫卖者
crier	喊叫者
crier	哭泣者
unilluminating	不供光的
unilluminating	不供光
unilluminating	无启发性的
unilluminating	无启发性
unilluminating	不能使人获得教益的
unilluminating	不能使人获得教益
burn	烧
burn	烧焦
burn	点
burn	使感觉烧热
burn	烧伤
burn	灼伤
copyfit	根据版面容量组排
informatics	信息学
informatics	情报学
lantsang	澜沧江
emergence	浮现
emergence	露出
emergence	突出体
emergence	出现
optic	眼的
optic	眼
optic	视觉的
optic	视觉
optic	光学上的
optic	光学上
sportive	嬉戏着的
sportive	嬉戏着
sportive	欢闹的
sportive	欢闹
sportive	开玩笑的
sportive	开玩笑
sportive	运动的
sportive	运动
sportive	好色的
sportive	好色
sapiential	智慧的
sapiential	智慧
sapiential	含智慧的
sapiential	含智慧
sapiential	表现智慧的
sapiential	表现智慧
sapiential	赋予智慧的
sapiential	赋予智慧
literally	照字面意义
literally	逐字地
literally	逐字
ghilgai	雨水池
rabbitlike	似兔的
rabbitlike	似兔
rabbitlike	胆小的
rabbitlike	胆小
rabbitlike	多产的
rabbitlike	多产
persalt	过酸盐
carpellate	具有心皮的
carpellate	具有心皮
neurasthenically	神经衰弱地
neurasthenically	神经衰弱
neurasthenically	患神经衰弱地
neurasthenically	患神经衰弱
indiscriminate	不分皂白的
indiscriminate	不分皂白
indiscriminate	不加选择的
indiscriminate	不加选择
candlelighting	烛光
candlelighting	黄昏
thimblewit	笨伯
bloviate	发表冗长演说
poussin	小鸡
poussin	童子鸡
cybernetician	=cybernetist
semantic	语义的
semantic	语义
yacket	=yack
preprocessor	预处理程序
scart	刮擦
scart	污痕
heretical	异教的
heretical	异教
heretical	异端的
heretical	异端
tallulah	塔卢拉
regretfully	懊悔地
regretfully	懊悔
regretfully	抱歉地
regretfully	抱歉
scaffold	脚手架
scaffold	绞刑台
opacus	蔽光的
opacus	蔽光
pinna	羽
pinna	翼
pinna	鳍
romeward	倾向天主教的
romeward	倾向天主教
coadjutor	助手
coadjutor	副主教
durative	持续的
durative	持续
durative	持续性
heraldic	纹章学的
heraldic	纹章学
heraldic	纹章的
heraldic	纹章
heraldic	传令官的
heraldic	传令官
hawser	大缆
hawser	曳船索
hawser	系船索
bloody	血腥的
bloody	血腥
bloody	嗜杀的
bloody	嗜杀
bloody	有血的
bloody	有血
bloody	该死的
bloody	该死
bloody	非常的
bloody	非常
harns	脑
mavournin	宝贝
mavournin	亲爱的
mavournin	亲爱
rinse	嗽口
rinse	刷
rinse	冲洗掉
rinse	漂净
rinse	嗽洗
rinse	漂洗
rinse	漂清
rinse	冲洗
baff	以球杆打球下部使之高飞
baff	高飞球的一击
longwall	长壁开采法的
longwall	长壁开采法
angelically	天使般地
angelically	天使般
unraced	未参加过比赛的
unraced	未参加过比赛
surfcast	激浪投钓
surfcast	从岸上向激浪抛钓线钓鱼
farside	较远的
farside	较远
farside	那一边
volcanotectonic	火山构造的
volcanotectonic	火山构造
frowzy	不整洁的
frowzy	不整洁
frowzy	憋闷的
frowzy	憋闷
frowzy	有臭味的
frowzy	有臭味
histrionics	演戏
histrionics	表演
synergid	助细胞
extine	=exine
appeaser	劝解人
cleanse	纯净
improvisation	即席创作
brachycephalization	趋向圆头型的变化
wusuli	River
wusuli	乌苏里江
electrosleep	电睡眠
electrosleep	电疗睡眠
leeds	利兹
antibusiness	反对金融商业界的
antibusiness	反对金融商业界
adhibit	粘贴
loveworthy	值得爱的
loveworthy	值得爱
loveworthy	可爱的
loveworthy	可爱
barothermograph	自动压力温度计
chloric	氯的
chloric	氯
chloric	含氯的
chloric	含氯
mizenmast	后桅
mizenmast	尾桅
pathologist	病理学者
brokenly	断断续续地
brokenly	断断续续
brokenly	不规则地
brokenly	不规则
cubbyhole	舒适的地方
cubbyhole	文件架
emeric	埃默里克
jst	Japan
jst	Standard
jst	Time
jst	日本标准时间
nuclearization	提供核武器
womanise	=womanize
faithless	背信弃义的
faithless	背信弃义
faithless	不忠的
faithless	不忠
faithless	不老实的
faithless	不老实
faithless	无信的
faithless	无信
faithless	不忠实的
faithless	不忠实
non	非
non	不
shortwave	短波
shortwave	用短波广播发射
incenseless	不烧香的
incenseless	不烧香
revoltive	厌恶的
revoltive	厌恶
revoltive	反感的
revoltive	反感
anthology	诗选
anthology	文选
boobery	愚人之统称
boobery	愚笨
reminiscent	回忆往事的
reminiscent	回忆往事
viceregal	总督的
viceregal	总督
viceregal	代表王权的
viceregal	代表王权
postmultiply	自右乘
postmultiply	用后因子乘
marlstone	泥灰土之一种
vacua	空虚
vacua	真空吸尘器
scientize	使科学化
scientize	用科学方法处理
scientize	按科学原理组织
rotunda	圆形建筑
rotunda	圆形大厅
livingly	充满活力地
livingly	充满活力
livingly	生动地
livingly	生动
livingly	逼真地
livingly	逼真
balkanization	分割成小国
balkanization	使割据
ssg	Staff
ssg	Sergeant
ilia	ilium的复数
cloudiness	阴暗
cloudiness	暗晦
cloudiness	朦胧
peasecod	豌豆荚
frog	青蛙
frog	捕蛙
curet	=curette
poster	海报
poster	招贴
poster	张贴者
phonetics	语音学
phonetics	发音学
sealing	猎捕海豹业
kafiri	卡菲尔语
necrolatry	对死人的崇拜
coif	头巾
coif	盖以头巾
coif	戴紧帽
butene	丁烯
sorrel	含酸液的植物
autolysin	自溶素
autolysin	自溶血素
impassivity	平静
impassivity	无神经
impassivity	泰然自若
flannelly	法兰绒似的
flannelly	法兰绒似
embrue	=imbrue
testis	睾丸
imitation	模仿
imitation	效法
imitation	冒充
imitation	赝品
imitation	仿造物
necrosis	坏疽
necrosis	骨疽
gustation	尝味
gustation	味觉
unamiable	不和蔼的
unamiable	不和蔼
unamiable	不友好的
unamiable	不友好
pannose	毡毛状的
pannose	毡毛状
expurgation	消去
expurgation	删去
expurgation	廓清
expurgation	修改
nonzero	非零
sever	切断
villainage	隶农身份及地位
villainage	农奴租地之条件
autotransplant	自体移植物
merrymaking	尽情欢乐
merrymaking	寻欢作乐
merrymaking	狂欢者
hyaline	透明的
hyaline	透明
hyaline	玻璃质
trepanation	环锯术
trepanation	环钻术
divulsive	扯裂的
divulsive	扯裂
divulsive	撕开的
divulsive	撕开
quarreller	争吵的人
quarreller	喜欢埋怨的人
lachrymator	催泪物质
premeditate	预谋
premeditate	预先考虑
shaanxi	陕西
fledgeless	羽毛未丰的
fledgeless	羽毛未丰
fledgeless	未成熟的
fledgeless	未成熟
thomas	托马斯
thomas	多马
dime	一角硬币
bloodcurdling	恐怖的
bloodcurdling	恐怖
bloodcurdling	令人毛骨悚然的
bloodcurdling	令人毛骨悚然
bonbon	小糖果
mano	上磨石
unconfident	缺乏信心的
unconfident	缺乏信心
unconfident	不确信的
unconfident	不确信
unconfident	犹豫的
unconfident	犹豫
bedfast	卧床不起的
bedfast	卧床不起
demisemiquaver	三十二分音符
vedaic	吠陀梵语
vedaic	吠陀的
vedaic	吠陀
chirm	鸟鸣声
chirm	吱喳叫
chirm	唱
considerably	相当地
considerably	相当
krim	=Crimea
indevotion	不虔诚
indevotion	不信宗教
sensationalise	=sensationalize
begar	强迫劳动
begar	苦役
enterobiasis	蛲虫病
contrariousness	相反
contrariousness	不利
swum	swim的过去分词
connector	连接器
wax	蜡
wax	蜡状物
wax	增加
wax	月亮由亏转盈
wax	变大
wax	增大
wax	月亮渐满
wax	上蜡于
watchband	表带
smally	小规模地
smally	小规模
testee	接受试验者
testee	被考查的人
testee	应考人
mispronunciation	读音错误
mispronunciation	发音错误
alleged	声称的
alleged	声称
alleged	所谓的
alleged	所谓
hydronautics	水航工程学
pontine	桥的
pontine	桥
pontine	与桥梁有关的
pontine	与桥梁有关
pontine	脑桥的
pontine	脑桥
impermanence	暂时
impermanence	无常
shoptalk	职业用语
shoptalk	有关本行的谈话
isthmus	地峡
isthmus	峡部
calumny	诽谤
calumny	中伤
tohubohu	混乱
tohubohu	紊乱
insignificant	无关紧要的
insignificant	无关紧要
insignificant	可忽略的
insignificant	可忽略
insignificant	无意义的
insignificant	无意义
vizard	面颊
vizard	腹面
hyperthyroid	甲状腺机能亢进患者
hyperthyroid	甲状腺机能亢进的
hyperthyroid	甲状腺机能亢进
noam	诺姆
decided	确定的
decided	确定
decided	坚决的
decided	坚决
pah	表示轻蔑
pah	不快的感叹词
cheap	便宜的
cheap	便宜
cheap	不值钱的
cheap	不值钱
cateran	苏格兰高地的劫匪
cateran	山贼
knew	know的过去式
tetrabasic	四代的
tetrabasic	四代
tetrabasic	四元的
tetrabasic	四元
tetrabasic	四碱的
tetrabasic	四碱
commutative	可交换的
commutative	可交换
gallomaniac	醉心于法国事物的
gallomaniac	醉心于法国事物
tadpole	蝌蚪
plaguily	讨厌地
plaguily	讨厌
plaguily	烦恼地
plaguily	烦恼
liana	藤蔓植物
udr	Ulster
udr	Defence
udr	Regiment
udr	北爱尔兰防卫团
snottynose	=snotnose
beerpull	啤酒唧筒的把手
beerpull	啤酒唧筒
lengthways	纵长地
lengthways	纵长
lengthways	纵向地
lengthways	纵向
lengthways	纵长的
lengthways	纵长
lengthways	纵向的
lengthways	纵向
jumble	混杂
jumble	搞乱
jumble	混乱
miriness	泥泞
implacably	无法和解地
implacably	无法和解
implacably	执拗地难宽恕地
implacably	执拗地难宽恕
almanack	=almanac
trode	tread的过去式
loyal	忠诚的
loyal	忠诚
loyal	忠心的
loyal	忠心
freestyle	自由式
paronym	同源词
lenitic	静水的
lenitic	静水
lenitic	生活在静水中的
lenitic	生活在静水中
multivalence	多化合价元素
swordflag	旗菖蒲
breviped	有矮脚的
breviped	有矮脚
rejasing	废物利用
lifework	一生的工作
lifework	毕生的事业
appeared	出现
appeared	出席
appeared	发表
overcompensate	过度代偿
protozoan	原生动物
amidogen	氨基
incoercible	不可强迫的
incoercible	不可强迫
incoercible	不能压制的
incoercible	不能压制
tastily	风趣地
tastily	风趣
seersucker	泡泡纱
anvers	=Antwerp
spiciness	香馥
spiciness	富于香料
brer	兄弟
phonoreceptor	感声器
phonoreceptor	音感受器
incrustation	结壳
incrustation	用覆盖物
incrustation	镶嵌
incrustation	硬壳
panencephalitis	全脑炎
balistraria	十字形弓箭口
valentine	情人
valentine	情人节礼物
trimetrogon	航空摄影法之一种
vapoury	含蒸汽的
vapoury	含蒸汽
vapoury	模糊的
vapoury	模糊
indecision	优柔寡断
lawyerly	如律师的
lawyerly	如律师
lawyerly	适合于律师的
lawyerly	适合于律师
thymey	=thymy
bearcat	熊猫
bearcat	勇士
nitrophenol	硝基酚
pigeonwing	舞步的一种
pigeonwing	鸽翼式
locus	地点
locus	所在地
locus	所在
locus	轨迹
shout	呼喊
shout	呼叫
shout	呼喊
shout	呼叫
twirp	鄙劣之人
twirp	粗俗的人
tiny	很少的
tiny	很少
tiny	微小的
tiny	微小
owner	所有者
owner	业主
readmit	重新接纳
erinyes	厄里倪厄斯
roscoelite	钒云母
hygrometry	湿度测定
chromatic	彩色的
chromatic	彩色
esclandre	大吵大闹
suspensor	囊柄
suspensor	胚柄
beng	bachelor
beng	of
beng	engineering
beng	工学士
phossy	磷的
phossy	磷
phossy	磷毒性的
phossy	磷毒性
illicit	违法的
illicit	违法
fry	油炸食物
fry	油炸锅
fry	鱼苗
fry	鱼秧
fry	油炸
fry	油煎
phlebolith	静脉石
illth	贫乏
illth	不幸
issa	伊萨人
gestation	怀孕
gestation	酝酿
gestation	妊娠
bumblebee	大黄蜂
scoreline	分数栏
quamash	=camass
neanderthal	穴居人的
neanderthal	穴居人
impulsive	冲动的
impulsive	冲动
subsocial	不完全群居的
subsocial	不完全群居
subsocial	群居而无固定社会性结构的
subsocial	群居而无固定社会性结构
unhat	脱下……的帽子
unhat	脱帽致敬
purgee	被放逐者
shellburst	炮弹的爆炸
pebblestone	小卵石
pebblestone	砾
pebblestone	砾石
lite	清淡的
lite	清淡
lite	低盐的
lite	低盐
rebloom	再开花
decidable	可决定的
decidable	可决定
colonoscopy	结肠镜检查
milliosmol	毫渗模
milliosmol	毫渗透分子
colicine	大肠杆菌素
pleasing	令人高兴的
pleasing	令人高兴
pleasing	愉快的
pleasing	愉快
pleasing	合意的
pleasing	合意
qms	quartermaster
qms	sergeant
zootoxin	动物性毒素
progenitress	progenitor
progenitress	的女性
anaptyxis	加音现象
gasify	气化
baaroque	新奇的作品
baaroque	巴洛克式的
baaroque	巴洛克式
baaroque	奇怪的
baaroque	奇怪
rector	院长
plesiosaur	蛇颈龙
splenium	压部
osmiridium	=iridosmine
factionalism	派别活动
factionalism	派性
factionalism	党派主义
factionalism	党派之争
spoilt	spoil的过去式及过去分词
reestablishment	重建
reestablishment	恢复
laminectomy	椎板切除术
conveniency	方便
conveniency	便宜
gev	ground
gev	effect
gev	vehicle气垫船
gev	气垫车
gev	gigaelectron
gev	volt
folk	人们
folk	亲属
folk	民族
folk	民间的
