synclinal	倾斜
fireball	大流星
fireball	工作起来劲十足的人
acetylene	乙炔
acetylene	电石气
kilometric	公里的
kilometric	公里
kilometric	以公里衡量的
kilometric	以公里衡量
ethic	道德规范
ethic	伦理
diakinesis	丝球期
crossover	转线路
crossover	天桥
crossover	交叉
buckskin	鹿皮裤
buckskin	鹿皮
misdoing	坏事
misdoing	犯罪
caramelise	=caramelize
hispanism	西班牙文明至上主义
hispanism	来自西班牙语的语言特征
croslet	小十字形
converger	n收敛者
converger	严密逻辑推理型的人
absterge	去垢
absterge	擦去
acari	acarus的复数
afresh	重新
afresh	再度
hypervelocity	超速
hypervelocity	极高速
hemoprotein	血红素蛋白
emasculative	去势的
emasculative	去势
emasculative	阉割的
emasculative	阉割
sledge	雪橇
sledge	乘雪橇
sledge	用雪橇运送
uckers	厄克兹
garth	庭院
garth	内院
garth	花院
reelevate	再提高
reelevate	使再上升
malaga	Malaga
malaga	产葡萄
malaga	Malaga
malaga	产葡萄酒
lapillus	火山砾
bijou	珠宝
bijou	宝石
bijou	小巧美观的东西
bijou	小巧美观的
bijou	小巧美观
subcollegiate	准大学程度的
subcollegiate	准大学程度
elegize	作挽歌祭引
elegize	作哀歌
katar	=Qatar
sheristadar	档案保管员
keratoplasty	角膜成形术
lairdly	地主的
lairdly	主
celotex	甘蔗板
celotex	隔音板
clunker	年久失修的旧机器
decrial	责难
decrial	诽谤
keratoma	角化病
aquiform	水状的
aquiform	水状
aquiform	液体的
aquiform	液体
corfam	人造皮
exchangee	被交换者
exchangee	交换的学生
supercalender	超级压光机
oecumenical	经济的
oecumenical	经济
oecumenical	节俭的
oecumenical	节俭
fab	惊人的
fab	惊人
fab	难以置信的
fab	难以置信
basify	碱化
homemade	自制的
homemade	自制
homemade	本国制的
homemade	本国制
ossific	骨化的
ossific	骨化
ossific	成骨的
ossific	成骨
murid	鼠的
murid	鼠
murid	鼠科的
murid	鼠科
fjord	海湾
fjord	峡湾
gnocchi	汤团
gnocchi	团子
turps	松节油
gypsography	石膏雕刻
bumpy	颠簸的
bumpy	颠簸
bumpy	崎岖不平的
bumpy	崎岖不平
drillstock	钻柄
magilp	油画用的油
magilp	似冻子之油画材料
fritillary	贝母属的植物
fritillary	豹纹蝶
alkine	炔属
isomery	同分异物现象
acknowledgement	承认
acknowledgement	确认
acknowledgement	竧
acknowledgement	of
acknowledgement	receipt//回执行
toneless	缺乏声调的
toneless	缺乏声调
toneless	单调的
toneless	单调
toneless	沉闷的
toneless	沉闷
toneless	无声的
toneless	无声
toneless	哑的
toneless	哑
readin	读入
unpoetical	无诗意的
unpoetical	无诗意
unpoetical	平凡的
unpoetical	平凡
unpoetical	无诗意的
unpoetical	无诗意
unpoetical	无想象力的
unpoetical	无想象力
photogrammetry	照相测量法
tombarolo	盗墓贼
inquisition	调查
inquisition	探究
inquisition	审理
inquisition	宗教裁判所
vibrioid	似弧菌的
vibrioid	似弧菌
vibrioid	弧菌状的
vibrioid	弧菌状
shaly	页岩的
shaly	页岩
rosin	松香
rosin	树脂
rosin	用松香
inhaler	吸入者
inhaler	空气过滤器
subtopic	副主题
cellulitis	蜂窝织炎
semihoral	半小时的
semihoral	半小时
cheechako	新来的人
cheechako	无经验的人
mastic	乳香
funnies	连环图画
funnies	报上登载连环图画的版面
cge	法国通用电器公司
suet	板油
trunkless	无躯干的
trunkless	无躯干
trunkless	与躯干分离的
trunkless	与躯干分离
crescented	新月形的
crescented	新月形
crescented	以新月形装饰的
crescented	以新月形装饰
devaluationist	货币贬值论者
catenation	连锁
cello	大提琴
adversaria	记事
adversaria	杂录
backdoor	秘密的
backdoor	秘密
loading	装载
loading	装填
inwardly	在内部地
inwardly	在内部
inwardly	小声地
inwardly	小声
inwardly	思想上
inwardly	本质上
diazotization	重氮化作用
talebearer	揭人隐私者
talebearer	搬弄是非者
talebearer	散播谣言者
talebearer	告密者
volvulus	肠扭转
volvulus	肠扭结
aposelenium	=apolune
valve	阀
valve	电子管
valve	真空管
peristyle	绕柱式
peristyle	列柱走廊
peristyle	以柱围绕的内院
verrucous	疣的
verrucous	疣
verrucous	疣壮的
verrucous	疣壮
telescopy	望远镜使用法
telescopy	望远镜制造学
nonintercourse	不来往
ultraminiature	超小型的
ultraminiature	超小型
lidded	有盖子的
lidded	有盖子
lidded	盖着盖子的
lidded	盖着盖子
lidded	覆盖着的
lidded	覆盖着
rats	胡说
rats	瞎扯
validation	确认
seesaw	秋千
rhodolite	红榴石
rhodolite	铁镁铝榴石
niccolite	红砷镍矿
raisonne	合理排列的
raisonne	合理排列
raisonne	按系统排列的
raisonne	按系统排列
hsining	见
hsining	Xining
chancery	大法官法庭
dornick	花缎
dornick	锦缎及其他装饰织物的统称
acharnement	凶猛
acharnement	激烈
acharnement	猛烈
washington	华盛顿
ultrafast	超速的
ultrafast	超速
ultrafast	超快的
ultrafast	超快
aldermanic	市议员的
aldermanic	市议员
aldermanic	市政府参事的
aldermanic	市政府参事
sambaqui	萨姆巴凯贝壳堆
germule	初胚
germule	小胚芽
coextension	共同扩张
coextension	共同伸展
isolationist	孤立主义者
kegler	保龄球比赛者
slogging	苦工
trigonometrical	三角法的
trigonometrical	三角法
trigonometrical	三角学的
trigonometrical	三角学
forcemeat	五香碎肉
chalicothere	三爪三趾雷兽类动物
epigenic	=epigene
conjunct	结合的
conjunct	结合
conjunct	共同的
conjunct	共同
conjunct	与他人联合的
conjunct	与他人联合
conjunct	同他物结合的物
nonsmoker	不抽烟的人
nonsmoker	禁止吸烟列车车厢
unrecompensed	未得酬报的
unrecompensed	未得酬报
diuron	敌草隆
paramatta	棉毛交织的一种棉布
connotational	含有内涵意义的
connotational	含有内涵意义
connotational	有隐含意义的
connotational	有隐含意义
connotational	含有转义的
connotational	含有转义
cur	光标资源文件
cur	杂种
cur	坏种
cur	恶狗
cur	卑贱的人
cur	胆怯的家伙
queenship	女王
bizarrerie	奇异
bizarrerie	怪异的东西
bizarrerie	奇怪
civvy	平民
civvy	便装
civvy	便服
bmds	ballistic
bmds	missile
bmds	defence
bmds	system
bmds	弹道导弹防御系统
bmds	防弹道导弹系统
upfurled	向上卷起的
upfurled	向上卷起
diplomatism	外交
diplomatism	外交手段
rhigolene	利可冷
madurai	马杜赖
comandante	司令官
comandante	指挥官
laicism	政权归还俗人主义
disenthral	解放
aquarii	Aquarius的所有格
malformation	难看
malformation	畸形
malefaction	犯罪行为
pocketable	可放在口袋的
pocketable	可放在口袋
genialise	=genialize
epiplastron	上腹甲
viduity	守寡
viduity	孀居
infrahuman	类人猿的
infrahuman	类人猿
infrahuman	似人的生物
italophile	喜爱意大利的人
italophile	喜爱意大利的人
soldo	意大利铜币
epithelium	上皮
epithelium	上皮细胞
rubric	红字
rubric	红色印刷
rubric	题目
lyceum	学园
lyceum	学术讲演的会堂
turcophobe	恐土耳其的人
energid	活质体
taxidermal	剥制术的
taxidermal	剥制术
technologist	技术专家
technologist	工艺学家
technologist	工艺人员
beggarliness	贫穷
beggarliness	卑贱
beggarliness	赤贫
nomenclature	命名法
nomenclature	术语
deschooler	提倡废除传统学校的人
unseasonable	不合时宜的
unseasonable	不合时宜
unseasonable	不合季节的
unseasonable	不合季节
campground	野营地
campground	野营
campground	露营场所
resounding	共鸣的
resounding	共鸣
resounding	彻底的
resounding	彻底
resounding	十足的
resounding	十足
incandesce	使白热化
incandesce	白热化
surefire	准不会有错的
surefire	准不会有错
surefire	一定能达到目的的
surefire	一定能达到目
high	高度
high	高处
high	高的
high	高
high	高原的
high	高原
high	高等的
high	高等
high	高音的
high	高音
high	傲慢的
high	傲慢
high	高尚的
high	高尚
high	昂贵的
high	昂贵
high	严重的
high	严重
high	高度地
high	高度
high	奢侈地
high	奢侈
high	高价地
high	高价
extraneous	无关系的
extraneous	无关系
extraneous	外来的
extraneous	外来
extraneous	新异反射
pachycepbalosaur	肿头龙
titillate	搔痒
titillate	使愉快
stalk	茎
stalk	柄
stalk	梗
stalk	秆
frighteningly	令人恐惧地
frighteningly	令人恐惧
frighteningly	引起突然惊恐地
frighteningly	引起突然惊恐
ism	论
ism	说
ism	主义
ism	Intelligent
ism	Sensing
ism	Munition
ism	智能传感弹药
archipelago	群岛
archipelago	多岛海
notebook	笔记簿
notebook	笔记本
dissimilarly	不同地
dissimilarly	不同
egyptianism	埃及之特征
egyptianism	埃及人之特征
allantois	尿囊
shoreside	岸的
shoreside	岸
shoreside	岸上的
shoreside	岸上
shoreside	沿岸的
shoreside	沿岸
shoreside	近岸的
shoreside	近岸
carousal	喧闹的酒宴
dominate	支配
dominate	占优势
etonian	伊顿公学的
etonian	伊顿公学
etonian	伊顿公学般的
etonian	伊顿公学般
paulinize	遵循圣保罗的教义
paulinize	将圣保罗教义灌输给
chartaceous	似纸的
chartaceous	似纸
chartaceous	纸质的
chartaceous	纸质
reapplication	再运用
reapplication	再申请
cocain	古柯碱
cocain	可卡因
caddish	缺乏教养的
caddish	缺乏教养
caddish	下流的
caddish	下流
caddish	卑鄙的
caddish	卑鄙
ramiform	枝状的
ramiform	枝状
ramiform	有分枝的
ramiform	有分枝
hoer	锄地者
sermonology	讲道术
sermonology	布道术
cholestasis	胆汁郁积
delectable	使人愉快的
delectable	使人愉快
metatrophic	腐生的
metatrophic	腐生
exacta	正序连赢
nicaea	尼西亚
causally	有原因地
causally	有原因
lepidolite	锂云母
discodance	迪斯科舞
credulous	轻信的
credulous	轻信
jerfalcon	=gyrfalcon
quinalbarbitone	司可巴比妥
quinalbarbitone	速可眠
microbalance	微量天平
snax	快餐
snax	快餐店
heinous	可憎的
heinous	可憎
heinous	极恶的
heinous	极恶
superficial	表面的
superficial	表面
superficial	肤浅的
superficial	肤浅
superficial	浅薄的
superficial	浅薄
armarian	管理修道院图书室或缮写室之修道士
oxotremorine	氧化震颤素
tai	=Thai
boxer	拳师
fleshings	肉色紧身衣
fleshings	削掉的肉片
catomountain	=catamountain
fiddling	无足轻重地
fiddling	无足轻重
fiddling	微不足道地
fiddling	微不足道
fiddling	无用的
fiddling	无用
unprepossessed	无成见的
unprepossessed	无成见
unprepossessed	无偏见的
unprepossessed	无偏见
unprepossessed	公正的
unprepossessed	公正
hustler	皮条客
hustler	骗徒
hustler	催促者
pinealectomy	松果体切除术
phenylene	亚苯基
sounder	音响器
arrears	到期未付款
arrears	欠帐
lempira	洪都拉斯的货币单位
lempira	其货币
bandog	拴住的狗
bandog	猛犬
laureation	授以桂冠
dottiness	神志不清
dottiness	疯狂
communicator	交流者
communicator	发报机
communicator	列车内通报器
sovnarkhoz	地区经济委员会
nkrumahization	按照恩克鲁玛主义实行的改革
nkrumahization	恩克鲁玛主义化
toughie	流氓
toughie	恶棍
toughie	鲁莽的人
flores	升华产物
piggery	猪舍
piggery	肮脏的场所
exoplasm	外胞浆
exoplasm	外质
obtrusion	强制
obtrusion	莽撞
nautophone	电雾笛
nautophone	电雾号
bedecked	以……装饰或点缀的
bedecked	以……装饰或点缀
canonry	牧师会会员
canonry	教团的会员
serpentinite	蛇纹岩
eructation	打嗝
eructation	喷出物
eructation	喷出
painkiller	止痛药
painkiller	解痛物
demitoilet	便装与盛装之间的服装
almandine	铁铝榴石
parnassus	希腊中部的山
parnassus	诗坛
etymologicon	词源词典
yellowfin	tuna黄鳍金枪鱼
slaw	卷心菜色拉
jaialai	回力球戏
jaialai	回力球
wiredancer	走钢索的人
maxwell	麦克斯韦
thurible	香炉
textualism	拘泥于原文
textualism	墨守原文
unbark	剥去的皮
thiol	硫醇
almshouse	私立济贫院或养老院
almshouse	公立救济院
behold	把……视为
behold	看
fitout	准备
eclogite	榴辉岩
pelecaniform	鹈形目的
pelecaniform	鹈形目
pelecaniform	具鹈形目特征的
pelecaniform	具鹈形目特征
emulous	好胜
vindicate	维护
vindicate	辩护
vindicate	表白
zapateado	西班牙舞蹈的一种
ibuprofen	异丁苯丙酸
ibuprofen	布洛芬
fallibilism	无法获得明确知识的理论
cingulectomy	=cingulotomy
predestinate	注定
predestinate	宿命的
predestinate	宿命
prestidigitator	变戏法的人
lactonic	内酯酸的
lactonic	内酯酸
lactonic	无水氢氧酸类的
lactonic	无水氢氧酸类
calcine	烧成石灰
calcine	煅烧
sulphonyl	磺酰
sulphonyl	硫酰
virgulate	棒状的
virgulate	棒状
bscp	Brotherhood
bscp	of
bscp	Sleeping
bscp	Car
bscp	Porters
bscp	卧车列车员兄弟会
gymnosperm	裸子植物
theogonist	神谱学者
ambient	周围的
ambient	周围
ambient	周围环境
croup	义膜性喉炎
croup	臀部
chieftainship	酋长或首领的地位
germany	德国
appraisable	可估价的
appraisable	可估价
appraisable	可评价的
appraisable	可评价
varisized	各种大小的
varisized	各种大小
varisized	不同尺寸的
varisized	不同尺寸
parasiticidal	杀寄生物的
parasiticidal	杀寄生物
tuckaway	可折叠起来放在一旁的
tuckaway	可折叠起来放在一旁
abirritate	减轻刺激
abirritate	缓和
gallicize	成法国风格
gallicize	带法国语法
lingberry	=lingonberry
snippersnapper	不足道的人
snippersnapper	不知天高地厚的年轻人
buck	元
buck	雄鹿
buck	公羊
buck	公兔
suboptimum	未达最佳标准的
suboptimum	未达最佳标准
suboptimum	不最理想的
suboptimum	不最理想
suboptimum	不最适宜的
suboptimum	不最适宜
suboptimum	不最满意的
suboptimum	不最满意
abolishable	可废止的
abolishable	可废止
abolishable	可取消的
abolishable	可取消
mesmerisation	催眠术
dipsomaniac	耽酒症患者
diaphragmatic	横隔膜的
diaphragmatic	横隔膜
diaphragmatic	隔膜的
diaphragmatic	隔膜
reflexive	反身动词
reflexive	反身代词
reflexive	反身的
reflexive	反身
liang	两
quercitron	美洲黑栎
quercitron	美洲黑栎内树皮
quercitron	栎皮粉
avid	渴望的
avid	渴望
blood	血
blood	血液
blood	血统
blood	使先取得经验
opacify	使……变得不透明
saliency	显著
saliency	卓越
wilno	=Vilnius
enteric	肠的
enteric	肠
apoenzyme	脱辅基酶蛋白
cognizable	可辨识的
cognizable	可辨识
cognizable	可以审理的
cognizable	可以审理
questioningly	怀疑地
questioningly	怀疑
tandemly	衔接着
dishclout	抹布
dishclout	散漫的女人
crepehanger	悲观者
gapeseed	引人注目的事物
kwoc	上下文外关键字
kwoc	前后文外关键字
gunnage	火炮数量
whinchat	野翁之类
burrito	墨西哥玉米煎饼
dispossession	剥夺
perdurable	永久的
perdurable	永久
perdurable	耐久的
perdurable	耐久
choirloft	唱诗班楼座
pyrites	硫化铁矿
worthiness	价值
worthiness	值得
worthiness	值
folia	folium
folia	的复数
hydrogenization	=hydrogenation
abortifacient	堕胎药
abortifacient	堕胎的
abortifacient	堕胎
ijssel	艾塞尔河
alcohol	酒精
alcohol	酒
renitency	抵抗压力
renitency	顽强
uxoricide	杀妻
uxoricide	杀妻者
clangor	铿锵声
clangor	丁当声
modal	形式的
modal	形式
modal	样式的
modal	样式
modal	形态上的
modal	形态上
modal	情态的
modal	情态
modal	语气的
modal	语气
modal	模式的
modal	模式
reheating	重新加热
janitress	女性的守卫
janitress	女性的门警
baryta	重土
baryta	氧化钡
viscoid	有黏性的
viscoid	有黏性
seawise	受过航海锻炼的
seawise	受过航海锻炼
gleeman	吟游诗人
augustinianism	奥古斯丁的教义
inapprehensible	不能理解的
inapprehensible	不能理解
inapprehensible	不可解的
inapprehensible	不可解
ransomer	要挟者
ransomer	索赎者
khaibar	Pass
khaibar	=Khyber
khaibar	Pass
lexica	lexicon的复数
zine	=Fanzine
allodium	保有绝对所有权的土地
allodium	保有绝对所有权的土
speller	拼字课本
speller	拼字者
administer	管理
administer	给予
administer	执行
neoimperialism	新帝国主义
adar	阿达尔月
horal	每一小时的
horal	每一小时
horal	时间上的
horal	时间上
atropin	阿托品
pretentious	自命不凡的
pretentious	自命不凡
inadaptable	不能适应的
inadaptable	不能适应
inadaptable	不适合的
